,위도,경도,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
10,37.5420116,127.0650728,3040000,304000001320210003,20210906,,1,영업/정상,0,정상,,,,,02-469-7300,,,서울특별시 광진구 화양동 **-* 동신빌딩,서울특별시 광진구 아차산로 *** 동신빌딩 지하 *층 (화양동),5020.0,태산약품,20210906095742,I,2020-12-09 00:08:00.0,,,,,,
11,37.467779,127.0448605,3210000,321000001320160001,20160531,,1,영업/정상,0,정상,,,,,02-573-9669,,,서울특별시 서초구 양재동 358-6번지 광산빌딩 ,서울특별시 서초구 강남대로6길 66-18 (양재동 광산빌딩),6789.0,베트컴코리아(주),20160531143021,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
12,37.467779,127.0448605,3210000,321000001320160002,20160531,,1,영업/정상,0,정상,,,,,02-573-9669,,,서울특별시 서초구 양재동 358-6번지 광산빌딩 ,서울특별시 서초구 강남대로6길 66-18 (양재동 광산빌딩),6789.0,베트컴코리아(주),20160531152442,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
13,37.504631,127.0224878,3210000,321000001320200002,20200511,,1,영업/정상,0,정상,,,,,02-6949-3038,,,서울특별시 서초구 반포동 739-32번지 제이디 빌딩 ,서울특별시 서초구 강남대로79길 32 제이디 빌딩 1층 (반포동),6542.0,브이케어동물병원,20200511165516,I,2020-05-13 00:23:20.0,,동물용의료용구판매업,,,000,
14,36.12707109999999,-79.86071799999999,3210000,321000001319950001,19951027,,1,영업/정상,0,정상,,,,,587-1388,0.0,,서울특별시 서초구 원지동 312-3 솔향빌딩 2층 1호,,,(주)중앙진테크,20210623130402,U,2020-12-05 22:05:00.0,,,,,,
15,37.4833536,126.8965156,3160000,316000001320210003,20210120,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 구로구 구로동 222-7 코오롱디지털타워빌란트 607호,서울특별시 구로구 디지털로32길 30 코오롱디지털타워빌란트 607호 (구로동),8390.0,더가가,20210120165240,I,2020-11-30 22:02:00.0,,,,,,
16,37.4875939,127.1191731,3230000,323000001320210005,20210120,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 문정동 642 송파 테라타워2,서울특별시 송파구 송파대로 201 송파 테라타워2 B동 1515-2호 (문정동),5854.0,굿파인더,20210120141602,I,2020-11-30 22:02:00.0,,,,,,
17,37.5126188,127.0574169,3220000,322000001320190008,20191128,,1,영업/정상,0,정상,,,,,02-3484-9723,,,서울특별시 강남구 삼성동 159번지 코엑스인터콘티넨탈서울 ,서울특별시 강남구 봉은사로 524 코엑스인터콘티넨탈서울 지하2층 (삼성동),6164.0,(주)호텔롯데 롯데면세점 코엑스점,20191128100253,I,2019-11-30 00:23:27.0,,동물용의료용구판매업,,,L00,
18,37.4855458,127.0391047,3220000,322000001320200001,20200107,,1,영업/정상,0,정상,,,,,070-4239-3077,,,서울특별시 강남구 도곡동 909-3번지 한독빌딩 4001호,서울특별시 강남구 남부순환로 2645 한독빌딩 4층 4001호 (도곡동),6271.0,비욘드월드 주식회사,20200107131938,I,2020-01-09 00:23:25.0,,동물용의료용구판매업,,,L00,
19,37.5036695,127.0253109,3220000,322000001320190009,20191216,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 역삼동 809번지 비제바노 ,서울특별시 강남구 강남대로 464 비제바노 525호 (역삼동),6123.0,HnCmedical,20191216154546,I,2019-12-18 00:23:26.0,,동물용의료용구판매업,,,000,
20,37.4990162,127.029877,3220000,322000001320190007,20190723,,1,영업/정상,0,정상,,,,,02-557-2535,,,서울특별시 강남구 삼성동 143-28번지 동원빌딩 ,서울특별시 강남구 테헤란로77길 7 동원빌딩 1층 (삼성동),6159.0,GS25 강남동원점,20190723094345,I,2019-07-25 02:21:44.0,,동물용의료용구판매업,,,L00,
21,37.5156314,127.0210152,3220000,322000001320190006,20190719,,1,영업/정상,0,정상,,,,,070-4870-4477,,,서울특별시 강남구 논현동 16-3번지 ,서울특별시 강남구 도산대로4길 12 장원빌딩 203호 (논현동),6038.0,주식회사 봄프렌즈,20190719155656,I,2019-07-21 02:21:42.0,,동물용의료용구판매업,,,L00,
22,37.5104281,127.1127462,3230000,323000001320210002,20210120,,1,영업/정상,0,정상,,,,,070-4792-3150,,,서울특별시 송파구 방이동 110 송암빌딩,서울특별시 송파구 백제고분로 446 송암빌딩 342호 (방이동),5641.0,이현코리아,20210120100048,I,2020-11-30 22:02:00.0,,,,,,
23,37.4990162,127.029877,3220000,322000001320190005,20190718,,1,영업/정상,0,정상,,,,,02-557-2535,,,서울특별시 강남구 삼성동 143-28번지 동원빌딩 ,서울특별시 강남구 테헤란로77길 7 동원빌딩 (삼성동),6159.0,GS25강남동원점,20190718133200,I,2019-07-20 02:21:41.0,,동물용의료용구판매업,,,L00,
24,37.4989329,127.029522,3220000,322000001320190002,20190424,,1,영업/정상,0,정상,,,,,02-2052-9900,,,서울특별시 강남구 역삼동 822-7번지 목화밀라트 ,서울특별시 강남구 테헤란로 113 목화밀라트 2층 (역삼동),6134.0,(주)엘에스텍,20190424154919,I,2019-04-26 02:20:49.0,,동물용의료용구판매업,,,000,
25,37.466266,127.1167873,3220000,322000001320190003,20190501,,1,영업/정상,0,정상,,,,,02-6378-8777,,,서울특별시 강남구 세곡동 433-2번지 ,서울특별시 강남구 헌릉로569길 52-23 지하1층 (세곡동),6376.0,메디레이,20190501164620,I,2019-05-03 02:20:36.0,,동물용의료용구판매업,,,000,
26,37.5263575,127.0305221,3220000,322000001320190004,20190515,,1,영업/정상,0,정상,,,,,02-2088-4866,,,서울특별시 강남구 신사동 608-10번지 ,서울특별시 강남구 압구정로34길 26 4층 (신사동),6022.0,(주)펫슬랩(PETXLAB),20190515133831,I,2019-05-17 02:20:47.0,,동물용의료용구판매업,,,L00,
27,37.5061905,127.0327509,3220000,322000001320190001,20190114,,1,영업/정상,0,정상,,,,,02-558-0002,,,서울특별시 강남구 역삼동 605-12번지 대암빌딩 202호,서울특별시 강남구 봉은사로24길 9 대암빌딩 202호 (역삼동),6125.0,주식회사 마벨파트너스,20190114133935,I,2019-01-16 02:20:50.0,,동물용의료용구판매업,,,L00,
28,36.12707109999999,-79.86071799999999,3220000,322000001320010002,20010427,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강남구 삼성동 142-6번지 ,,,(주)에이취브라더스,20100617115756,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
29,37.5124721,127.0651404,3220000,322000001320010003,20010514,,1,영업/정상,0,정상,,,,,3453-2600,0.0,,서울특별시 강남구 삼성동 166-4번지 준성빌딩 12 층 ,서울특별시 강남구 봉은사로108길 39 (삼성동),6172.0,히타치아로카메디칼한국 주식회사,20150422112120,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
30,37.5047286,127.0512518,3220000,322000001320120001,20120625,,1,영업/정상,0,정상,,,,,317-2725,,,서울특별시 강남구 대치동 890번지 T412 ,서울특별시 강남구 테헤란로 412 T412 13층 (대치동),6193.0,한국조에티스 주식회사,20200327161040,U,2020-03-29 02:40:00.0,,동물용의료용구판매업,,,L00,
31,37.5252175,127.0472183,3220000,322000001320130001,20130401,,1,영업/정상,0,정상,,,,,5424499,39.78,,,서울특별시 강남구 압구정로 461 지하1층 B111호 (청담동),6011.0,(주)디트리커뮤니케이션즈,20130401142458,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
32,37.5316223,126.9706657,3220000,322000001320140001,20140602,,1,영업/정상,0,정상,,,,,02-6201-3341,,,서울특별시 강남구 논현동 119번지 POBA강남타워 7층 8층 ,서울특별시 강남구 학동로 343 (논현동 POBA강남타워 7층 8층),6060.0,지이헬스케어코리아(주),20171123145413,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
33,37.5316223,126.9706657,3220000,322000001320140002,20140611,,1,영업/정상,0,정상,,,,,6201-3341,,,경기도 성남시 중원구 상대원동 119번지 POBA 강남타워 7층 8층 ,서울특별시 강남구 학동로 343 (논현동 POBA 강남타워 7층 8층),6060.0,지이헬스케어코리아(주),20170808092610,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
34,37.4871856,127.1026541,3220000,322000001320160001,20161109,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 수서동 724번지 로즈데일오피스텔 1612호,서울특별시 강남구 광평로 280 1612호 (수서동 로즈데일오피스텔),6367.0,강화메디테크,20161108222923,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
35,37.499294,127.0331883,3220000,322000001320170001,20170817,,1,영업/정상,0,정상,,,,,02-527-5358,,,서울특별시 강남구 역삼동 735번지 15층 ,서울특별시 강남구 테헤란로 132 15층 (역삼동 한독약품빌딩),6235.0,(주)한독,20170817094903,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
36,37.466266,127.1167873,3220000,322000001320180001,20180427,,1,영업/정상,0,정상,,,,,,146.88,,서울특별시 강남구 세곡동 433-2번지 ,서울특별시 강남구 헌릉로569길 52-23 (세곡동),6376.0,주식회사 레이투테크,20180427162156,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
37,37.4973823,127.0315957,3220000,322000001320180002,20180508,,1,영업/정상,0,정상,,,,,070-8871-8877,,,서울특별시 강남구 역삼동 824-29번지 225호,서울특별시 강남구 테헤란로8길 22 화인빌딩 225호 (역삼동),6233.0,클라이네독,20180508162649,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
38,37.5079381,127.0450967,3220000,322000001320180003,20180508,,1,영업/정상,0,정상,,,,,02-6339-1800,,,서울특별시 강남구 역삼동 683-34번지 새롬빌딩 2층 ,서울특별시 강남구 선릉로 551 새롬빌딩 2층 (역삼동),6145.0,주식회사 핏펫,20180508165119,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
39,37.5320974,126.860238,3150000,315000001320200001,20200612,,1,영업/정상,0,정상,,,,,,,,서울특별시 강서구 화곡동 799-10번지 2-3호,서울특별시 강서구 곰달래로 245 (화곡동),7741.0,한스테크,20200612183301,I,2019-12-05 23:04:00.0,,,,,,
40,37.5034563,127.0518801,3220000,322000001320210011,20210906,,1,영업/정상,0,정상,,,,,02-1544-9667,,,서울특별시 강남구 삼성동 ***-**,서울특별시 강남구 선릉로**길 ** *층 (삼성동),6160.0,주식회사 봄프렌즈,20210906092223,I,2020-12-09 00:08:00.0,,,,,,
41,37.5104281,127.1127462,3230000,323000001320210003,20210120,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 방이동 110 송암빌딩,서울특별시 송파구 백제고분로 446 송암빌딩 306호 (방이동),5641.0,강윤글로벌,20210120111729,I,2020-11-30 22:02:00.0,,,,,,
42,37.4945588,127.0357472,3220000,322000001320180004,20180608,,1,영업/정상,0,정상,,,,,02-569-4620,,,서울특별시 강남구 역삼동 789-4번지 영빌딩 ,서울특별시 강남구 역삼로 150 영빌딩 (역삼동),6249.0,폴리파크 역삼점,20180608135330,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
43,37.5260757,127.0407033,3220000,322000001320200002,20200328,,1,영업/정상,0,정상,,,,,,,,서울특별시 강남구 청담동 84-14번지 ,서울특별시 강남구 도산대로55길 37 피지에스빌딩 3층 (청담동),6014.0,주식회사 키베이직,20200330135609,I,2020-04-01 00:23:21.0,,동물용의료용구판매업,,,L00,
44,36.12707109999999,-79.86071799999999,3220000,322000001319970001,19970524,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 강남구 삼성동 166-3번지 경인빌딩 204호 ,,,대선메디칼상사,20070725111829,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
45,36.12707109999999,-79.86071799999999,3220000,322000001320000001,20000318,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 강남구 대치동 1001-4번지 소남빌딩 1층 ,,,일천상역(주),20070725112221,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
46,37.5923452,127.0880574,3060000,306000001320210001,20210118,,1,영업/정상,0,정상,,,,,,,,서울특별시 중랑구 면목동 91-36 202호,서울특별시 중랑구 봉우재로36길 12 202호 (면목동),2155.0,이번쭈,20210118163625,I,2020-11-30 22:00:00.0,,,,,,
47,37.5093771,127.089127,3230000,323000001320210004,20210120,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 잠실동 35 트리지움,서울특별시 송파구 잠실로 62 310동 901호 (잠실동 트리지움),5555.0,마일드마켓,20210120113509,I,2020-11-30 22:02:00.0,,,,,,
48,36.12707109999999,-79.86071799999999,3220000,322000001320020001,20020207,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 강남구 역삼동 726-1번지 근도빌 4층 ,,,(주)소프트바이오기술,20070725112053,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
49,36.12707109999999,-79.86071799999999,3220000,322000001319890001,19890218,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 강남구 역삼동 831번지 해천빌딩 305호 ,,,(주)우성과학,20070725110850,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
50,36.12707109999999,-79.86071799999999,3220000,322000001319950001,19950607,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0.0,,서울특별시 강남구 포이동 214-4번지 삼환빌딩 202호 ,,,동진상사,20070725111354,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
51,37.4856863,127.1302903,3230000,323000001320190012,20191209,,1,영업/정상,0,정상,,,,,02-3400-0950,,,서울특별시 송파구 문정동 644번지 문정현대지식산업센터1-1 ,서울특별시 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 410호 (문정동),5836.0,(주)알에스피글로벌,20191209130245,I,2019-12-11 00:23:26.0,,동물용의료용구판매업,,,000,
52,37.5119579,127.1164461,3230000,323000001320190013,20191212,,1,영업/정상,0,정상,,,,,02-471-0773,,,서울특별시 송파구 방이동 144-10번지 두레빌딩 ,서울특별시 송파구 위례성대로6길 40 두레빌딩 102호 (방이동),5632.0,잠실의료기,20191212091907,I,2019-12-14 00:23:26.0,,동물용의료용구판매업,,,000,
53,37.5050005,127.0882544,3230000,323000001320190011,20191001,,1,영업/정상,0,정상,,,,,02-2240-5259,,,서울특별시 송파구 잠실동 250-8번지 유니메드빌딩 ,서울특별시 송파구 삼전로 69 유니메드빌딩 5층 (잠실동),5567.0,유니메드제약(주),20191001132058,I,2019-10-03 02:22:41.0,,동물용의료용구판매업,,,000,
54,37.4941097,127.0106092,3230000,323000001320190008,20190823,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 (문정동),5854.0,상정상사(주),20190823173537,I,2019-08-25 02:22:10.0,,동물용의료용구판매업,,,000,
55,37.4942962,127.120541,3230000,323000001320190009,20190918,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 가락동 79-5번지 밀리아나2차오피스텔 ,서울특별시 송파구 송파대로28길 24 밀리아나2차오피스텔 408호 (가락동),5718.0,주식회사 경쓰,20191209112616,U,2019-12-11 02:40:00.0,,동물용의료용구판매업,,,000,
56,37.5113497,127.1236513,3230000,323000001320190010,20190918,,1,영업/정상,0,정상,,,,,02-555-0444,,,서울특별시 송파구 방이동 193-17번지 광진빌딩 ,서울특별시 송파구 양재대로71길 30-1 광진빌딩 201호 (방이동),5637.0,엠케이(MK)물류,20190918180222,I,2019-09-20 02:22:31.0,,동물용의료용구판매업,,,000,
57,37.537144,127.1195673,3230000,323000001320190007,20190527,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 풍납동 142-42번지 101호,서울특별시 송파구 바람드리16길 5 (풍납동),5518.0,제이페이버,20190527164144,I,2019-05-29 02:20:57.0,,동물용의료용구판매업,,,000,
58,37.497407,127.1270681,3230000,323000001320190006,20190422,,1,영업/정상,0,정상,,,,,02-485-2727,,,서울특별시 송파구 오금동 5-5번지 혜암빌딩 ,서울특별시 송파구 중대로 317-10 혜암빌딩 (오금동),5654.0,워크앤런,20190422111415,I,2019-04-24 02:20:29.0,,동물용의료용구판매업,,,000,
59,37.5027949,127.0925158,3230000,323000001320190005,20190315,,1,영업/정상,0,정상,,,,,02-466-2526,,,서울특별시 송파구 삼전동 28-22번지 두레빌딩 ,서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동),5581.0,애견용품할인매장 도그버디 삼전점,20190320100029,U,2019-03-22 02:40:00.0,,동물용의료용구판매업,,,L00,
60,37.508384,127.086199,3230000,323000001320190001,20190314,,1,영업/정상,0,정상,,,,,02-3432-0909,,,서울특별시 송파구 잠실동 210-47번지 ,서울특별시 송파구 석촌호수로12길 1-18 1층 (잠실동),5564.0,애완용품할인매장 도그버디-잠실점,20190320093501,U,2019-03-22 02:40:00.0,,동물용의료용구판매업,,,L00,
61,37.5027949,127.0925158,3230000,323000001320190002,20190314,,1,영업/정상,0,정상,,,,,02-466-2526,,,서울특별시 송파구 삼전동 28-22번지 두레빌딩 ,서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동),5581.0,애완용품할인매장 도그버디-삼전점,20190320094233,U,2019-03-22 02:40:00.0,,동물용의료용구판매업,,,L00,
62,37.5102112,127.1172268,3230000,323000001320190003,20190314,,1,영업/정상,0,정상,,,,,02-408-8684,,,서울특별시 송파구 방이동 123번지 ,서울특별시 송파구 백제고분로48길 40 (방이동),5643.0,애완용품할인매장 도그버디-방이점,20190314134529,I,2019-03-16 02:21:52.0,,동물용의료용구판매업,,,L00,
63,37.5102112,127.1172268,3230000,323000001320190004,20190314,,1,영업/정상,0,정상,,,,,02-408-8684,,,서울특별시 송파구 방이동 123번지 ,서울특별시 송파구 백제고분로48길 40 (방이동),5643.0,애완용품할인매장 도그버디-방이점,20190314134538,I,2019-03-16 02:21:52.0,,동물용의료용구판매업,,,000,
64,37.51812839999999,126.9070089,3160000,316000001320210004,20210121,,1,영업/정상,0,정상,,,,,028320310,0.0,,서울특별시 구로구 고척동 172-35 리케이빌딩,서울특별시 구로구 경서로 81 리케이빌딩 (고척동),8228.0,(주)리케이,20210121170456,I,2020-11-30 22:03:00.0,,,,,,
65,37.5093771,127.089127,3230000,323000001319980001,19980114,,1,영업/정상,0,정상,,,,,420-9983,0.0,,,서울특별시 송파구 오금로 523 339동 28층 1호 (거여동 트리지움),5768.0,(주)서광라보텍,20150731132719,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
66,37.5007959,127.147566,3230000,323000001320180003,20180629,,1,영업/정상,0,정상,,,,,02-400-9961,,,서울특별시 송파구 마천동 40-9번지 대우빌딩 3층 ,서울특별시 송파구 거마로 89 대우빌딩 3층 (마천동),5734.0,주식회사 헬로,20180629092306,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
67,37.4850892,127.1332182,3230000,323000001320180001,20180604,,1,영업/정상,0,정상,,,,,02-400-0500,54.97,,서울특별시 송파구 장지동 894번지 위례아이파크 1층 상가-3동 C-113호,서울특별시 송파구 위례광장로 136 상가-3동 1층 C-113호 (장지동 위례아이파크),5852.0,기프트 펫,20180604092521,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
68,37.499159,127.1008847,3230000,323000001320040001,20040219,,1,영업/정상,0,정상,,,,,424-6516,0.0,,,서울특별시 송파구 가락로 41 403호 (석촌동 우암빌딩),5691.0,세진교역,20150731131210,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
69,37.4775761,127.125043,3230000,323000001320110001,20110105,,1,영업/정상,0,정상,,,,,0221576667,45.36,,서울특별시 송파구 문정동 634번지 ,서울특별시 송파구 충민로 66 에프-80098010호 (문정동 가든파이브라이프),5838.0,주식회사 명인메디텍,20170508172801,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
70,37.5043252,127.0953916,3230000,323000001320010001,20010814,,1,영업/정상,0,정상,,,,,421-6120,0.0,,서울특별시 송파구 삼전동 116-16번지 3층 ,서울특별시 송파구 백제고분로31길 19 (삼전동3층),,(주)동광메디텍,20150731133040,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
71,37.4775761,127.125043,3230000,323000001320130001,20130110,,1,영업/정상,0,정상,,,,,02-451-7575,,,,서울특별시 송파구 충민로 66 T7141호 (문정동 가든파이브라이프테크노관),5838.0,(주)바이오라이트,20150731132321,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
72,37.5352071,127.1152746,3230000,323000001320130002,20130225,,1,영업/정상,0,정상,,,,,418-3632,56.19,,,서울특별시 송파구 풍성로5길 6 2층 1호 (풍납동),5523.0,대한의료인메디컬지원센터,20150731131315,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
73,37.4775761,127.125043,3230000,323000001320130003,20130404,,1,영업/정상,0,정상,,,,,2157-6667,,,,서울특별시 송파구 충민로 66 T동 8층 8020호 (문정동 가든파이브라이프테크노관),5838.0,씨앤지,20150731131839,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,000,
74,37.5009452,127.0361278,3220000,322000001320210012,20210906,,1,영업/정상,0,정상,,,,,070-4652-5396,,,서울특별시 강남구 역삼동 ***-** 역삼하이츠빌딩,서울특별시 강남구 테헤란로 *** 역삼하이츠빌딩 지하*층 (역삼동),6132.0,주식회사 어바웃펫,20210906094015,I,2020-12-09 00:08:00.0,,,,,,
75,37.4941097,127.0106092,3230000,323000001320150003,20151120,,1,영업/정상,0,정상,,,,,02-532-5526,,,서울특별시 송파구 문정동 645번지 에이치비지니스파크 ,서울특별시 송파구 법원로11길 25 에이치비지니스파크 A동 지하층 122호 (문정동),5836.0,히포사이언스,20190501105700,U,2019-05-03 02:40:00.0,,동물용의료용구판매업,,,000,
76,37.4775761,127.125043,3230000,323000001320170002,20170227,,1,영업/정상,0,정상,,,,,0234000203,22.64,,서울특별시 송파구 문정동 634번지 ,서울특별시 송파구 충민로 66 제지2층 FB2073호 (문정동 가든파이브라이프),5838.0,주식회사 코리아젠,20170228135815,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
77,37.5142656,127.1004868,3230000,323000001320180002,20180604,,1,영업/정상,0,정상,,,,,02-2145-8000,,,서울특별시 송파구 신천동 7-18번지 롯데캐슬골드 6층 ,서울특별시 송파구 올림픽로 269 6층 (신천동 롯데캐슬골드),5510.0,롯데쇼핑(주) 롯데마트사업본부,20180604171641,I,2018-08-31 23:59:59.0,,동물용의료용구판매업,,,L00,
78,37.4873503,126.991276,3210000,321000001320200001,20200421,,1,영업/정상,0,정상,,,,,,,,서울특별시 서초구 방배동 871-6번지 대경빌딩,서울특별시 서초구 서초대로15길 8-22 대경빌딩 3층 (방배동),6571.0,작은형아 코퍼레이션,20200603161752,U,2019-12-06 00:05:00.0,,,,,,
79,37.5329614,127.1474639,3240000,324000001320160001,20161027,,1,영업/정상,0,정상,,,,,0234318040,47.0,,서울특별시 강동구 둔촌동 617-4,서울특별시 강동구 동남로49길 46-17 (둔촌동),5366.0,기가메디칼,20200625111232,U,2019-12-05 22:07:00.0,,,,,,
80,37.4775761,127.125043,3230000,323000001320200001,20200519,,1,영업/정상,0,정상,,,,,,,,서울특별시 송파구 문정동 634번지 가든파이브라이프,서울특별시 송파구 충민로 66 가든파이브라이프 T동 8089호 (문정동),5838.0,(주)다우진유전자 연구소,20200605143812,U,2019-12-06 00:07:00.0,,,,,,
81,37.504631,127.0224878,3210000,321000001320170002,20170906,,1,영업/정상,0,정상,,,,,02-417-3002,,,서울특별시 서초구 반포동 739-32번지 제이디 빌딩,서울특별시 서초구 강남대로79길 32 제이디 빌딩 3층 (반포동),6542.0,(주)펫닥,20200605101954,U,2019-12-06 00:07:00.0,,,,,,
