,위도,경도,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
37,37.6908258,127.0441986,3090000,309000003420020001,20120501,,1,영업/정상,0,정상,,,,,02-2091-3296,0.0,,서울특별시 도봉구 도봉동 ,서울특별시 도봉구 도봉로 969 (도봉동),,도봉 음식물중간처리장,20171124132012,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,O00,
38,37.6078982,127.0089661,3070000,307000003420180002,20180709,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 성북구 정릉동 383-98 2층,서울특별시 성북구 보국문로11길 21-16 2층 (정릉동),2710.0,뚱이하우스,20201215114114,U,2019-11-01 23:07:00.0,단미,,,,,
39,37.5619185,126.826919,3150000,315000003420210003,20210225,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 마곡동 759-1 두산더랜드타워,서울특별시 강서구 마곡서로 152 두산더랜드타워 A동 205호 (마곡동),7788.0,댕고깐,20210225152133,I,2020-12-01 22:07:00.0,단미,,,,,
40,37.6864633,127.0414541,3090000,309000003420110001,20110628,,1,영업/정상,0,정상,,,,,02-3493-2752,0.0,,서울특별시 도봉구 도봉동 555번지 가든아파트 지하상가 8호,서울특별시 도봉구 도봉산길 35 상가동 지하층 8호 (도봉동 가든아파트),1302.0,펫스타일(Petstyle),20180123132517,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
41,37.6771098,127.0453484,3090000,309000003420190001,20190520,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 도봉구 도봉동 92-62번지 ,서울특별시 도봉구 도봉로152가길 172 (도봉동),1322.0,허그루독 핸드메이드(HUGLU DOG HANDMADE),20190520112331,I,2019-05-22 02:20:52.0,단미,사료제조업,단미,,000,
42,37.672335,127.0419176,3090000,309000003420200001,20200408,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 도봉구 도봉동 624-70번지 삼성스타빌 ,서울특별시 도봉구 도봉로156길 23-2 (도봉동 삼성스타빌),1327.0,수다컴퍼니스(주),20200508094351,U,2020-05-10 02:40:00.0,단미,사료제조업,단미,,000,
43,37.5079559,127.0981246,3230000,323000003420160001,20160519,,1,영업/정상,0,정상,,,,,,0.0,,,서울특별시 송파구 백제고분로28길 33 (삼전동),5597.0,키친반,20160519134859,I,2018-08-31 23:59:59.0,배합,사료제조업,배합,,000,
44,37.6677865,127.0812704,3100000,310000003420140002,20140502,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 상계동 1293번지 불암대림@상가 110호,서울특별시 노원구 덕릉로118길 29 110호 (상계동 불암대림@상가),1646.0,요미브런치,20140502142928,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
45,37.6650573,127.0664694,3100000,310000003420130001,20130423,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 상계동 456-130번지 ,서울특별시 노원구 한글비석로52길 14 (상계동),1655.0,멍멍까까,20130423162230,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
46,37.6570567,127.0779902,3100000,310000003420200002,20200226,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 중계동 369-7번지 주공2단지아파트 ,서울특별시 노원구 한글비석로 332 주공2단지아파트 2층 209호 (중계동),1718.0,포포네 간식(POPO' SNACK),20200226132209,I,2020-02-28 00:23:23.0,단미,사료제조업,단미,,000,
47,37.6376218,127.0823116,3100000,310000003420180001,20181212,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 공릉동 617-2번지 2층 ,서울특별시 노원구 동일로 1002 2층 (공릉동),1849.0,밤시(BAMSI),20181212140125,I,2018-12-14 02:20:16.0,단미,사료제조업,단미,,000,
48,37.6645964,127.0659836,3100000,310000003420170002,20170424,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 상계동 154-6번지 ,서울특별시 노원구 한글비석로24나길 52 3층 (상계동 예지미술학원),1667.0,구떼드맘멍,20170424103934,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
49,37.646776,127.059654,3100000,310000003420160002,20160912,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 상계동 766-1번지 ,서울특별시 노원구 덕릉로 459-14 상가동 2층 206호 (상계동 상계미도우편취급소),1769.0,도그빠,20160912153758,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
50,37.50673159999999,127.139363,3230000,323000003420210005,20210906,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 송파구 오금동 120-7,서울특별시 송파구 동남로 318 101호 (오금동),5730.0,킴스 펫클리닉,20210906155438,I,2020-12-09 00:08:00.0,배합,,,,,
51,37.6340941,126.9176302,3110000,311000003420180003,20180314,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 은평구 진관동 100번지 은평헤스티아 1차 104호,서울특별시 은평구 통일로 1030 은평헤스티아 1차 104호 (진관동),3311.0,브루클린페트컴퍼니 주식회사,20200508181140,U,2020-05-10 02:40:00.0,단미,사료제조업,단미,,L00,
52,37.60286290000001,126.9204849,3110000,311000003420180001,20180110,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 은평구 역촌동 28-78번지 B1호,서울특별시 은평구 진흥로5길 4-1 B1층 (역촌동),3405.0,먹고노는 석구네,20180306140951,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
53,37.585682,126.9091039,3110000,311000003420140001,20140106,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 은평구 증산동 191-13번지 1층 ,서울특별시 은평구 증산서길 113-1 (증산동 1층),3496.0,펫콩달콩,20140106171024,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
54,37.6522545,127.0304855,3090000,309000003420210005,20210913,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 도봉구 쌍문동 381-23,서울특별시 도봉구 우이천로 333 1층층 (쌍문동),1451.0,몽스낵,20210913105851,I,2020-12-08 23:05:00.0,단미,,,,,
55,37.5874756,126.9146696,3110000,311000003420200001,20200407,,1,영업/정상,0,정상,,,,,02-6012-3392,0.0,,서울특별시 은평구 응암동 595-34번지 하림빌딩 ,서울특별시 은평구 응암로9길 15 하림빌딩(지하) (응암동),3485.0,주식회사 태방푸드,20200409163622,U,2020-04-11 02:40:00.0,단미,사료제조업,단미,,000,
56,37.659053,127.0726521,3100000,310000003420200001,20200210,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 노원구 중계동 584-1 삼창타워프라자 지하 1층 40호,서울특별시 노원구 한글비석로 383 삼창타워프라자 지하 1층 40호 (중계동),1699.0,다니맘,20210602162016,U,2020-12-06 00:04:00.0,단미,,,,,
57,37.5784796,126.899544,3110000,311000003420130001,20130701,,1,영업/정상,0,정상,,,,,02-308-8494,0.0,,서울특별시 은평구 수색동 37-38번지 408호,서울특별시 은평구 수색로 217-1 408호 (수색동),3505.0,디지탈디자인(INTERZOO),20150807162508,I,2018-08-31 23:59:59.0,배합,사료제조업,배합,,000,
58,37.5691523,126.9128992,3120000,312000003420180001,20180209,,1,영업/정상,0,정상,,,,,07088389997,0.0,,서울특별시 서대문구 남가좌동 296-13번지 가좌행복주택 복합커뮤니티센터 ,서울특별시 서대문구 수색로 43 가좌행복주택 복합커뮤니티센터 임대상가커뮤니티동 106호 (남가좌동),3715.0,(주)다정한마켓,20180209164718,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,L00,
59,37.5856431,126.9462859,3120000,312000003420170002,20170522,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 서대문구 홍제동 155-6번지 ,서울특별시 서대문구 모래내로 464 105호 (홍제동),3729.0,애나벨리,20170529163323,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
60,37.5634072,126.9678126,3120000,312000003420200001,20200221,,1,영업/정상,0,정상,,,,,02-363-9567,0.0,,서울특별시 서대문구 미근동 196번지 무궁화고등기술학교 ,서울특별시 서대문구 통일로 105 무궁화고등기술학교 1층 (미근동),3739.0,클레어스,20200221174836,I,2020-02-23 00:23:23.0,단미,사료제조업,단미,,000,
61,37.5634072,126.9678126,3120000,312000003420200002,20200221,,1,영업/정상,0,정상,,,,,02-363-9567,0.0,,서울특별시 서대문구 미근동 196번지 무궁화고등기술학교 ,서울특별시 서대문구 통일로 105 무궁화고등기술학교 1층 (미근동),3739.0,클레어스,20200221174853,I,2020-02-23 00:23:23.0,단미,사료제조업,단미,,000,
62,37.5522449,126.9471389,3130000,313000003420150001,20150327,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 염리동 30-1번지 ,서울특별시 마포구 숭문12길 11 (염리동),4125.0,포더펫,20150327095521,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
63,37.5742419,126.8899001,3130000,313000003420150003,20150430,,1,영업/정상,0,정상,,,,,02 359 3863,0.0,,서울특별시 마포구 상암동 1640번지 ,서울특별시 마포구 매봉산로 18 411호 (상암동 마포비즈프라자411호),3911.0,(주)구펍(GUPUP),20150903141528,I,2018-08-31 23:59:59.0,보조,사료제조업,보조,,L00,
64,37.5802557,126.8806845,3130000,313000003420160001,20160111,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 상암동 1680번지 ,서울특별시 마포구 월드컵로42길 40 1층 116호 (상암동 상암근린상가),3905.0,도기부기,20160111143412,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
65,37.5586456,126.9061712,3130000,313000003420160002,20160624,,1,영업/정상,0,정상,,,,,,0.0,,,서울특별시 마포구 월드컵로25길 26 1층 1-43-1호 (망원동 마포영화블렌하임),3964.0,개들의 만찬,20160624094154,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
66,37.4729701,126.8832226,6110000,611000050220210046,20210909,,1,영업/정상,0,정상,,,,,,,,서울특별시 금천구 가산동  345번지 24호 가산아이에스비즈타워 801호,서울특별시 금천구 가산디지털1로 75-24 가산아이에스비즈타워 801호(가산동),8589.0,주식회사 이프라임스,20210909105836,I,2020-12-08 23:01:00.0,사료제조업(수입),,,,,
67,37.5742419,126.8899001,3130000,313000003420170003,20170314,,1,영업/정상,0,정상,,,,,,0.0,,,서울특별시 마포구 매봉산로 18 411호 (상암동 마포창업복지관),3911.0,(주)구펍,20170314154145,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,L00,
68,37.5534541,126.9059092,3130000,313000003420180001,20180105,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 망원동 395-17번지 ,서울특별시 마포구 포은로 71 1층 (망원동),4017.0,그냥점례,20180105101556,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
69,37.5485731,126.9427872,3130000,313000003420180007,20181012,,1,영업/정상,0,정상,,,,,02-707-1098,0.0,,서울특별시 마포구 대흥동 160-1번지 대흥동새마을금고 ,서울특별시 마포구 대흥로 100 대흥동새마을금고 2층 (대흥동),4136.0,릴리펫,20181012090407,U,2018-10-12 23:59:59.0,배합,사료제조업,배합,,000,
70,37.55078530000001,126.9073719,3130000,313000003420200001,20200113,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 합정동 438-11번지 ,서울특별시 마포구 포은로 37 1층 (합정동),4020.0,멍이방앗간,20200113102416,I,2020-01-15 00:23:25.0,단미,사료제조업,단미,,000,
71,37.5622549,126.9265687,3130000,313000003420200002,20200305,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 연남동 227-16번지 ,서울특별시 마포구 동교로46길 33 1층 D호 (연남동),3982.0,피드미,20200305183152,I,2020-03-07 00:23:22.0,단미,사료제조업,단미,,000,
72,37.5530782,126.9585238,3130000,313000003420200003,20200325,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 아현동 801번지 공덕자이아파트 상가 ,서울특별시 마포구 마포대로24길 4 공덕자이아파트 상가 108호 (아현동),4202.0,Honey Mocha(허니모카),20200325132144,I,2020-03-27 00:23:21.0,단미,사료제조업,단미,,000,
73,37.5742419,126.8899001,3130000,313000003420150002,20150430,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 상암동 1640번지 ,서울특별시 마포구 매봉산로 18 411호호 (상암동 마포비즈프라자),3911.0,구펍(GUPUP),20150430160655,I,2018-08-31 23:59:59.0,보조,사료제조업,보조,,000,
74,37.5501491,126.9069806,3130000,313000003420130001,20131104,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 합정동 445-9번지 ,서울특별시 마포구 희우정로 35 (합정동),4019.0,요리독,20131104143932,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
75,37.5742419,126.8899001,3130000,313000003420110001,20111118,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 마포구 상암동 1640 마포비지니스센터 511호,서울특별시 마포구 매봉산로 18 (상암동),,(주)허브앤클러스터,20201105083210,U,2019-11-01 00:07:00.0,단미,,,,,
76,37.5210215,126.8616951,3140000,314000003420140002,20140808,,2,휴업,1,휴업,,20200519.0,,,,0.0,,서울특별시 양천구 신정동 1015-18번지 에이동 2층 ,서울특별시 양천구 은행정로4길 16 에이동 2층 (신정동),8087.0,개버랜드,20200519165128,U,2020-05-21 02:40:00.0,단미,사료제조업,단미,,000,
77,36.12707109999999,-79.86071799999999,3140000,314000003420010001,20010120,,1,영업/정상,0,정상,,,,,,,,서울특별시 양천구 신월동 994-9번지 ,,,운석식품(주),20110819103951,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,L00,
78,37.5647164,126.9197532,3130000,313000003420210009,20210917,,1,영업/정상,0,정상,,,,,070-4455-8200,0.0,,서울특별시 마포구 연남동 361-16 유일해리지움,서울특별시 마포구 연남로 89 101동 101호 (연남동 유일해리지움),3975.0,(주)피랩파트너스,20210917163020,I,2020-12-08 23:09:00.0,배합,,,,,
79,37.5563256,126.8174929,3150000,315000003420190003,20190711,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 공항동 1344-3번지 서광빌딩 ,서울특별시 강서구 방화대로8길 16 서광빌딩 1층 (공항동),7645.0,마이댕댕,20190711152053,I,2019-07-13 02:21:44.0,단미,사료제조업,단미,,000,
80,37.5408132,126.8364841,3150000,315000003420180005,20181213,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 화곡동 1067-20번지 삼정빌딩 ,서울특별시 강서구 화곡로 133 삼정빌딩 4층 (화곡동),7712.0,푸드폴멍,20181213103114,I,2018-12-15 02:20:16.0,단미,사료제조업,단미,,000,
81,37.5471028,126.8338064,3150000,315000003420180003,20180509,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 화곡동 1009-15번지 101호,서울특별시 강서구 강서로43길 42 101호 (화곡동),7705.0,비에스바이오,20180509090635,I,2018-08-31 23:59:59.0,보조,사료제조업,보조,,000,
82,37.55064,126.8472739,3150000,315000003420180002,20180312,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 화곡동 989-6번지 ,서울특별시 강서구 화곡로51길 18 1층 (화곡동),7688.0,다니맘,20180312101145,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
83,37.5764888,126.8307466,3150000,315000003420180001,20180119,,1,영업/정상,0,정상,,,,,,0.0,,서울특별시 강서구 마곡동 776-2번지 마곡센트럴대방디엠시티오피스텔 219호,서울특별시 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 219호 (마곡동),7791.0,왓더독(What The DOK),20180423165650,I,2018-08-31 23:59:59.0,단미,사료제조업,단미,,000,
