개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원
3200000,3.2E+17,20200805,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 봉천동 893-5,서울특별시 관악구 남부순환로 1775 3층 301호 (봉천동),8758,피에스타,2.02008E+13,I,2019.12.8 0:07,,195283.2668,442213.2228,,,,,
3200000,3.2E+17,20200805,,1,영업/정상,0,정상,,,,,02-3281-0362,0,,서울특별시 관악구 신림동 504-5,서울특별시 관악구 조원로 128 지층 B101호 (신림동),8762,두리디엠 (미스미스터펫),2.02008E+13,I,2019.12.8 0:07,,192556.1886,442554.9316,,,,,
3230000,3.23E+17,20200805,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 잠실동 188-12,서울특별시 송파구 백제고분로9길 35 (잠실동),5560,캣통령 잠실점,2.02008E+13,I,2019.12.8 0:07,,207269.2405,445296.1224,,,,,
3160000,3.16E+17,20180917,,1,영업/정상,0,정상,,,,,226123232,0,,서울특별시 구로구 오류동 33-1 예성라온팰리스 103동 101호,서울특별시 구로구 경인로 236 예성라온팰리스 103동 101호 (오류동),8270,오류동물병원,2.02008E+13,U,2019.12.8 0:07,,186366.485,443886.0722,,,,,
3210000,3.21E+17,20200814,,1,영업/정상,0,정상,,,,,02-577-7559,0,,서울특별시 서초구 우면동 755 서초디벨리움,서울특별시 서초구 양재대로2길 100-48 서초디벨리움 1층 105호 (우면동),6767,미독스,2.02008E+13,I,2019.12.7 23:06,,201290.205,439400.9741,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 묵동 77-33 봉화빌딩,서울특별시 중랑구 공릉로12나길 12 103호 (묵동 봉화빌딩),2031,STAR DOG,2.02008E+13,I,2019.12.7 22:08,,207106.8519,457150.3052,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 면목동 172-112,서울특별시 중랑구 동일로91길 10 1층 (면목동),2232,댕댕살롱,2.02008E+13,I,2019.12.7 22:08,,206916.6728,453418.2549,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 면목동 172-112,서울특별시 중랑구 동일로91길 10 1층 (면목동),2232,댕댕살롱,2.02008E+13,I,2019.12.7 22:08,,206916.6728,453418.2549,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 신내동 317-6,서울특별시 중랑구 신내로16길 76 107호 (신내동),2053,내안에너있DOG,2.02008E+13,I,2019.12.7 22:08,,208768.6285,456722.5584,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 신내동 317-6,서울특별시 중랑구 신내로16길 76 107호 (신내동),2053,내안에너있DOG,2.02008E+13,I,2019.12.7 22:08,,208768.6285,456722.5584,,,,,
3100000,3.1E+17,20200610,,1,영업/정상,0,정상,,,,,,0,,서울특별시 노원구 월계동 320-11 월계사슴3단지아파트,서울특별시 노원구 월계로55길 15 301동 8층 807호 (월계동 월계사슴3단지아파트),1865,멍타펫택시,2.02007E+13,U,2019.12.7 0:09,,205199.0491,458821.0085,,,,,
3100000,3.1E+17,20191104,,3,폐업,2,폐업,20200707,,,,02-3392-4756,0,,서울특별시 노원구 상계동 456-51,서울특별시 노원구 노원로34길 116 1층 (상계동),1679,러브펫 멀티펫샵&amp;동물병원,2.02007E+13,U,2019.12.7 0:09,,205783.2663,462416.1926,,,,,
3100000,3.1E+17,20191104,,3,폐업,2,폐업,20200707,,,,02-3392-4756,0,,서울특별시 노원구 상계동 456-51,서울특별시 노원구 노원로34길 116 1층 (상계동),1679,러브펫 멀티펫샵&amp;동물병원,2.02007E+13,U,2019.12.7 0:09,,205783.2663,462416.1926,,,,,
3150000,3.15E+17,20210628,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강서구 등촌동 514-9,서울특별시 강서구 등촌로39길 19 2층 (등촌동),7668,뽀도독,2.02106E+13,I,2020.12.5 21:00,,187656.601,449270.9931,,,,,
3210000,3.21E+17,20200731,,1,영업/정상,0,정상,,,,,,0,,서울특별시 서초구 방배동 727-3,서울특별시 서초구 사평대로6길 7 예림빌딩 3층 (방배동),6575,LAONHAJE(라온하제),2.02106E+13,U,2020.12.5 21:00,,199126.0347,443951.7588,,,,,
3210000,3.21E+17,20180921,,3,폐업,2,폐업,20210628,,,,,0,,서울특별시 서초구 방배동 790-16,서울특별시 서초구 방배중앙로 141-2 2층 (방배동),6560,그루밍캣방배점,2.02106E+13,U,2020.12.5 21:00,,198749.4477,443287.3121,,,,,
3140000,3.14E+17,20200806,,1,영업/정상,0,정상,,,,,226928255,0,,서울특별시 양천구 신월동 546-25,서울특별시 양천구 신월로 149 1층 (신월동),8032,파란동물병원,2.02008E+13,I,2019.12.8 0:08,,185810.0659,446160.8663,,,,,
3220000,3.22E+17,20190404,,1,영업/정상,0,정상,,,,,02-6053-6052,0,,서울특별시 강남구 일원동 719 푸른마을아파트 상가동 102호,서울특별시 강남구 일원로14길 25 상가동 102호 (일원동 푸른마을아파트),6356,수정동물병원,2.02008E+13,U,2019.12.8 0:08,,207082.8529,442411.5001,,,,,
3220000,3.22E+17,20190404,,1,영업/정상,0,정상,,,,,02-6053-6052,0,,서울특별시 강남구 일원동 719 푸른마을아파트 상가동 102호,서울특별시 강남구 일원로14길 25 상가동 102호 (일원동 푸른마을아파트),6356,수정동물병원,2.02008E+13,U,2019.12.8 0:08,,207082.8529,442411.5001,,,,,
3070000,3.07E+17,20200806,,1,영업/정상,0,정상,,,,,02-988-0416,0,,서울특별시 성북구 길음동 498-1 래미안길음센터피스,서울특별시 성북구 숭인로 50 1상가동 1층 1120호 (길음동 래미안길음센터피스),2727,낭만고양이 성북점,2.02008E+13,U,2019.12.7 23:04,,202363.5735,456453.5292,,,,,
3060000,3.06E+17,20200826,,1,영업/정상,0,정상,,,,,,0,,서울특별시 중랑구 신내동 317-6,서울특별시 중랑구 신내로16길 76 107호 (신내동),2053,내안에너있DOG,2.02008E+13,I,2019.12.7 22:08,,208768.6285,456722.5584,,,,,
3230000,3.23E+17,20200831,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 문정동 620 송파 푸르지오시티,서울특별시 송파구 새말로 62 송파 푸르지오시티 2층 216호 (문정동),5841,제이온 펫트리밍,2.02008E+13,I,2019.12.9 0:02,,210654.5062,442070.5757,,,,,
3130000,3.13E+17,20200130,,3,폐업,2,폐업,20200828,,,,070-7543-2256,0,,서울특별시 마포구 서교동 364-1,서울특별시 마포구 와우산로21길 21 4층 (서교동),4041,땡스어라이크,2.02008E+13,U,2019.12.9 0:02,,193098.75,449999.4007,,,,,
3230000,3.23E+17,20110701,,1,영업/정상,0,정상,,,,,070-8870-8245,0,,서울특별시 송파구 문정동 *** 가든파이브툴 지하*층,서울특별시 송파구 충민로 ** 지하*층 (문정동 가든파이브툴),5840,몰리스펫샵 코리아퍼피 가든점,2.02107E+13,U,2020.12.6 22:04,,210480.282,441833.1632,,,,,
3200000,3.2E+17,20180914,,3,폐업,2,폐업,20200603,,,,02-887-1575,0,,서울특별시 관악구 신림동 10-631번지 1층,서울특별시 관악구 남부순환로 1678 1층 (신림동),8780,이로동물병원,2.02006E+13,U,2019.12.6 0:05,,194342.2638,442448.5633,,,,,
3200000,3.2E+17,20180814,,1,영업/정상,0,정상,,,,,02-874-3535,0,,서울특별시 관악구 봉천동 961-15번지 1층,서울특별시 관악구 남부순환로191길 10 1층 (봉천동),8756,양지동물병원,2.02006E+13,U,2019.12.6 0:05,,194134.5353,442629.0522,,,,,
3200000,3.2E+17,20180814,,1,영업/정상,0,정상,,,,,02-874-3535,0,,서울특별시 관악구 봉천동 961-15번지 1층,서울특별시 관악구 남부순환로191길 10 1층 (봉천동),8756,양지동물병원,2.02006E+13,U,2019.12.6 0:05,,194134.5353,442629.0522,,,,,
3220000,3.22E+17,20200708,,1,영업/정상,0,정상,,,,,02-6497-3633,0,,서울특별시 강남구 역삼동 687-8 제이플러스,서울특별시 강남구 언주로106길 13 1층 (역삼동 제이플러스),6144,조이피아,2.02007E+13,I,2019.12.6 23:00,,203543.748,445089.1426,,,,,
3220000,3.22E+17,20191016,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강남구 논현동 198-20,서울특별시 강남구 강남대로112길 11 1층 (논현동),6120,루피퍼피 강아지 강남점,2.02105E+13,U,2020.12.4 23:09,,202161.2354,444814.4401,,,,,
3230000,3.23E+17,20201207,,1,영업/정상,0,정상,,,,,,0,,서울특별시 송파구 송파동 *** 한국원예기술정보셴타,서울특별시 송파구 송파대로**길 * 한국원예기술정보셴타 *층 (송파동),5676,화이트 퍼피 강아지 송파점,2.02107E+13,U,2020.12.6 21:00,,209852.0588,444269.0782,,,,,
3230000,3.23E+17,20190305,,3,폐업,2,폐업,20210611,,,,02-449-2700,0,,서울특별시 송파구 문정동 30-13,서울특별시 송파구 동남로6길 22 2층 (문정동),5804,몽타운,2.02106E+13,U,2020.12.5 23:03,,210988.2631,442926.3806,,,,,
3200000,3.2E+17,20180820,,1,영업/정상,0,정상,,,,,02-889-0575,0,,서울특별시 관악구 봉천동 923-23번지,서울특별시 관악구 남부순환로 1747-1 (봉천동),8757,형제종합동물병원,2.02006E+13,U,2019.12.6 0:06,,194993.1797,442244.2661,,,,,
3080000,3.08E+17,20180607,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강북구 수유동 248-35번지,서울특별시 강북구 한천로 1103 2층 (수유동),1043,꽃보다 개,2.02006E+13,U,2019.12.6 0:06,,201781.3734,460166.6292,,,,,
3080000,3.08E+17,20180607,,1,영업/정상,0,정상,,,,,,0,,서울특별시 강북구 수유동 248-35번지,서울특별시 강북구 한천로 1103 2층 (수유동),1043,꽃보다 개,2.02006E+13,U,2019.12.6 0:06,,201781.3734,460166.6292,,,,,
3080000,3.08E+17,20180607,,3,폐업,2,폐업,20200604,,,,,0,,서울특별시 강북구 수유동 248-35번지,서울특별시 강북구 한천로 1103 2층 (수유동),1043,꽃보다 개,2.02006E+13,U,2019.12.6 0:06,,201781.3734,460166.6292,,,,,
3090000,3.09E+17,20200228,,1,영업/정상,0,정상,,,,,,0,,서울특별시 도봉구 방학동 687-35,서울특별시 도봉구 도봉로145길 33 1층 (방학동),1345,너희가 푸들이라서 좋아,2.02007E+13,U,2019.12.6 23:00,,203513.2067,462458.4835,,,,,
3000000,3E+17,20160824,,1,영업/정상,0,정상,,,,,,0,,,서울특별시 종로구 청계천로 331 D동 1층 19호 (창신동),3120,한밭애조원,2.01608E+13,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,
3000000,3E+17,20111028,,3,폐업,2,폐업,20121114,,,,733-4555,0,,서울특별시 종로구 무악동 82번지 무악현대아파트 상가1층동 107호,,,꼬꼬마 애견샵,2.01403E+13,I,2018.8.31 23:59,,196467.9751,452566.134,동물판매업,판매 ,,0,
3000000,3E+17,20160824,,1,영업/정상,0,정상,,,,,,0,,,서울특별시 종로구 청계천로 331 D동 1층 14호 (창신동),3120,가든조류원,2.01811E+13,U,2018.11.29 2:40,,201236.543,451980.7616,동물판매업,판매 ,,0,
3000000,3E+17,20160824,,1,영업/정상,0,정상,,,,,,0,,,서울특별시 종로구 청계천로 331 D동 1층 22호 (창신동),3120,미화조류,2.01608E+13,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,
3000000,3E+17,20180427,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 이화동 122-1번지 3층 ,서울특별시 종로구 율곡로 223 3층 (이화동),3100,퍼플캣,2.01804E+13,I,2018.8.31 23:59,,200255.0032,452667.2649,동물판매업,위탁관리 ,,0,
3000000,3E+17,20160824,,1,영업/정상,0,정상,,,,,02-763-1103,0,,,서울특별시 종로구 청계천로 331 D동 1층 32호 (창신동),3120,삼성조류,2.01608E+13,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,
3000000,3E+17,20180921,,1,영업/정상,0,정상,,,,,02-3672-8441,0,,서울특별시 종로구 명륜2가 14-1번지 ,서울특별시 종로구 창경궁로 261 (명륜2가),3075,대학로동물병원,2.01809E+13,I,2018.9.21 23:59,,199947.1787,453593.827,동물판매업,미용 ,,0,
3000000,3E+17,20180921,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 동숭동 129-134번지 ,서울특별시 종로구 낙산길 17 (동숭동),3085,홍주스컵,2.01809E+13,I,2018.9.21 23:59,,200408.4192,453144.5191,동물판매업,미용 ,,0,
3000000,3E+17,20180913,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 창신동 79-4번지 ,서울특별시 종로구 지봉로 55-1 (창신동),3103,아지나라,2.01809E+13,U,2018.9.13 23:59,,201303.5967,452530.995,동물판매업,미용 ,,0,
3000000,3E+17,20180918,,1,영업/정상,0,정상,,,,,02-735-9088,0,,서울특별시 종로구 홍파동 42-13번지 경희궁자이 2단지 ,서울특별시 종로구 송월길 99 2229호 (홍파동 경희궁자이 2단지),3165,경희궁바른동물병원,2.01809E+13,U,2018.9.18 23:59,,196711.1453,452114.8669,동물판매업,위탁관리 미용 ,,0,
3000000,3E+17,20180912,,1,영업/정상,0,정상,,,,,02-379-7575,0,,서울특별시 종로구 신영동 1-11번지 ,서울특별시 종로구 진흥로 477-1 (신영동),3007,월드펫동물병원,2.01809E+13,U,2018.9.12 23:59,,196470.4495,455970.8885,동물판매업,위탁관리 미용 ,,0,
3000000,3E+17,20181017,,1,영업/정상,0,정상,,,,,02-742-4806,0,,서울특별시 종로구 숭인동 65-17번지 ,서울특별시 종로구 지봉로 56-1 1층 (숭인동),3113,Dog star,2.0181E+13,I,2018.10.19 2:35,,201335.4903,452532.4919,동물판매업,미용 ,,0,
3000000,3E+17,20181004,,1,영업/정상,0,정상,,,,,02-722-8275,0,,서울특별시 종로구 효자동 31번지 ,서울특별시 종로구 자하문로 66-2 (효자동),3042,광화문동물병원,2.01812E+13,U,2018.12.20 2:40,,197162.936,452693.5243,동물판매업,미용 ,,0,
3090000,3.09E+17,20190920,,3,폐업,2,폐업,,,,,,0,,서울특별시 도봉구 쌍문동 315-100 한솔드림빌,서울특별시 도봉구 도봉로109길 105 A동 402호 (쌍문동 한솔드림빌),1445,한정욱펫택시,2.0201E+13,U,2019.10.30 22:05,,202457.5941,460718.1367,,,,,
3000000,3E+17,20181004,,1,영업/정상,0,정상,,,,,02-735-7530,0,,서울특별시 종로구 내자동 125-3번지 ,서울특별시 종로구 사직로12길 2 (내자동),3169,누리봄동물병원,2.0181E+13,I,2018.10.6 2:36,,197374.3476,452611.4526,동물판매업,위탁관리 미용 ,,0,
3000000,3E+17,20181016,,1,영업/정상,0,정상,,,,,02-792-7984,0,,서울특별시 종로구 화동 98번지 ,서울특별시 종로구 북촌로5가길 18 2 3층 (화동),3053,집사의 하루 북촌점,2.0181E+13,I,2018.10.18 2:35,,198347.2102,453115.0864,동물판매업,전시 ,,0,
3220000,3.22E+17,20190502,,3,폐업,2,폐업,20201023,,,,02-6338-8786,0,,서울특별시 강남구 청담동 123-17 청맥빌딩 1층,서울특별시 강남구 도산대로89길 25 청맥빌딩 1층 (청담동),6012,아담스펫 강아지 강남점,2.0201E+13,U,2019.10.30 22:05,,204463.7492,447106.0518,,,,,
3000000,3E+17,20190221,,1,영업/정상,0,정상,,,,,02-744-2704,0,,서울특별시 종로구 숭인동 56-47번지 ,서울특별시 종로구 지봉로12길 49 (숭인동),3108,뉴골드,2.01902E+13,I,2019.2.23 2:21,,201352.1745,452895.3181,동물판매업,생산 ,,0,
3000000,3E+17,20181101,,3,폐업,2,폐업,20210203,,,,,0,,서울특별시 종로구 명륜4가 8-1,서울특별시 종로구 대명길 9 5층 (명륜4가),3078,금고양이카페,2.02102E+13,U,2020.12.2 0:05,,200013.6603,453450.6952,,,,,
3000000,3E+17,20190510,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 명륜2가 237번지 명륜동주상복합아남아파트 ,서울특별시 종로구 혜화로3길 5 301동 상가 109호 (명륜2가 명륜동주상복합아남아파트),3075,레인독,2.01905E+13,I,2019.5.12 2:20,,199954.0447,453701.5723,동물판매업,판매 미용 ,,0,
3000000,3E+17,20190409,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 숭인동 61-3번지 ,서울특별시 종로구 지봉로8길 19-2 (숭인동),3109,강아지백과사전@고양이백과사전,2.01904E+13,I,2019.4.26 2:20,,201389.7607,452601.2583,동물판매업,생산 ,,0,
3000000,3E+17,20190724,,1,영업/정상,0,정상,,,,,02-6959-3965,0,,서울특별시 종로구 숭인동 200-6번지 태정빌딩 ,서울특별시 종로구 종로 394 태정빌딩 2층 202호 (숭인동),3115,한국반려동물아카데미뷰티샵,2.01907E+13,I,2019.7.26 2:21,,201809.6765,452460.718,동물판매업,미용 ,,0,
3000000,3E+17,20191018,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 평창동 475-14번지 ,서울특별시 종로구 평창35길 9 (평창동),3004,GECOS(개코스),2.0191E+13,I,2019.11.20 0:23,,197514.9704,456817.9312,동물판매업,운송 ,,0,
3000000,3E+17,20180820,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 필운동 290번지 ,서울특별시 종로구 사직로8길 5-2 1층 101호 (필운동),3169,서촌도그살롱,2.01808E+13,I,2018.8.31 23:59,,197247.969,452558.9841,동물판매업,위탁관리 ,,0,
3000000,3E+17,20180820,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 필운동 290번지 ,서울특별시 종로구 사직로8길 5-2 1층 101호 (필운동),3169,서촌도그살롱,2.01808E+13,I,2018.8.31 23:59,,197247.969,452558.9841,동물판매업,미용 ,,0,
3000000,3E+17,20150311,,4,취소/말소/만료/정지/중지,4,말소,20160323,,,,02-904-3333,0,,서울특별시 종로구 숭인동 1236번지 ,서울특별시 종로구 보문로 15 (숭인동),3111,월드컵애견,2.01603E+13,I,2018.8.31 23:59,,201959.5246,452746.4323,동물판매업,판매 ,,F00,
3000000,3E+17,20180831,,1,영업/정상,0,정상,,,,,,0,,서울특별시 종로구 창신동 643-2번지 ,서울특별시 종로구 창신길 79 (창신동),3097,이쁜아이,2.01808E+13,I,2018.8.31 23:59,,200862.684,452562.581,동물판매업,미용 ,,0,
3000000,3E+17,20180830,,1,영업/정상,0,정상,,,,,02-391-4575,0,,서울특별시 종로구 홍지동 127-7번지 ,서울특별시 종로구 자하문로 293 (홍지동),3021,북악동물병원,2.01808E+13,I,2018.8.31 23:59,,196420.1408,455175.0414,동물판매업,위탁관리 미용 ,,0,
3000000,3E+17,20180807,,1,영업/정상,0,정상,,,,,02-765-4612,0,,서울특별시 종로구 숭인동 61-106번지 ,서울특별시 종로구 지봉로 72-1 (숭인동),3109,나나애견미용,2.01808E+13,I,2018.8.31 23:59,,201319.023,452687.591,동물판매업,미용 ,,0,
3000000,3E+17,20180911,,1,영업/정상,0,정상,,,,,02-762-7201,0,,서울특별시 종로구 동숭동 1-113번지 ,서울특별시 종로구 대학로10길 12 6층 (동숭동),3086,미어켓파크,2.01902E+13,U,2019.2.16 2:40,,200178.7243,453254.4995,동물판매업,전시 ,,L00,
3000000,3E+17,20101001,,3,폐업,2,폐업,20160112,,,,379-7575,,,서울특별시 종로구 신영동 249-6번지 ,,,월드펫동물병원,2.01601E+13,I,2018.8.31 23:59,,196444.5585,455996.1288,동물판매업,판매 ,,0,
3000000,3E+17,20081008,,3,폐업,2,폐업,20160129,,,,392-0345,0,,서울특별시 종로구 무악동 47-5번지 ,서울특별시 종로구 통일로 228 (무악동),3030,명품애견,2.01601E+13,I,2018.8.31 23:59,,196359.6313,452323.8578,동물판매업,판매 ,,0,
3040000,3.04E+17,20180615,,1,영업/정상,0,정상,,,,,02-467-3673,0,,서울특별시 광진구 화양동 216,서울특별시 광진구 광나루로 392-1 (화양동),5009,피카소 동물병원 미용,2.02011E+13,U,2019.11.2 0:03,,206405.8447,449450.171,,,,,
3000000,3E+17,20080908,,3,폐업,2,폐업,20101231,,,,,,,서울특별시 종로구 명륜1가 36-3번지 ,,,퍼피앤피플,2.01012E+13,I,2018.8.31 23:59,,199897.8734,453933.8332,동물판매업,판매 ,,0,
3000000,3E+17,20181211,,3,폐업,2,폐업,20191014,,,,,0,,서울특별시 종로구 신영동 143번지 부민베스트빌라 B102호,서울특별시 종로구 세검정로6길 75-3 B102호 (신영동 부민베스트빌라),3018,맨즈펫,2.0191E+13,U,2019.11.20 2:40,,196608.3936,455342.0392,동물판매업,운송 ,,0,
3000000,3E+17,20190324,,3,폐업,2,폐업,20210405,,,,,0,,서울특별시 종로구 신영동 7-1 평창선그린,서울특별시 종로구 평창1길 19-1 101동 301호 (신영동 평창선그린),3008,오묘한집고양이호텔,2.02104E+13,U,2020.12.4 0:07,,196626.0865,455831.206,,,,,
3200000,3.2E+17,20210629,,1,영업/정상,0,정상,,,,,,0,,서울특별시 관악구 봉천동 1688-145,서울특별시 관악구 남부순환로247다길 17 101호 (봉천동),8801,알펫드라이버,2.02106E+13,I,2020.12.7 0:01,,196923.0009,441699.6429,,,,,
3000000,3E+17,20181227,,3,폐업,2,폐업,20181227,,,,02-743-0050,0,,서울특별시 종로구 창신동 703번지 창신쌍용아파트 2지구 ,서울특별시 종로구 낙산길 198 2단지 상가동 4층 6호 (창신동 창신쌍용아파트 2지구),3092,몽샵,2.01812E+13,I,2019.1.22 2:21,,200971.4257,453113.8752,동물판매업,위탁관리 미용 ,,0,
3000000,3E+17,20160824,,1,영업/정상,0,정상,,,,,,0,,,서울특별시 종로구 청계천로 331 D동 1층 15호 (창신동),3120,형제조류,2.01608E+13,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,
3010000,3.01E+17,20081031,,4,취소/말소/만료/정지/중지,4,말소,,,,,2279-1016,0,,서울특별시 중구 묵정동 32-7번지 ,서울특별시 중구 퇴계로 246 (묵정동),100380,파빌론애견,2.01804E+13,I,2018.8.31 23:59,,199865.7561,451102.3903,동물판매업,판매 ,,0,
3010000,3.01E+17,20191028,,3,폐업,2,폐업,20191205,,,,,0,,서울특별시 중구 만리동2가 176-1번지 서울역센트럴자이 113동 301호,서울특별시 중구 만리재로 175 113동 301호 (만리동2가 서울역센트럴자이),4500,펫미업,2.01912E+13,U,2019.12.7 2:40,,196700.0559,450210.8603,동물판매업,운송 ,,0,
3010000,3.01E+17,20081031,,4,취소/말소/만료/정지/중지,4,말소,,,,,2279-5505,0,,서울특별시 중구 묵정동 32-14번지 ,서울특별시 중구 퇴계로 252 (묵정동),4619,뚜뚜애견,2.01804E+13,I,2018.8.31 23:59,,199902.9788,451114.7594,동물판매업,판매 ,,0,
3010000,3.01E+17,20081031,,4,취소/말소/만료/정지/중지,4,말소,,,,,2279-5474,0,,서울특별시 중구 충무로4가 ,서울특별시 중구 퇴계로41길 219 (충무로4가),100014,애견일번지,2.01804E+13,I,2018.8.31 23:59,,,,동물판매업,판매 ,,0,
3010000,3.01E+17,20180531,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,,서울특별시 중구 황학동 ,서울특별시 중구 퇴계로 447 3층 304호 (황학동 황학 아크로타워),4575,이그조틱코리아,2.01805E+13,I,2018.8.31 23:59,,201836.9582,451519.3595,동물판매업,수입 판매 ,,0,
3010000,3.01E+17,20151030,,4,취소/말소/만료/정지/중지,4,말소,,,,,,0,,서울특별시 중구 신당동 ,서울특별시 중구 퇴계로78길 21 (신당동),4585,엠씨멍,2.01804E+13,I,2018.8.31 23:59,,201423.6824,451344.552,동물판매업,판매 ,,0,
3010000,3.01E+17,20150514,,4,취소/말소/만료/정지/중지,4,말소,,,,,02-2233-8220,0,,서울특별시 중구 신당동 422-1번지 ,서울특별시 중구 동호로 204 1층 (신당동 청화빌딩),4607,빠리빠리,2.01804E+13,I,2018.8.31 23:59,,200809.9146,450438.3089,동물판매업,판매 ,,0,
