,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원,위도,경도
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5057148,127.0377235
33,3230000.0,3.23e+17,20110701.0,,1.0,영업/정상,0.0,정상,,,,,070-8870-8245,0.0,,서울특별시 송파구 문정동 *** 가든파이브툴 지하*층,서울특별시 송파구 충민로 ** 지하*층 (문정동 가든파이브툴),5840.0,몰리스펫샵 코리아퍼피 가든점,20210700000000.0,U,2020.12.6 22:04,,210480.282,441833.1632,,,,,,37.5054808,127.0252206
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5005555,127.1121799
35,3200000.0,3.2e+17,20180814.0,,1.0,영업/정상,0.0,정상,,,,,02-874-3535,0.0,,서울특별시 관악구 봉천동 961-15번지 1층,서울특별시 관악구 남부순환로191길 10 1층 (봉천동),8756.0,양지동물병원,20200600000000.0,U,2019.12.6 0:05,,194134.5353,442629.0522,,,,,,37.4823223,126.9441697
36,3200000.0,3.2e+17,20180814.0,,1.0,영업/정상,0.0,정상,,,,,02-874-3535,0.0,,서울특별시 관악구 봉천동 961-15번지 1층,서울특별시 관악구 남부순환로191길 10 1층 (봉천동),8756.0,양지동물병원,20200600000000.0,U,2019.12.6 0:05,,194134.5353,442629.0522,,,,,,35.8444607,128.6013979
37,3220000.0,3.22e+17,20200708.0,,1.0,영업/정상,0.0,정상,,,,,02-6497-3633,0.0,,서울특별시 강남구 역삼동 687-8 제이플러스,서울특별시 강남구 언주로106길 13 1층 (역삼동 제이플러스),6144.0,조이피아,20200700000000.0,I,2019.12.6 23:00,,203543.748,445089.1426,,,,,,35.8444607,128.6013979
38,3220000.0,3.22e+17,20191016.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강남구 논현동 198-20,서울특별시 강남구 강남대로112길 11 1층 (논현동),6120.0,루피퍼피 강아지 강남점,20210500000000.0,U,2020.12.4 23:09,,202161.2354,444814.4401,,,,,,,
39,3230000.0,3.23e+17,20201207.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 송파동 *** 한국원예기술정보셴타,서울특별시 송파구 송파대로**길 * 한국원예기술정보셴타 *층 (송파동),5676.0,화이트 퍼피 강아지 송파점,20210700000000.0,U,2020.12.6 21:00,,209852.0588,444269.0782,,,,,,37.5700745,127.0147607
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5700745,127.0147607
41,3200000.0,3.2e+17,20180820.0,,1.0,영업/정상,0.0,정상,,,,,02-889-0575,0.0,,서울특별시 관악구 봉천동 923-23번지,서울특별시 관악구 남부순환로 1747-1 (봉천동),8757.0,형제종합동물병원,20200600000000.0,U,2019.12.6 0:06,,194993.1797,442244.2661,,,,,,37.5700745,127.0147607
42,3080000.0,3.08e+17,20180607.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 248-35번지,서울특별시 강북구 한천로 1103 2층 (수유동),1043.0,꽃보다 개,20200600000000.0,U,2019.12.6 0:06,,201781.3734,460166.6292,,,,,,37.5157197,127.1322328
43,3080000.0,3.08e+17,20180607.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강북구 수유동 248-35번지,서울특별시 강북구 한천로 1103 2층 (수유동),1043.0,꽃보다 개,20200600000000.0,U,2019.12.6 0:06,,201781.3734,460166.6292,,,,,,37.5700388,127.0153769
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5845885,127.0001891
45,3090000.0,3.09e+17,20200228.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 도봉구 방학동 687-35,서울특별시 도봉구 도봉로145길 33 1층 (방학동),1345.0,너희가 푸들이라서 좋아,20200700000000.0,U,2019.12.6 23:00,,203513.2067,462458.4835,,,,,,37.580414,127.00531
46,3000000.0,3e+17,20160824.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,,서울특별시 종로구 청계천로 331 D동 1층 19호 (창신동),3120.0,한밭애조원,20160800000000.0,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,,37.5750312,127.0155298
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5713246,126.9635654
48,3000000.0,3e+17,20160824.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,,서울특별시 종로구 청계천로 331 D동 1층 14호 (창신동),3120.0,가든조류원,20181100000000.0,U,2018.11.29 2:40,,201236.543,451980.7616,동물판매업,판매 ,,0,,37.5570078,126.9533333
49,3000000.0,3e+17,20160824.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,,서울특별시 종로구 청계천로 331 D동 1층 22호 (창신동),3120.0,미화조류,20160800000000.0,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,,43.7048831,-79.407851
50,3000000.0,3e+17,20180427.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 이화동 122-1번지 3층 ,서울특별시 종로구 율곡로 223 3층 (이화동),3100.0,퍼플캣,20180400000000.0,I,2018.8.31 23:59,,200255.0032,452667.2649,동물판매업,위탁관리 ,,0,,37.5764907,126.968655
51,3000000.0,3e+17,20160824.0,,1.0,영업/정상,0.0,정상,,,,,02-763-1103,0.0,,,서울특별시 종로구 청계천로 331 D동 1층 32호 (창신동),3120.0,삼성조류,20160800000000.0,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,,37.5757558,126.9710255
52,3000000.0,3e+17,20180921.0,,1.0,영업/정상,0.0,정상,,,,,02-3672-8441,0.0,,서울특별시 종로구 명륜2가 14-1번지 ,서울특별시 종로구 창경궁로 261 (명륜2가),3075.0,대학로동물병원,20180900000000.0,I,2018.9.21 23:59,,199947.1787,453593.827,동물판매업,미용 ,,0,,37.5520331,126.9226558
53,3000000.0,3e+17,20180921.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 동숭동 129-134번지 ,서울특별시 종로구 낙산길 17 (동숭동),3085.0,홍주스컵,20180900000000.0,I,2018.9.21 23:59,,200408.4192,453144.5191,동물판매업,미용 ,,0,,45.251314,-111.9688687
54,3000000.0,3e+17,20180913.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 창신동 79-4번지 ,서울특별시 종로구 지봉로 55-1 (창신동),3103.0,아지나라,20180900000000.0,U,2018.9.13 23:59,,201303.5967,452530.995,동물판매업,미용 ,,0,,37.5855655,127.0002337
55,3000000.0,3e+17,20180918.0,,1.0,영업/정상,0.0,정상,,,,,02-735-9088,0.0,,서울특별시 종로구 홍파동 42-13번지 경희궁자이 2단지 ,서울특별시 종로구 송월길 99 2229호 (홍파동 경희궁자이 2단지),3165.0,경희궁바른동물병원,20180900000000.0,U,2018.9.18 23:59,,196711.1453,452114.8669,동물판매업,위탁관리 미용 ,,0,,,
56,3000000.0,3e+17,20180912.0,,1.0,영업/정상,0.0,정상,,,,,02-379-7575,0.0,,서울특별시 종로구 신영동 1-11번지 ,서울특별시 종로구 진흥로 477-1 (신영동),3007.0,월드펫동물병원,20180900000000.0,U,2018.9.12 23:59,,196470.4495,455970.8885,동물판매업,위탁관리 미용 ,,0,,37.5744396,127.0212115
57,3000000.0,3e+17,20181017.0,,1.0,영업/정상,0.0,정상,,,,,02-742-4806,0.0,,서울특별시 종로구 숭인동 65-17번지 ,서울특별시 종로구 지봉로 56-1 1층 (숭인동),3113.0,Dog star,20181000000000.0,I,2018.10.19 2:35,,201335.4903,452532.4919,동물판매업,미용 ,,0,,37.5342545,126.9937488
58,3000000.0,3e+17,20181004.0,,1.0,영업/정상,0.0,정상,,,,,02-722-8275,0.0,,서울특별시 종로구 효자동 31번지 ,서울특별시 종로구 자하문로 66-2 (효자동),3042.0,광화문동물병원,20181200000000.0,U,2018.12.20 2:40,,197162.936,452693.5243,동물판매업,미용 ,,0,,37.5752881,126.9696147
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5752881,126.9696147
60,3000000.0,3e+17,20181004.0,,1.0,영업/정상,0.0,정상,,,,,02-735-7530,0.0,,서울특별시 종로구 내자동 125-3번지 ,서울특별시 종로구 사직로12길 2 (내자동),3169.0,누리봄동물병원,20181000000000.0,I,2018.10.6 2:36,,197374.3476,452611.4526,동물판매업,위탁관리 미용 ,,0,,37.5998241,127.1394594
61,3000000.0,3e+17,20181016.0,,1.0,영업/정상,0.0,정상,,,,,02-792-7984,0.0,,서울특별시 종로구 화동 98번지 ,서울특별시 종로구 북촌로5가길 18 2 3층 (화동),3053.0,집사의 하루 북촌점,20181000000000.0,I,2018.10.18 2:35,,198347.2102,453115.0864,동물판매업,전시 ,,0,,37.5988639,126.9602481
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.57644459999999,127.0157047
63,3000000.0,3e+17,20190221.0,,1.0,영업/정상,0.0,정상,,,,,02-744-2704,0.0,,서울특별시 종로구 숭인동 56-47번지 ,서울특별시 종로구 지봉로12길 49 (숭인동),3108.0,뉴골드,20190200000000.0,I,2019.2.23 2:21,,201352.1745,452895.3181,동물판매업,생산 ,,0,,37.5816245,127.0027917
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5473514,127.0733237
65,3000000.0,3e+17,20190510.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 명륜2가 237번지 명륜동주상복합아남아파트 ,서울특별시 종로구 혜화로3길 5 301동 상가 109호 (명륜2가 명륜동주상복합아남아파트),3075.0,레인독,20190500000000.0,I,2019.5.12 2:20,,199954.0447,453701.5723,동물판매업,판매 미용 ,,0,,40.6367516,-75.4605856
66,3000000.0,3e+17,20190409.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 숭인동 61-3번지 ,서울특별시 종로구 지봉로8길 19-2 (숭인동),3109.0,강아지백과사전@고양이백과사전,20190400000000.0,I,2019.4.26 2:20,,201389.7607,452601.2583,동물판매업,생산 ,,0,,37.5700745,127.0147607
67,3000000.0,3e+17,20190724.0,,1.0,영업/정상,0.0,정상,,,,,02-6959-3965,0.0,,서울특별시 종로구 숭인동 200-6번지 태정빌딩 ,서울특별시 종로구 종로 394 태정빌딩 2층 202호 (숭인동),3115.0,한국반려동물아카데미뷰티샵,20190700000000.0,I,2019.7.26 2:21,,201809.6765,452460.718,동물판매업,미용 ,,0,,42.3920357,-83.5078693
68,3000000.0,3e+17,20191018.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 평창동 475-14번지 ,서울특별시 종로구 평창35길 9 (평창동),3004.0,GECOS(개코스),20191000000000.0,I,2019.11.20 0:23,,197514.9704,456817.9312,동물판매업,운송 ,,0,,37.3018351,126.8125673
69,3000000.0,3e+17,20180820.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 필운동 290번지 ,서울특별시 종로구 사직로8길 5-2 1층 101호 (필운동),3169.0,서촌도그살롱,20180800000000.0,I,2018.8.31 23:59,,197247.969,452558.9841,동물판매업,위탁관리 ,,0,,,
70,3000000.0,3e+17,20180820.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 필운동 290번지 ,서울특별시 종로구 사직로8길 5-2 1층 101호 (필운동),3169.0,서촌도그살롱,20180800000000.0,I,2018.8.31 23:59,,197247.969,452558.9841,동물판매업,미용 ,,0,,37.5620406,126.9965537
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8525419,-73.9862627
72,3000000.0,3e+17,20180831.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 창신동 643-2번지 ,서울특별시 종로구 창신길 79 (창신동),3097.0,이쁜아이,20180800000000.0,I,2018.8.31 23:59,,200862.684,452562.581,동물판매업,미용 ,,0,,36.3227214,127.4092012
73,3000000.0,3e+17,20180830.0,,1.0,영업/정상,0.0,정상,,,,,02-391-4575,0.0,,서울특별시 종로구 홍지동 127-7번지 ,서울특별시 종로구 자하문로 293 (홍지동),3021.0,북악동물병원,20180800000000.0,I,2018.8.31 23:59,,196420.1408,455175.0414,동물판매업,위탁관리 미용 ,,0,,37.5592308,127.0127997
74,3000000.0,3e+17,20180807.0,,1.0,영업/정상,0.0,정상,,,,,02-765-4612,0.0,,서울특별시 종로구 숭인동 61-106번지 ,서울특별시 종로구 지봉로 72-1 (숭인동),3109.0,나나애견미용,20180800000000.0,I,2018.8.31 23:59,,201319.023,452687.591,동물판매업,미용 ,,0,,37.57132070000001,127.0227761
75,3000000.0,3e+17,20180911.0,,1.0,영업/정상,0.0,정상,,,,,02-762-7201,0.0,,서울특별시 종로구 동숭동 1-113번지 ,서울특별시 종로구 대학로10길 12 6층 (동숭동),3086.0,미어켓파크,20190200000000.0,U,2019.2.16 2:40,,200178.7243,453254.4995,동물판매업,전시 ,,L00,,37.5212349,127.0461003
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3202904,-106.7336791
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0493821,-118.2438524
78,3040000.0,3.04e+17,20180615.0,,1.0,영업/정상,0.0,정상,,,,,02-467-3673,0.0,,서울특별시 광진구 화양동 216,서울특별시 광진구 광나루로 392-1 (화양동),5009.0,피카소 동물병원 미용,20201100000000.0,U,2019.11.2 0:03,,206405.8447,449450.171,,,,,,32.8948864,-96.9151143
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3244538,126.7532955
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3920357,-83.5078693
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5620402,126.9967111
82,3200000.0,3.2e+17,20210629.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 관악구 봉천동 1688-145,서울특별시 관악구 남부순환로247다길 17 101호 (봉천동),8801.0,알펫드라이버,20210600000000.0,I,2020.12.7 0:01,,196923.0009,441699.6429,,,,,,37.5558166,126.9703942
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04486,-118.2912432
84,3000000.0,3e+17,20160824.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,,서울특별시 종로구 청계천로 331 D동 1층 15호 (창신동),3120.0,형제조류,20160800000000.0,I,2018.8.31 23:59,,201236.543,451980.7616,동물판매업,판매 ,,0,,37.5483938,126.9779995
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5543253,126.9657781
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7419935,127.046757
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37845859999999,-96.08094129999999
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5536414,127.0096041
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92998,-91.66590599999999
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.181939,-93.30998799999999
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5634635,127.015948
92,3010000.0,3.01e+17,20200114.0,,1.0,영업/정상,0.0,정상,,,,,02-2266-2805,0.0,,서울특별시 중구 충무로4가 93-1번지 ,서울특별시 중구 퇴계로 227 (충무로4가),4558.0,스타독,20200100000000.0,I,2020.1.16 0:23,,199655.7461,451086.8744,동물판매업,미용 ,,0,,37.5683595,126.8277962
93,3140000.0,3.14e+17,20200226.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 양천구 신월동 112-5,서울특별시 양천구 곰달래로11길 37 단독주택 1층 (신월동),7922.0,별이네,20210100000000.0,U,2020.11.30 23:07,,185760.9013,446575.3197,,,,,,41.92998,-91.66590599999999
94,3230000.0,3.23e+17,20210629.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 가락동 71-5,서울특별시 송파구 양재대로62길 31-5 (가락동),5713.0,노크노크 강아지미용실,20210600000000.0,I,2020.12.7 0:01,,210536.4806,443909.4033,,,,,,32.8948864,-96.9151143
95,3010000.0,3.01e+17,20140623.0,,1.0,영업/정상,0.0,정상,,,,,2272-4326,0.0,,서울특별시 중구 충무로4가 108-21번지 ,서울특별시 중구 퇴계로 223 (충무로4가),4558.0,우리집막내둥이,20191200000000.0,U,2019.12.5 2:40,,199627.5737,451090.7243,동물판매업,판매 ,,0,,37.5520315,127.0080279
96,3010000.0,3.01e+17,20081031.0,,1.0,영업/정상,0.0,정상,,,,,2264-9032,0.0,,서울특별시 중구 충무로4가 ,서울특별시 중구 퇴계로 221 (충무로4가),4558.0,뉴욕애견,20140100000000.0,I,2018.8.31 23:59,,199618.5475,451079.7178,동물판매업,판매 ,,0,,37.5542127,127.0114373
97,3010000.0,3.01e+17,20081031.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 중구 신당동 333-199번지 ,서울특별시 중구 다산로24길 15 1층 (신당동),4589.0,삼성애견,20170600000000.0,I,2018.8.31 23:59,,201117.7081,450630.554,동물판매업,판매 ,,0,,,
