,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,위도,경도
42,3000000.0,3e+17,19990423.0,,1.0,영업/정상,0.0,정상,,,,,379-7575,0.0,,서울특별시 종로구 신영동 1-11,서울특별시 종로구 진흥로 477-1 (신영동),3007.0,월드펫동물병원,37.5708733,127.0213284
43,,,,,,,,,,,,,,,,,,,,37.5634635,127.015948
44,,,,,,,,,,,,,,,,,,,,37.5086171,127.1340049
45,,,,,,,,,,,,,,,,,,,,37.5239187,126.9718594
46,,,,,,,,,,,,,,,,,,,,37.543073,126.987805
47,,,,,,,,,,,,,,,,,,,,37.5337087,127.0027661
48,,,,,,,,,,,,,,,,,,,,37.5363658,126.9871919
49,,,,,,,,,,,,,,,,,,,,37.565869,127.0215764
50,,,,,,,,,,,,,,,,,,,,37.5339827,126.9503898
51,,,,,,,,,,,,,,,,,,,,37.5264897,127.0007613
52,3010000.0,3.01e+17,19900925.0,,1.0,영업/정상,0.0,정상,,,,,2274-8558,0.0,,서울특별시 중구 필동2가 53번지 ,서울특별시 중구 퇴계로 226 (필동2가),4624.0,윤신근박사동물병원,37.5354864,127.0065643
53,3010000.0,3.01e+17,20110330.0,,1.0,영업/정상,0.0,정상,,,,,2256-7582,46.2,,서울특별시 중구 신당동 373-64번지 ,서울특별시 중구 동호로 178 (신당동),4590.0,웰펫동물병원,37.53600369999999,126.9628655
54,3010000.0,3.01e+17,19950512.0,,1.0,영업/정상,0.0,정상,,,,,2278-0075,0.0,,서울특별시 중구 묵정동 32-1번지 ,서울특별시 중구 퇴계로 254-1 (묵정동),4619.0,황동물병원,37.5416691,126.9873793
55,3010000.0,3.01e+17,19920212.0,,1.0,영업/정상,0.0,정상,,,,,2237-3366,306.0,,서울특별시 중구 신당동 336-3번지 명덕빌딩 ,서울특별시 중구 다산로 175 명덕빌딩 (신당동),4608.0,바우미우동물병원,37.5355821,126.95312
56,3010000.0,3.01e+17,20011226.0,,1.0,영업/정상,0.0,정상,,,,,2233-7574,242.41,,서울특별시 중구 신당동 368-19번지 ,서울특별시 중구 다산로 107 2층 (신당동),4598.0,미래지동물의료센터,37.5417318,126.9613055
57,3010000.0,3.01e+17,20020810.0,,1.0,영업/정상,0.0,정상,,,,,2256-8275,0.0,,서울특별시 중구 신당동 844번지 남산타운 ,서울특별시 중구 다산로 32 5상가동 217호 (신당동 남산타운),4595.0,남산동물병원,37.5382047,126.9672214
58,3010000.0,3.01e+17,19950802.0,,1.0,영업/정상,0.0,정상,,,,,2263-6134,0.0,,서울특별시 중구 충무로4가 93-1번지 ,서울특별시 중구 퇴계로 227 (충무로4가),4558.0,대한동물병원,37.53559389999999,126.9617775
59,3010000.0,3.01e+17,20140620.0,,1.0,영업/정상,0.0,정상,,,,,02-2233-6675,44.77,,서울특별시 중구 신당동 44-17번지 ,서울특별시 중구 다산로36길 83 1층 (신당동),4584.0,좋아요 동물병원,37.5323764,127.0052674
60,3010000.0,3.01e+17,20110630.0,,1.0,영업/정상,0.0,정상,,,,,02-393-7588,0.0,,서울특별시 중구 만리동2가 288번지 서울역한라비발디센트럴 ,서울특별시 중구 만리재로 177 105호 (만리동2가 서울역한라비발디센트럴),4501.0,백슬동물병원,37.5303169,126.9713045
61,3010000.0,3.01e+17,20190620.0,,1.0,영업/정상,0.0,정상,,,,,02-2234-7585,52.89,,서울특별시 중구 황학동 2545번지 롯데캐슬베네치아 ,서울특별시 중구 청계천로 400 지하 1층 (황학동 롯데캐슬베네치아),4572.0,웰니스클리닉(청계천점),37.5449499,126.9694824
62,3010000.0,3.01e+17,20190513.0,,1.0,영업/정상,0.0,정상,,,,,02-2038-7555,91.0,,서울특별시 중구 신당동 102-6번지 ,서울특별시 중구 다산로 230 하나빌딩 1층 (신당동),4585.0,메종동물병원,37.5610393,126.9080869
63,,,,,,,,,,,,,,,,,,,,37.53928320000001,126.9618569
64,3230000.0,3.23e+17,20210906.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 오금동 95-1 이화빌딩,서울특별시 송파구 중대로 320 이화빌딩 1층 (오금동),5720.0,엘 동물병원,37.5503877,126.9770488
65,3020000.0,3.02e+17,20161021.0,,1.0,영업/정상,0.0,정상,,,,,02-792-2561,48.0,,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층 비21호,서울특별시 용산구 서빙고로 67 지하1층 비21호 (용산동5가 파크타워),4385.0,바다동물병원(Bada Animal Hospital),37.533485,127.0016784
66,3020000.0,3.02e+17,20131028.0,,1.0,영업/정상,0.0,정상,,,,,02-790-7508,42.75,,서울특별시 용산구 용산동2가 45-1번지 106호 ,서울특별시 용산구 신흥로 54 106호 (용산동2가 북동연립),4339.0,퍼스동물병원,37.5382047,126.9672214
67,3020000.0,3.02e+17,20130506.0,,1.0,영업/정상,0.0,정상,,,,,02-797-4408,321.89,,서울특별시 용산구 한남동 657-121번지 지상2층 ,서울특별시 용산구 대사관로 41 지상2층 (한남동),4401.0,동물병원 메이,37.6375688,126.9181915
68,3020000.0,3.02e+17,20120620.0,,1.0,영업/정상,0.0,정상,,,,,797-6677,140.4,,서울특별시 용산구 이태원동 531번지 지상12층 ,서울특별시 용산구 녹사평대로 210 지상12층 (이태원동),4345.0,이태원동물병원,37.5396116,126.9895367
69,,,,,,,,,,,,,,,,,,,,37.4875474,127.0259037
70,3010000.0,3.01e+17,20160211.0,,1.0,영업/정상,0.0,정상,,,,,02-2232-7975,67.91,,서울특별시 중구 황학동 2523 황학 아크로타워,서울특별시 중구 퇴계로 447 1층 131호 (황학동 황학 아크로타워),4575.0,바른동물병원,37.5186517,126.9738602
71,3020000.0,3.02e+17,20120307.0,,1.0,영업/정상,0.0,정상,,,,,707-2235,94.77,,서울특별시 용산구 산천동 202번지 삼성테마트 119호 ,서울특별시 용산구 원효로 51 119호 (산천동 삼성테마트),4359.0,민트동물병원,37.5664017,127.0527262
72,3020000.0,3.02e+17,20120118.0,,1.0,영업/정상,0.0,정상,,,,,790-9808,0.0,,서울특별시 용산구 보광동 80-11번지 ,서울특별시 용산구 보광로 22-1 (보광동),4415.0,보광동물병원,37.5476171,127.0131001
73,3020000.0,3.02e+17,20120102.0,,1.0,영업/정상,0.0,정상,,,,,794-1255,191.0,,서울특별시 용산구 한남동 707-36번지 한남프라자 2층 ,서울특별시 용산구 한남대로 76 한남프라자 2층 (한남동),4418.0,달래동물의료센터,37.5310395,126.9958021
74,3020000.0,3.02e+17,20021230.0,,1.0,영업/정상,0.0,정상,,,,,719-7070,0.0,,서울특별시 용산구 원효로2가 30-4번지 ,서울특별시 용산구 원효로 187 (원효로2가),4364.0,원효종합동물병원,37.5249286,126.9688327
75,3020000.0,3.02e+17,20030801.0,,1.0,영업/정상,0.0,정상,,,,,749-8275,0.0,,서울특별시 용산구 용산동2가 45-7번지 ,서울특별시 용산구 신흥로 36-1 (용산동2가),4339.0,한사랑동물병원,37.5435938,127.0491606
76,3020000.0,3.02e+17,20110819.0,,1.0,영업/정상,0.0,정상,,,,,706-7975,0.0,,서울특별시 용산구 산천동 93-1번지 ,서울특별시 용산구 효창원로 14 (산천동),4360.0,차오름동물병원,37.5705113,126.9639734
77,3020000.0,3.02e+17,20110131.0,,1.0,영업/정상,0.0,정상,,,,,3275-0079,52.63,,서울특별시 용산구 효창동 79-1번지 지상1층 ,서울특별시 용산구 백범로 285 지상1층 (효창동),4318.0,펫동물병원,37.5386876,127.0449142
78,3020000.0,3.02e+17,20150206.0,,1.0,영업/정상,0.0,정상,,,,,02-703-0075,66.34,,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 B동 113114호 ,서울특별시 용산구 백범로 341 B동 지상1층 113114호 (원효로1가 리첸시아 용산),4315.0,좋아서하는 동물병원,37.5658389,127.0296943
79,3020000.0,3.02e+17,20021227.0,,1.0,영업/정상,0.0,정상,,,,,3273-0075,0.0,,서울특별시 용산구 원효로2가 84-10번지 신영빌딩 ,서울특별시 용산구 원효로 171 신영빌딩 (원효로2가),4364.0,열린동물종합병원,37.5695572,127.031966
80,3020000.0,3.02e+17,20021227.0,,1.0,영업/정상,0.0,정상,,,,,793-9230,0.0,,서울특별시 용산구 한남동 642-4번지 ,서울특별시 용산구 대사관로24길 28 (한남동),4402.0,한남동물병원,37.548461,127.0672136
81,3020000.0,3.02e+17,20021223.0,,1.0,영업/정상,0.0,정상,,,,,749-6750,0.0,,서울특별시 용산구 보광동 259-1번지 용호빌딩 202호 203호 ,서울특별시 용산구 보광로 46 용호빌딩 지상2층 202203호 (보광동),4414.0,21세기동물병원,37.5569482,127.0403161
82,3020000.0,3.02e+17,20190419.0,,1.0,영업/정상,0.0,정상,,,,,02-719-8275,,,서울특별시 용산구 청파동2가 90-20번지 지상1층 ,서울특별시 용산구 청파로47길 16 지상1층 (청파동2가),4309.0,원스동물병원,37.5695572,127.031966
83,,,,,,,,,,,,,,,,,,,,37.5402894,127.0557127
84,3130000.0,3.13e+17,20210526.0,,1.0,영업/정상,0.0,정상,,,,,02-376-7675,,,서울특별시 마포구 성산동 151-6,서울특별시 마포구 월드컵북로 218 2층 (성산동),3941.0,키다리 동물병원,37.5422885,127.0181535
85,,,,,,,,,,,,,,,,,,,,37.5390564,127.0532295
86,,,,,,,,,,,,,,,,,,,,37.5456343,127.0237282
87,,,,,,,,,,,,,,,,,,,,37.5663861,127.0346773
88,,,,,,,,,,,,,,,,,,,,37.5451492,127.0141611
89,,,,,,,,,,,,,,,,,,,,37.544068,127.022703
90,,,,,,,,,,,,,,,,,,,,37.50219,126.847823
91,,,,,,,,,,,,,,,,,,,,37.5389889,127.0547093
92,,,,,,,,,,,,,,,,,,,,37.55600099999999,127.0339353
93,,,,,,,,,,,,,,,,,,,,37.5555573,127.0289482
94,,,,,,,,,,,,,,,,,,,,37.5654682,127.0303086
95,,,,,,,,,,,,,,,,,,,,37.5384947,127.0734221
96,,,,,,,,,,,,,,,,,,,,37.5543718,127.0328167
97,,,,,,,,,,,,,,,,,,,,37.54298259999999,127.0131122
98,,,,,,,,,,,,,,,,,,,,37.5656229,127.0427489
99,,,,,,,,,,,,,,,,,,,,37.5460658,127.0199938
100,,,,,,,,,,,,,,,,,,,,37.551444,127.025306
101,,,,,,,,,,,,,,,,,,,,37.5569482,127.0403161
102,,,,,,,,,,,,,,,,,,,,37.5559126,127.0290958
103,,,,,,,,,,,,,,,,,,,,37.569593,127.0266746
104,,,,,,,,,,,,,,,,,,,,37.5317518,127.0793493
105,,,,,,,,,,,,,,,,,,,,37.5533088,127.0195232
106,,,,,,,,,,,,,,,,,,,,37.5659239,127.0814283
107,,,,,,,,,,,,,,,,,,,,37.5552818,127.1127862
108,,,,,,,,,,,,,,,,,,,,37.5483998,127.0697313
109,,,,,,,,,,,,,,,,,,,,37.6453396,127.0153187
110,,,,,,,,,,,,,,,,,,,,37.5348747,127.0703598
111,,,,,,,,,,,,,,,,,,,,37.61124909999999,127.0287759
112,,,,,,,,,,,,,,,,,,,,37.5544972,127.0870554
113,,,,,,,,,,,,,,,,,,,,37.5420368,127.0952643
114,,,,,,,,,,,,,,,,,,,,37.6258099,127.0184618
115,,,,,,,,,,,,,,,,,,,,37.544695,127.087674
116,,,,,,,,,,,,,,,,,,,,37.532985,127.0679062
117,,,,,,,,,,,,,,,,,,,,37.5323375,127.0857348
118,,,,,,,,,,,,,,,,,,,,36.12707109999999,-79.86071799999999
119,,,,,,,,,,,,,,,,,,,,37.5464214,126.9266953
120,,,,,,,,,,,,,,,,,,,,36.12707109999999,-79.86071799999999
121,,,,,,,,,,,,,,,,,,,,37.55177,127.0902383
122,,,,,,,,,,,,,,,,,,,,37.5387348,127.0961255
123,,,,,,,,,,,,,,,,,,,,37.5754986,126.8899652
124,3020000.0,3.02e+17,20021223.0,,1.0,영업/정상,0.0,정상,,,,,711-4527,0.0,,서울특별시 용산구 효창동 70-11번지 ,서울특별시 용산구 백범로 293 (효창동),4317.0,효창동물병원,37.5320448,127.078797
125,3020000.0,3.02e+17,20021223.0,,1.0,영업/정상,0.0,정상,,,,,778-7582,51.4,,서울특별시 용산구 후암동 63-1번지 지상1층 ,서울특별시 용산구 후암로 51 지상1층 (후암동),4325.0,남산동물병원,37.5535934,127.0791827
126,3020000.0,3.02e+17,20051104.0,,1.0,영업/정상,0.0,정상,,,,,795-2184,36.19,,서울특별시 용산구 한남동 653-26번지 ,서울특별시 용산구 대사관로 32 (한남동),4403.0,펫토이동물병원,37.5504897,127.071146
127,3020000.0,3.02e+17,20110126.0,,1.0,영업/정상,0.0,정상,,,,,713-0053,32.4,,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,서울특별시 용산구 백범로 341 A동 지상1층 106호 (원효로1가 리첸시아 용산),4315.0,엉클장동물병원,37.5626197,127.0853672
128,3110000.0,3.11e+17,20210908.0,,1.0,영업/정상,0.0,정상,,,,,,217.0,,서울특별시 은평구 진관동 63 롯데몰 은평점,서울특별시 은평구 통일로 1050 롯데몰 은평점 2층 (진관동),3306.0,아이러브펫동물병원 은평점,37.5627064,127.0815561
129,3020000.0,3.02e+17,20090501.0,,1.0,영업/정상,0.0,정상,,,,,792-7585,0.0,,서울특별시 용산구 이태원동 225-93번지 ,서울특별시 용산구 회나무로13길 6 (이태원동),4344.0,라온동물병원,37.5595296,127.0878678
130,3210000.0,3.21e+17,20031201.0,,1.0,영업/정상,0.0,정상,,,,,02-586-7501,92.8,,서울특별시 서초구 서초동 1343-1,서울특별시 서초구 효령로 384 (서초동),,메디펫 동물병원,37.5419717,127.0767285
131,3020000.0,3.02e+17,20170308.0,,1.0,영업/정상,0.0,정상,,,,,02-749-7588,40.51,,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,서울특별시 용산구 이촌로 248 11동 102호 (이촌동 한강맨션),4426.0,베이동물병원,37.5361052,127.0840481
132,3030000.0,3.03e+17,20140901.0,,1.0,영업/정상,0.0,정상,,,,,02-3394-7530,111.1,,서울특별시 성동구 용답동 74-2번지 ,서울특별시 성동구 천호대로 288 (용답동),4804.0,24시LC동물의료센터,37.5478086,127.1052825
133,3030000.0,3.03e+17,20161219.0,,1.0,영업/정상,0.0,정상,,,,,02-2282-7501,43.8,,서울특별시 성동구 옥수동 528번지 이편한세상옥수파크힐스 ,서울특별시 성동구 매봉길 50 (옥수동 이편한세상옥수파크힐스),4731.0,스테이동물병원,37.5466951,127.0914159
134,3020000.0,3.02e+17,20050624.0,,1.0,영업/정상,0.0,정상,,,,,792-7602,107.5,,서울특별시 용산구 이태원동 21-1 태광빌딩 1층,서울특별시 용산구 보광로 90 태광빌딩 1층 (이태원동),4406.0,청화종합동물병원,37.560789,127.0812197
135,3020000.0,3.02e+17,20180514.0,,1.0,영업/정상,0.0,정상,,,,,02-797-1275,73.0,,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호,서울특별시 용산구 서빙고로 35 101동 101호 (한강로3가 용산시티파크1단지),4385.0,워너비동물병원 용산점,37.53581800000001,127.0683505
136,3030000.0,3.03e+17,20161122.0,,1.0,영업/정상,0.0,정상,,,,,02-468-7975,17.5,,서울특별시 성동구 성수동1가 22-28번지 1층 ,서울특별시 성동구 성수일로 33 1층 (성수동1가 정인숙보습학원),4779.0,포레동물병원,37.5519052,127.0753928
137,3000000.0,3e+17,20171116.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호,서울특별시 종로구 송월길 99 상가동 2층 2229호 (홍파동 경희궁자이 2단지),3165.0,경희궁 바른 동물병원,37.5368792,127.0617852
138,3030000.0,3.03e+17,20180706.0,,1.0,영업/정상,0.0,정상,,,,,02-466-8215,51.0,,서울특별시 성동구 성수동1가 718번지 트리마제 ,서울특별시 성동구 왕십리로 16 (성수동1가 트리마제),4773.0,달링동물병원,37.5624816,127.0879031
139,3030000.0,3.03e+17,20180330.0,,1.0,영업/정상,0.0,정상,,,,,02-2039-7572,50.0,,서울특별시 성동구 하왕십리동 1070번지 센트라스 ,서울특별시 성동구 왕십리로 410 (하왕십리동 센트라스),4701.0,다온동물병원,37.5750329,127.0496055
140,3030000.0,3.03e+17,20170119.0,,1.0,영업/정상,0.0,정상,,,,,02-2297-9300,35.0,,,서울특별시 성동구 왕십리로 410 127동 지하층 030호 (하왕십리동 센트라스),4701.0,바라봄동물병원,37.5143172,127.0433865
141,3030000.0,3.03e+17,20190513.0,,1.0,영업/정상,0.0,정상,,,,,234094640,30.68,,서울특별시 성동구 송정동 79-2번지 ,서울특별시 성동구 광나루로 337 (송정동),4801.0,수동물병원,37.5771457,127.0358247
142,3030000.0,3.03e+17,20190725.0,,1.0,영업/정상,0.0,정상,,,,,264546182,42.24,,서울특별시 성동구 행당동 155-1번지 파크에비뉴 엔터식스 ,서울특별시 성동구 왕십리로 241 4층 (행당동 서울숲 더샵),4765.0,바우라움동물병원,37.5719794,127.0238816
143,3030000.0,3.03e+17,20190919.0,,1.0,영업/정상,0.0,정상,,,,,02-2295-9888,0.0,,서울특별시 성동구 하왕십리동 1070번지 센트라스상가 D동 106호,서울특별시 성동구 왕십리로 410 D동 106호 (하왕십리동 센트라스),4701.0,베이지동물병원,37.5650413,127.0673476
144,,,,,,,,,,,,,,,,,,,,37.5724575,127.0730343
145,,,,,,,,,,,,,,,,,,,,37.585921,127.043576
146,,,,,,,,,,,,,,,,,,,,37.5778143,127.0584687
147,,,,,,,,,,,,,,,,,,,,37.5805243,127.0267723
148,,,,,,,,,,,,,,,,,,,,37.5728637,127.071407
149,,,,,,,,,,,,,,,,,,,,37.5845516,127.0440407
150,,,,,,,,,,,,,,,,,,,,37.5940109,127.0588603
151,,,,,,,,,,,,,,,,,,,,37.57262679999999,127.057651
152,,,,,,,,,,,,,,,,,,,,37.5807809,127.0698821
153,,,,,,,,,,,,,,,,,,,,37.57888080000001,127.0696884
154,,,,,,,,,,,,,,,,,,,,37.5910801,127.0664997
155,,,,,,,,,,,,,,,,,,,,37.5666132,127.05585
156,,,,,,,,,,,,,,,,,,,,37.5753938,127.0548231
157,,,,,,,,,,,,,,,,,,,,37.5984506,127.0618484
158,,,,,,,,,,,,,,,,,,,,37.573679,127.0523385
159,,,,,,,,,,,,,,,,,,,,37.5903192,127.0541137
160,,,,,,,,,,,,,,,,,,,,37.503666,126.9100392
