,Unnamed: 0,구분,업체명,전화번호,소재지,인허가번호,위도,경도
162,162,운송,리치형아,***********,서울특별시 강동구 명일동,324000003720200019,,
163,163,운송,펫캡,***********,서울특별시 강동구 천호동,324000003720200004,,
164,164,운송,신상호 펫택시,***********,서울특별시 강동구 천호동,324000003720190008,32.8954834,-96.8931556
165,165,운송,비케이 인터내셔날,***********,서울특별시 강동구 암사동,324000003720180005,37.3661077,127.1053796
166,166,운송,시나몬,***********,부산광역시 중구 남포동5가,325000003720200002,37.1886923,-93.2212883
167,167,운송,뚱보네펫택시,***********,부산광역시 서구 남부민동,326000003720190001,35.0845175,129.0212097
168,168,운송,펫미업,***********,부산광역시 영도구 봉래동4가,328000003720190002,,
169,169,운송,486펫콜,***********,부산광역시 부산진구 당감동,329000003720210001,35.16376899999999,129.0687609
170,170,운송,애견펫택시 펫밴,1600-9432,부산광역시 부산진구 부전동,329000003720180039,37.6636836,126.7645491
171,171,위탁관리 운송,486,***********,부산광역시 부산진구 부전동,329000003720180006,29.864017,-95.72123590000001
172,172,운송,개폼,***********,부산광역시 남구 문현동,330000003720180036,35.142663,129.0662046
173,173,운송,런닝펫,***********,부산광역시 동래구 온천동,330000003720180010,35.2059413,129.0756587
174,174,운송,묘한호텔,***********,부산광역시 남구 용호동,331000003720200009,37.5299712,126.8493933
175,175,운송,486펫콜 2호점,***********,부산광역시 남구 우암동,331000003720190005,35.16376899999999,129.0687609
176,176,운송,부산펫(주),051-604-7522,부산광역시 남구 대연동,331000003720180022,35.1663684,129.133442
177,177,운송,파란 해운대,***********,부산광역시 해운대구 좌동,333000003720210030,35.165169,129.1639948
178,178,운송,파파 펫택시,***********,부산광역시 해운대구 재송동,333000003720210017,37.4447113,126.6785291
179,179,운송,일구팔이 독 하우스,051-746-1982,부산광역시 해운대구 우동,333000003720200019,,
180,180,운송,해운대 펫택시,***********,부산광역시 해운대구 우동,333000003720200003,35.136927,129.0983551
181,181,운송,tak 타요 개린이,***********,부산광역시 해운대구 재송동,333000003720200001,,
182,182,운송,펫타고,***********,부산광역시 해운대구 송정동,333000003720190021,35.1884347,129.2060785
183,183,운송,쪼꼬네 펫콜,***********,부산광역시 해운대구 재송동,333000003720180013,,
184,184,운송,펫시(petsee),***********,부산광역시 해운대구 반여동,333000003720180003,,
185,185,위탁관리 미용 운송,스파보드레,***********,부산광역시 사하구 다대동,334000003720210002,37.6596981,126.7665749
186,186,운송,펫콜486(사하점),***********,부산광역시 사하구 하단동,334000003720200005,,
187,187,판매 위탁관리 미용 운송,도그라이프,051-266-3268,부산광역시 사하구 다대동,334000003720180019,35.8650633,128.5967672
188,188,위탁관리 미용 운송,해피멍,051-265-8454,부산광역시 사하구 장림동,334000003720180016,37.8427182,127.712773
189,189,운송,Petsco,***********,부산광역시 사하구 다대동,334000003720180008,36.7406464,-95.9479223
190,190,운송,최철식,***********,부산광역시 사하구 하단동,334000003720180001,,
191,191,운송,HC global,***********,부산광역시 남구 대연동,335000003720200003,37.78987000000001,-122.4053382
192,192,운송,파트라슈 펫 택시,***********,부산광역시 금정구 남산동,335000003720190015,,
193,193,운송,아껴줄개,***********,부산광역시 연제구 연산동,337000003720200003,35.192039,129.100007
194,194,위탁관리 운송,러블리펫텔,***********,부산광역시 연제구 거제동,337000003720190005,,
195,195,위탁관리 운송,오구오구퍼피 광안점,***********,부산광역시 수영구 남천동,338000003720210009,35.1668417,129.162725
196,196,운송,486 펫택시(수영망미점),-,부산광역시 수영구 광안동,338000003720210002,35.145615,129.1130831
197,197,운송,야옹아놀자 부산 광안리점,051-757-9993,부산광역시 수영구 광안동,338000003720190010,35.2668905,129.0873475
198,198,운송,486펫콜 사상점,***********,부산광역시 사상구 모라동,339000003720210003,35.16376899999999,129.0687609
199,199,위탁관리 운송,고양이는 외계인,***********,부산광역시 사상구 감전동,339000003720200002,,
200,200,위탁관리 미용 운송,희야네 애견미용실,***********,부산광역시 사상구 모라동,339000003720200001,35.1884762,128.9884578
201,201,운송,밤벨 펫택시,***********,부산광역시 기장군 장안읍 좌천리,340000003720200007,,
202,202,운송,하울팟 부산케어센터,051-604-7268,부산광역시 기장군 기장읍 시랑리,340000003720180052,35.1974219,129.2280627
203,203,운송,신독스에어(Shindogs Air),***********,부산광역시 기장군 기장읍 석산리,340000003720180050,,
204,204,운송,어라운드펫,***********,부산광역시 기장군 장안읍 좌천리,340000003720180043,35.3205036,129.2352401
205,205,운송,도그스테이,***********,대구광역시 중구 남산동,341000003720180018,35.8376408,128.5672765
206,206,운송,이재룡의 뭉개뭉개 유치원,0539650854,대구광역시 동구 각산동,342000003720210007,35.878398,128.712347
207,207,운송,간지나개,***********,대구광역시 동구 신천동,342000003720200008,36.6206292,127.4273329
208,208,운송,펫콜,***********,대구광역시 동구 신암동,342000003720190016,35.16376899999999,129.0687609
209,209,운송,젠틀펫,053-586-3512,대구광역시 서구 중리동,343000003720200002,33.8184525,-118.0698131
210,210,운송,고고펫,***********,대구광역시 서구 평리동,343000003720190005,37.5286173,127.1322283
211,211,운송,핑크강아지,-,대구광역시 남구 대명동,344000003720210008,35.8377985,128.5695029
212,212,운송,로이펫택시,-,대구광역시 남구 봉덕동,344000003720210002,37.4044542,126.9698356
213,213,운송,도그앤브루,***********,대구광역시 남구 봉덕동,344000003720190007,35.833221,128.6221582
214,214,위탁관리 운송,모모댕댕,***********,대구광역시 북구 태전동,345000003720210010,,
215,215,운송,알로몽,***********,대구광역시 수성구 두산동,346000003720210005,46.2139274,-74.58574709999999
216,216,운송,펫911,***********,대구광역시 수성구 중동,346000003720210002,,
217,217,운송,체리 퍼피앤캣,***********,대구광역시 수성구 만촌동,346000003720200044,35.8501854,128.6521176
218,218,운송,원쿡,***********,대구광역시 수성구 대흥동,346000003720200018,35.831882,128.6852301
219,219,운송,모모댕댕,***********,대구광역시 달서구 대곡동,347000003720210002,,
220,220,운송,486 펫콜,***********,대구광역시 달서구 이곡동,347000003720200012,35.16376899999999,129.0687609
221,221,운송,원쿡 펫택시,***********,대구광역시 달서구 이곡동,347000003720180097,35.8560435,128.4960012
222,222,운송,부르멍 펫택시,***********,대구광역시 달성군 다사읍 세천리,348000003720210011,36.3234946,127.3808831
223,223,운송,모시개냥,***********,대구광역시 달성군 유가읍 봉리,348000003720200017,,
224,224,운송,PET CALL,***********,대구광역시 달성군 화원읍 구라리,348000003720200005,26.571047,-80.147286
225,225,운송,예뻐지냥,***********,대구광역시 달성군 화원읍 구라리,348000003720180014,35.8097724,128.509146
226,226,운송,AMI PET CONSULT,-,인천광역시 중구 중산동,349000003720210018,,
227,227,운송,똥꼬발랄 아람네,***********,인천광역시 중구 송월동2가,349000003720180009,,
228,228,운송,펫이즈,1522-0769,인천광역시 연수구 송도동,350000003720200002,37.5355914,127.2028813
229,229,운송,드라이브 위드 조이,***********,인천광역시 중구 송학동3가,350000003720190004,,
230,230,운송,홍익인용펫,***********,인천광역시 미추홀구 용현동,351050003720210011,37.5515814,126.9249751
231,231,수입 판매 전시 위탁관리 미용 운송,개떼라떼,***********,인천광역시 미추홀구 도화동,351050003720210010,,
232,232,운송,펫이즈,-,인천광역시 미추홀구 주안동,351050003720200024,37.5355914,127.2028813
233,233,운송,정성카,-,인천광역시 미추홀구 도화동,351050003720200019,35.2525304,129.2142872
234,234,운송,펫이즈,-,인천광역시 미추홀구 문학동,351050003720200014,37.5355914,127.2028813
235,235,판매 위탁관리 미용 운송,펫커트랜드,***********,인천광역시 미추홀구 주안동,351050003720200011,28.0645233,-82.4280445
236,236,운송,유혜원 펫택시,***********,인천광역시 미추홀구 주안동,351050003720200008,36.3234946,127.3808831
237,237,운송,아지냥이콜,***********,인천광역시 미추홀구 학익동,351050003720180023,,
238,238,운송,불티나 펫,***********,인천광역시 미추홀구 숭의동,351050003720180002,36.8094444,127.1613889
239,239,운송,하이포우(hipaw),032-278-6138,인천광역시 연수구 송도동,352000003720210025,,
240,240,운송,놀러들오개,***********,인천광역시 연수구 옥련동,352000003720210004,37.86605590000001,127.718887
241,241,운송,"아름다운동물병원(이쁘개, 아름답게)",***********,인천광역시 연수구 송도동,352000003720200016,,
242,242,운송,포미네,***********,인천광역시 연수구 송도동,352000003720200011,35.1878188,126.9020125
243,243,운송,지엔밸류홀딩스 주식회사,032-831-8943,인천광역시 연수구 송도동,352000003720190031,37.4780439,126.8815648
244,244,운송,(주)펫잇,***********,인천광역시 연수구 송도동,352000003720190028,37.7418432,128.9833
245,245,운송,반려동물 이동서비스,***********,인천광역시 연수구 연수동,352000003720190026,37.495505,127.0375434
246,246,운송,Pet Van Uncle JOO(펫 택시),***********,인천광역시 연수구 선학동,352000003720190016,40.7948672,-74.21613470000001
247,247,판매 위탁관리 미용 운송,블루큐브,***********,인천광역시 연수구 연수동,352000003720180026,35.821809,-78.629102
248,248,판매 위탁관리 미용 운송,멍쮸,032-812-9009,인천광역시 연수구 연수동,352000003720180025,37.4252849,126.6824798
249,249,운송,가이아의 정원,032-462-0312,인천광역시 남동구 논현동,353000003720210026,41.1431037,-8.6158052
250,250,운송,펫이즈,-,인천광역시 남동구 만수동,353000003720210021,37.5355914,127.2028813
251,251,운송,탱크,***********,인천광역시 남동구 구월동,353000003720210010,37.3216472,-94.8211216
252,252,운송,베스트프렌 독,032-466-3171,인천광역시 남동구 구월동,353000003720210009,28.4578755,-81.4635378
253,253,운송,펫이즈,1522-0769,인천광역시 남동구 만수동,353000003720210003,37.5355914,127.2028813
254,254,운송,김영찬,***********,인천광역시 남동구 만수동,353000003720200029,37.4964279,126.9525823
255,255,운송,댕댕카,***********,인천광역시 남동구 구월동,353000003720200027,34.9447973,127.4881534
256,256,운송,예스 애니멀,***********,인천광역시 남동구 만수동,353000003720190052,,
257,257,운송,뚱이네 애견택시,***********,인천광역시 남동구 서창동,353000003720190030,35.95843,129.4064824
258,258,운송,댕고카,***********,인천광역시 남동구 논현동,353000003720180156,,
259,259,운송,컴투펫 인천점,***********,인천광역시 남동구 간석동,353000003720180092,37.5327963,127.0854067
260,260,운송,애견미용샵,***********,인천광역시 남동구 만수동,353000003720180086,40.8525419,-73.9862627
261,261,운송,펫 플러스 pet plus,-,인천광역시 남동구 만수동,353000003720180077,35.627814,139.7731896
262,262,운송,너티독하우스,032-469-0118,인천광역시 남동구 수산동,353000003720180054,37.4372493,126.722583
263,263,운송,아셀이네펫콜,***********,인천광역시 남동구 만수동,353000003720180037,37.451842,126.7040845
264,264,운송,펫밀리,070-4306-6902,인천광역시 남동구 간석동,353000003720180036,37.4678024,126.6985758
265,265,운송,두산이네 애견샵,***********,인천광역시 남동구 구월동,353000003720180021,37.4470488,126.70625
266,266,운송,개편한세상,032-469-2223,인천광역시 남동구 구월동,353000003720180014,37.4628323,126.7089045
267,267,운송,행복하개,070-7777-5584,인천광역시 남동구 만수동,353000003720180012,37.4894528,127.4759203
268,268,운송,펫이즈,1522-0769,인천광역시 부평구 갈산동,354000003720210014,37.5355914,127.2028813
269,269,운송,펫프렌즈,***********,인천광역시 부평구 부평동,354000003720210009,37.5113105,127.0498419
270,270,운송,든든,***********,인천광역시 부평구 산곡동,354000003720200036,37.548961,126.917566
271,271,운송,24시 펫미업,***********,인천광역시 부평구 산곡동,354000003720200025,,
272,272,운송,반려동물 이동서비스,***********,인천광역시 부평구 부평동,354000003720200017,37.495505,127.0375434
273,273,운송,빛나라 퍼피,070-8770-8333,인천광역시 부평구 갈산동,354000003720200016,35.1878852,129.1043158
274,274,운송,유영민펫택시,***********,인천광역시 부평구 구산동,354000003720190019,,
275,275,운송,위드펫택시,-,인천광역시 부평구 갈산동,354000003720180082,35.2128085,126.883376
