,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),축산업무구분명,축산물가공업구분명,축산일련번호,권리주체일련번호,총인원,위도,경도
36,3220000.0,3.2200000132019e+17,20191216.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 강남구 역삼동 809번지 비제바노 ,서울특별시 강남구 강남대로 464 비제바노 525호 (역삼동),6123.0,HnCmedical,20191216154546.0,I,2019-12-18 00:23:26.0,,202161.020617773,444633.499865115,동물용의료용구판매업,,,000,,37.466266,127.1167873
37,3220000.0,3.2200000132019e+17,20190723.0,,1.0,영업/정상,0.0,정상,,,,,02-557-2535,,,서울특별시 강남구 삼성동 143-28번지 동원빌딩 ,서울특별시 강남구 테헤란로77길 7 동원빌딩 1층 (삼성동),6159.0,GS25 강남동원점,20190723094345.0,I,2019-07-25 02:21:44.0,,204746.52560931,444968.02756788,동물용의료용구판매업,,,L00,,37.4973823,127.0315957
38,3220000.0,3.2200000132019e+17,20190719.0,,1.0,영업/정상,0.0,정상,,,,,070-4870-4477,,,서울특별시 강남구 논현동 16-3번지 ,서울특별시 강남구 도산대로4길 12 장원빌딩 203호 (논현동),6038.0,주식회사 봄프렌즈,20190719155656.0,I,2019-07-21 02:21:42.0,,201788.631995716,445940.200333341,동물용의료용구판매업,,,L00,,37.5079381,127.0450967
39,3230000.0,3.2300000132021e+17,20210120.0,,1.0,영업/정상,0.0,정상,,,,,070-4792-3150,,,서울특별시 송파구 방이동 110 송암빌딩,서울특별시 송파구 백제고분로 446 송암빌딩 342호 (방이동),5641.0,이현코리아,20210120100048.0,I,2020-11-30 22:02:00.0,,209896.270852095,445366.660997995,,,,,,37.5320974,126.860238
40,3220000.0,3.2200000132019e+17,20190718.0,,1.0,영업/정상,0.0,정상,,,,,02-557-2535,,,서울특별시 강남구 삼성동 143-28번지 동원빌딩 ,서울특별시 강남구 테헤란로77길 7 동원빌딩 (삼성동),6159.0,GS25강남동원점,20190718133200.0,I,2019-07-20 02:21:41.0,,204746.52560931,444968.02756788,동물용의료용구판매업,,,L00,,37.5034563,127.0518801
41,3220000.0,3.2200000132019e+17,20190424.0,,1.0,영업/정상,0.0,정상,,,,,02-2052-9900,,,서울특별시 강남구 역삼동 822-7번지 목화밀라트 ,서울특별시 강남구 테헤란로 113 목화밀라트 2층 (역삼동),6134.0,(주)엘에스텍,20190424154919.0,I,2019-04-26 02:20:49.0,,202541.936344486,444085.407169519,동물용의료용구판매업,,,000,,37.5104281,127.1127462
42,3220000.0,3.2200000132019e+17,20190501.0,,1.0,영업/정상,0.0,정상,,,,,02-6378-8777,,,서울특별시 강남구 세곡동 433-2번지 ,서울특별시 강남구 헌릉로569길 52-23 지하1층 (세곡동),6376.0,메디레이,20190501164620.0,I,2019-05-03 02:20:36.0,,208530.352121062,440701.115748256,동물용의료용구판매업,,,000,,37.4945588,127.0357472
43,3220000.0,3.2200000132019e+17,20190515.0,,1.0,영업/정상,0.0,정상,,,,,02-2088-4866,,,서울특별시 강남구 신사동 608-10번지 ,서울특별시 강남구 압구정로34길 26 4층 (신사동),6022.0,(주)펫슬랩(PETXLAB),20190515133831.0,I,2019-05-17 02:20:47.0,,202628.795701559,447126.299238418,동물용의료용구판매업,,,L00,,37.5260757,127.0407033
44,3220000.0,3.2200000132019e+17,20190114.0,,1.0,영업/정상,0.0,정상,,,,,02-558-0002,,,서울특별시 강남구 역삼동 605-12번지 대암빌딩 202호,서울특별시 강남구 봉은사로24길 9 대암빌딩 202호 (역삼동),6125.0,주식회사 마벨파트너스,20190114133935.0,I,2019-01-16 02:20:50.0,,202824.919218223,444890.826939181,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
45,3220000.0,3.2200000132001e+17,20010427.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강남구 삼성동 142-6번지 ,,,(주)에이취브라더스,20100617115756.0,I,2018-08-31 23:59:59.0,,204411.774291613,444853.967272591,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
46,3220000.0,3.2200000132001e+17,20010514.0,,1.0,영업/정상,0.0,정상,,,,,3453-2600,0.0,,서울특별시 강남구 삼성동 166-4번지 준성빌딩 12 층 ,서울특별시 강남구 봉은사로108길 39 (삼성동),6172.0,히타치아로카메디칼한국 주식회사,20150422112120.0,I,2018-08-31 23:59:59.0,,205686.697494217,445592.032748014,동물용의료용구판매업,,,L00,,37.5923452,127.0880574
47,3220000.0,3.2200000132012e+17,20120625.0,,1.0,영업/정상,0.0,정상,,,,,317-2725,,,서울특별시 강남구 대치동 890번지 T412 ,서울특별시 강남구 테헤란로 412 T412 13층 (대치동),6193.0,한국조에티스 주식회사,20200327161040.0,U,2020-03-29 02:40:00.0,,202722.53183055,444055.07069569,동물용의료용구판매업,,,L00,,37.5093771,127.089127
48,3220000.0,3.2200000132013e+17,20130401.0,,1.0,영업/정상,0.0,정상,,,,,5424499,39.78,,,서울특별시 강남구 압구정로 461 지하1층 B111호 (청담동),6011.0,(주)디트리커뮤니케이션즈,20130401142458.0,I,2018-08-31 23:59:59.0,,204106.015311916,447005.981863766,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
49,3220000.0,3.2200000132014e+17,20140602.0,,1.0,영업/정상,0.0,정상,,,,,02-6201-3341,,,서울특별시 강남구 논현동 119번지 POBA강남타워 7층 8층 ,서울특별시 강남구 학동로 343 (논현동 POBA강남타워 7층 8층),6060.0,지이헬스케어코리아(주),20171123145413.0,I,2018-08-31 23:59:59.0,,203522.611749323,446136.224971923,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
50,3220000.0,3.2200000132014e+17,20140611.0,,1.0,영업/정상,0.0,정상,,,,,6201-3341,,,경기도 성남시 중원구 상대원동 119번지 POBA 강남타워 7층 8층 ,서울특별시 강남구 학동로 343 (논현동 POBA 강남타워 7층 8층),6060.0,지이헬스케어코리아(주),20170808092610.0,I,2018-08-31 23:59:59.0,,215809.975356468,438371.11105825,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
51,3220000.0,3.2200000132016e+17,20161109.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 강남구 수서동 724번지 로즈데일오피스텔 1612호,서울특별시 강남구 광평로 280 1612호 (수서동 로즈데일오피스텔),6367.0,강화메디테크,20161108222923.0,I,2018-08-31 23:59:59.0,,209052.072465426,442797.138150563,동물용의료용구판매업,,,000,,37.4856863,127.1302903
52,3220000.0,3.2200000132017e+17,20170817.0,,1.0,영업/정상,0.0,정상,,,,,02-527-5358,,,서울특별시 강남구 역삼동 735번지 15층 ,서울특별시 강남구 테헤란로 132 15층 (역삼동 한독약품빌딩),6235.0,(주)한독,20170817094903.0,I,2018-08-31 23:59:59.0,,202852.091533547,444118.060464957,동물용의료용구판매업,,,L00,,37.5119579,127.1164461
53,3220000.0,3.2200000132018003e+17,20180427.0,,1.0,영업/정상,0.0,정상,,,,,,146.88,,서울특별시 강남구 세곡동 433-2번지 ,서울특별시 강남구 헌릉로569길 52-23 (세곡동),6376.0,주식회사 레이투테크,20180427162156.0,I,2018-08-31 23:59:59.0,,208530.352121062,440701.115748256,동물용의료용구판매업,,,000,,37.5050005,127.0882544
54,3220000.0,3.2200000132018003e+17,20180508.0,,1.0,영업/정상,0.0,정상,,,,,070-8871-8877,,,서울특별시 강남구 역삼동 824-29번지 225호,서울특별시 강남구 테헤란로8길 22 화인빌딩 225호 (역삼동),6233.0,클라이네독,20180508162649.0,I,2018-08-31 23:59:59.0,,202721.213833334,443912.486403479,동물용의료용구판매업,,,000,,37.4941097,127.0106092
55,3220000.0,3.2200000132018003e+17,20180508.0,,1.0,영업/정상,0.0,정상,,,,,02-6339-1800,,,서울특별시 강남구 역삼동 683-34번지 새롬빌딩 2층 ,서울특별시 강남구 선릉로 551 새롬빌딩 2층 (역삼동),6145.0,주식회사 핏펫,20180508165119.0,I,2018-08-31 23:59:59.0,,203923.219525223,445068.877036978,동물용의료용구판매업,,,000,,37.4942962,127.120541
56,3150000.0,3.150000013202e+17,20200612.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 강서구 화곡동 799-10번지 2-3호,서울특별시 강서구 곰달래로 245 (화곡동),7741.0,한스테크,20200612183301.0,I,2019-12-05 23:04:00.0,,187579.647224357,447775.786483583,,,,,,37.5113497,127.1236513
57,3220000.0,3.2200000132021e+17,20210906.0,,1.0,영업/정상,0.0,정상,,,,,02-1544-9667,,,서울특별시 강남구 삼성동 ***-**,서울특별시 강남구 선릉로**길 ** *층 (삼성동),6160.0,주식회사 봄프렌즈,20210906092223.0,I,2020-12-09 00:08:00.0,,204543.308089275,444882.509077664,,,,,,37.537144,127.1195673
58,3230000.0,3.2300000132021e+17,20210120.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 방이동 110 송암빌딩,서울특별시 송파구 백제고분로 446 송암빌딩 306호 (방이동),5641.0,강윤글로벌,20210120111729.0,I,2020-11-30 22:02:00.0,,209896.270852095,445366.660997995,,,,,,37.497407,127.1270681
59,3220000.0,3.2200000132018003e+17,20180608.0,,1.0,영업/정상,0.0,정상,,,,,02-569-4620,,,서울특별시 강남구 역삼동 789-4번지 영빌딩 ,서울특별시 강남구 역삼로 150 영빌딩 (역삼동),6249.0,폴리파크 역삼점,20180608135330.0,I,2018-08-31 23:59:59.0,,203094.426937191,443599.244517715,동물용의료용구판매업,,,000,,37.5027949,127.0925158
60,3220000.0,3.220000013202e+17,20200328.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 강남구 청담동 84-14번지 ,서울특별시 강남구 도산대로55길 37 피지에스빌딩 3층 (청담동),6014.0,주식회사 키베이직,20200330135609.0,I,2020-04-01 00:23:21.0,,203530.921803555,447093.065729941,동물용의료용구판매업,,,L00,,37.508384,127.086199
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5027949,127.0925158
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5102112,127.1172268
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5102112,127.1172268
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5040891,126.8606459
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5093771,127.089127
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5007959,127.147566
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4850892,127.1332182
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.499159,127.1008847
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4775761,127.125043
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5043252,127.0953916
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4775761,127.125043
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5352071,127.1152746
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4775761,127.125043
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5009452,127.0361278
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4941097,127.0106092
76,3220000.0,3.2200000131997e+17,19970524.0,,4.0,취소/말소/만료/정지/중지,4.0,말소,,,,,,0.0,,서울특별시 강남구 삼성동 166-3번지 경인빌딩 204호 ,,,대선메디칼상사,20070725111829.0,I,2018-08-31 23:59:59.0,,205711.214362101,445611.034751079,동물용의료용구판매업,,,000,,37.4775761,127.125043
77,3220000.0,3.2200000132e+17,20000318.0,,4.0,취소/말소/만료/정지/중지,4.0,말소,,,,,,0.0,,서울특별시 강남구 대치동 1001-4번지 소남빌딩 1층 ,,,일천상역(주),20070725112221.0,I,2018-08-31 23:59:59.0,,205664.855321912,445049.257588426,동물용의료용구판매업,,,L00,,37.5142656,127.1004868
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4873503,126.991276
79,3060000.0,3.0600000132021e+17,20210118.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 중랑구 면목동 91-36 202호,서울특별시 중랑구 봉우재로36길 12 202호 (면목동),2155.0,이번쭈,20210118163625.0,I,2020-11-30 22:00:00.0,,207709.452051737,454455.551533311,,,,,,37.5329614,127.1474639
80,3230000.0,3.2300000132021e+17,20210120.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 잠실동 35 트리지움,서울특별시 송파구 잠실로 62 310동 901호 (잠실동 트리지움),5555.0,마일드마켓,20210120113509.0,I,2020-11-30 22:02:00.0,,207849.576769863,445299.913591118,,,,,,37.4775761,127.125043
81,3220000.0,3.2200000132002003e+17,20020207.0,,4.0,취소/말소/만료/정지/중지,4.0,말소,,,,,,0.0,,서울특별시 강남구 역삼동 726-1번지 근도빌 4층 ,,,(주)소프트바이오기술,20070725112053.0,I,2018-08-31 23:59:59.0,,203359.392915648,444050.063507654,동물용의료용구판매업,,,L00,,37.504631,127.0224878
82,3220000.0,3.2200000131989e+17,19890218.0,,4.0,취소/말소/만료/정지/중지,4.0,말소,,,,,,0.0,,서울특별시 강남구 역삼동 831번지 해천빌딩 305호 ,,,(주)우성과학,20070725110850.0,I,2018-08-31 23:59:59.0,,202558.966746035,443605.422218418,동물용의료용구판매업,,,L00,,37.67480279999999,127.0730618
83,3220000.0,3.2200000131995e+17,19950607.0,,4.0,취소/말소/만료/정지/중지,4.0,말소,,,,,,0.0,,서울특별시 강남구 포이동 214-4번지 삼환빌딩 202호 ,,,동진상사,20070725111354.0,I,2018-08-31 23:59:59.0,,,,동물용의료용구판매업,,,000,,37.5288587,127.1210043
84,3230000.0,3.2300000132019e+17,20191209.0,,1.0,영업/정상,0.0,정상,,,,,02-3400-0950,,,서울특별시 송파구 문정동 644번지 문정현대지식산업센터1-1 ,서울특별시 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 410호 (문정동),5836.0,(주)알에스피글로벌,20191209130245.0,I,2019-12-11 00:23:26.0,,210398.0,442553.0,동물용의료용구판매업,,,000,,37.5294972,127.1208316
85,3230000.0,3.2300000132019e+17,20191212.0,,1.0,영업/정상,0.0,정상,,,,,02-471-0773,,,서울특별시 송파구 방이동 144-10번지 두레빌딩 ,서울특별시 송파구 위례성대로6길 40 두레빌딩 102호 (방이동),5632.0,잠실의료기,20191212091907.0,I,2019-12-14 00:23:26.0,,210227.044813177,445537.010145723,동물용의료용구판매업,,,000,,37.4833536,126.8965156
86,3230000.0,3.2300000132019e+17,20191001.0,,1.0,영업/정상,0.0,정상,,,,,02-2240-5259,,,서울특별시 송파구 잠실동 250-8번지 유니메드빌딩 ,서울특별시 송파구 삼전로 69 유니메드빌딩 5층 (잠실동),5567.0,유니메드제약(주),20191001132058.0,I,2019-10-03 02:22:41.0,,207734.58283021,444762.720149972,동물용의료용구판매업,,,000,,37.5040891,126.8606459
87,3230000.0,3.2300000132019e+17,20190823.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 문정동 642-3번지 문정에스케이브이원지엘메트로시티 ,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 (문정동),5854.0,상정상사(주),20190823173537.0,I,2019-08-25 02:22:10.0,,,,동물용의료용구판매업,,,000,,36.12707109999999,-79.86071799999999
88,3230000.0,3.2300000132019e+17,20190918.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 가락동 79-5번지 밀리아나2차오피스텔 ,서울특별시 송파구 송파대로28길 24 밀리아나2차오피스텔 408호 (가락동),5718.0,주식회사 경쓰,20191209112616.0,U,2019-12-11 02:40:00.0,,210863.691123684,445473.005139359,동물용의료용구판매업,,,000,,36.12707109999999,-79.86071799999999
89,3230000.0,3.2300000132019e+17,20190918.0,,1.0,영업/정상,0.0,정상,,,,,02-555-0444,,,서울특별시 송파구 방이동 193-17번지 광진빌딩 ,서울특별시 송파구 양재대로71길 30-1 광진빌딩 201호 (방이동),5637.0,엠케이(MK)물류,20190918180222.0,I,2019-09-20 02:22:31.0,,210863.691123684,445473.005139359,동물용의료용구판매업,,,000,,37.570488,127.0055101
90,3230000.0,3.2300000132019e+17,20190527.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 풍납동 142-42번지 101호,서울특별시 송파구 바람드리16길 5 (풍납동),5518.0,제이페이버,20190527164144.0,I,2019-05-29 02:20:57.0,,210499.134043032,448332.458688085,동물용의료용구판매업,,,000,,36.12707109999999,-79.86071799999999
91,3230000.0,3.2300000132019e+17,20190422.0,,1.0,영업/정상,0.0,정상,,,,,02-485-2727,,,서울특별시 송파구 오금동 5-5번지 혜암빌딩 ,서울특별시 송파구 중대로 317-10 혜암빌딩 (오금동),5654.0,워크앤런,20190422111415.0,I,2019-04-24 02:20:29.0,,211687.683744262,445186.083801679,동물용의료용구판매업,,,000,,37.5113216,127.0497963
92,3230000.0,3.2300000132019e+17,20190315.0,,1.0,영업/정상,0.0,정상,,,,,02-466-2526,,,서울특별시 송파구 삼전동 28-22번지 두레빌딩 ,서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동),5581.0,애견용품할인매장 도그버디 삼전점,20190320100029.0,U,2019-03-22 02:40:00.0,,207801.420107817,444625.035727762,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
93,3230000.0,3.2300000132019e+17,20190314.0,,1.0,영업/정상,0.0,정상,,,,,02-3432-0909,,,서울특별시 송파구 잠실동 210-47번지 ,서울특별시 송파구 석촌호수로12길 1-18 1층 (잠실동),5564.0,애완용품할인매장 도그버디-잠실점,20190320093501.0,U,2019-03-22 02:40:00.0,,207552.96722862,445137.378559191,동물용의료용구판매업,,,L00,,36.12707109999999,-79.86071799999999
94,3230000.0,3.2300000132019e+17,20190314.0,,1.0,영업/정상,0.0,정상,,,,,02-466-2526,,,서울특별시 송파구 삼전동 28-22번지 두레빌딩 ,서울특별시 송파구 백제고분로 202 두레빌딩 1층 101호 (삼전동),5581.0,애완용품할인매장 도그버디-삼전점,20190320094233.0,U,2019-03-22 02:40:00.0,,207801.420107817,444625.035727762,동물용의료용구판매업,,,L00,,37.4833536,126.8965156
95,3230000.0,3.2300000132019e+17,20190314.0,,1.0,영업/정상,0.0,정상,,,,,02-408-8684,,,서울특별시 송파구 방이동 123번지 ,서울특별시 송파구 백제고분로48길 40 (방이동),5643.0,애완용품할인매장 도그버디-방이점,20190314134529.0,I,2019-03-16 02:21:52.0,,210295.726837349,445339.871097084,동물용의료용구판매업,,,L00,,37.5648952,126.9731143
