,구분,업체명,전화번호,소재지,인허가번호
58,미용,21세기동물병원,02-749-6750,서울특별시 용산구 보광동,302000003720180036
59,미용,좋아서하는동물병원,02-703-0075,서울특별시 용산구 원효로1가,302000003720180021
60,미용,엉클장동물병원,02-713-0053,서울특별시 용산구 원효로1가,302000003720180022
61,미용,금강동물병원,02-798-7512,서울특별시 용산구 이촌동,302000003720180020
62,미용,펫토이동믈병원,02-795-2184,서울특별시 용산구 한남동,302000003720180018
63,미용,24시 시유동물메디컬센터,02-793-0075,서울특별시 용산구 이촌동,302000003720180016
64,미용,베이동물병원,02-749-7588,서울특별시 용산구 이촌동,302000003720180014
65,미용,(주)이상윤동물병원,02-792-5455,서울특별시 용산구 이촌동,302000003720180012
66,미용,이태원동물병원,02-797-6677,서울특별시 용산구 이태원동,302000003720180010
67,미용,펫동물병원,02-3275-0079,서울특별시 용산구 효창동,302000003720180009
68,미용,오렌지애견,02-796-6823,서울특별시 용산구 한강로3가,302000003720180008
69,미용,보광동물병원,02-790-9808,서울특별시 용산구 보광동,302000003720180007
70,미용,포지티브(Pawsitive),02-797-1171,서울특별시 용산구 이태원동,302000003720180006
71,미용,더힐동물의료센터,02-792-8275,서울특별시 용산구 한남동,302000003720180003
72,미용,목욕하는 고양이,02-796-4648,서울특별시 용산구 보광동,302000003720180001
73,미용,다줄,02-798-0077,서울특별시 용산구 한강로3가,302000003720180002
74,미용,서울숲 개구쟁이,02-2281-9005,서울특별시 성동구 금호동4가,303000003720210007
75,미용,펫살롱,***********,서울특별시 성동구 상왕십리동,303000003720210005
76,미용,애니네 반려견 미용실,***********,서울특별시 성동구 금호동1가,303000003720200014
77,미용,오늘동물병원,024697975,서울특별시 성동구 성수동1가,303000003720200006
78,미용,서울숲 dogs,024683694,서울특별시 성동구 성수동1가,303000003720200009
79,미용,나인페츠,07088459101,서울특별시 성동구 성수동1가,303000003720200005
80,미용,개깎쟁이,***********,서울특별시 성동구 행당동,303000003720200002
81,미용,커츄츄,***********,서울특별시 성동구 금호동4가,303000003720200003
82,미용,베이지동물병원,***********,서울특별시 성동구 하왕십리동,303000003720190020
83,미용,주식회사 미래엔에듀케어 바우라움 서울숲 캠퍼스,02-6933-5361,서울특별시 성동구 행당동,303000003720190017
84,미용,"고양아, 안녕?",***********,서울특별시 성동구 마장동,303000003720190014
85,미용,멍멍살롱,***********,서울특별시 성동구 마장동,303000003720190012
86,미용,선녀와 강아지,***********,서울특별시 성동구 홍익동,303000003720190010
87,미용,바스멍,0222997001,서울특별시 성동구 금호동1가,303000003720190009
88,미용,댕댕이 하우스,02-989-5779,서울특별시 성동구 성수동1가,303000003720190006
89,미용,안녕강아지,***********,서울특별시 성동구 금호동4가,303000003720190005
90,미용,도그마 펫살롱,***********,서울특별시 성동구 금호동2가,303000003720190004
91,미용,베이글 버트 그루밍,***********,서울특별시 성동구 성수동1가,303000003720190002
92,미용,24시LC동물의료센터,***********,서울특별시 성동구 용답동,303000003720180063
93,미용,미주 애견,0222968543,서울특별시 성동구 행당동,303000003720180064
94,미용,24시센트럴동물메디컬센터,3395-7975,서울특별시 성동구 행당동,303000003720180060
95,미용,오렌지 동물병원,0222977582,서울특별시 성동구 행당동,303000003720180062
96,미용,한빛동물병원,0222331848,서울특별시 성동구 금호동2가,303000003720180059
97,미용,모동모동,***********,서울특별시 성동구 성수동1가,303000003720180054
98,미용,이윤세 동물병원,***********,서울특별시 성동구 행당동,303000003720180048
99,미용,Show Dog,***********,서울특별시 성동구 행당동,303000003720180046
100,미용,스테이 동물병원,***********,서울특별시 성동구 옥수동,303000003720180045
101,미용,왕십리조은동물병원,***********,서울특별시 성동구 하왕십리동,303000003720180052
102,미용,평화와생명 동물병원,0233950075,서울특별시 성동구 행당동,303000003720180050
103,미용,아지동물병원,***********,서울특별시 성동구 금호동4가,303000003720180041
104,미용,옥수수동물병원,***********,서울특별시 성동구 옥수동,303000003720180043
105,미용,꿈꾸는강아지,***********,서울특별시 성동구 성수동1가,303000003720180040
106,미용,서울숲 동물병원,024662475,서울특별시 성동구 성수동2가,303000003720180028
107,미용,버블퍼피,***********,서울특별시 성동구 하왕십리동,303000003720180037
108,미용,라임동물병원,0222818122,서울특별시 성동구 홍익동,303000003720180036
109,미용,금호동물병원,0222810049,서울특별시 성동구 금호동2가,303000003720180034
110,미용,바둑이 애견미용,0222937933,서울특별시 성동구 금호동4가,303000003720180031
111,미용,제인동물병원,02-468-7582,서울특별시 성동구 성수동2가,303000003720180029
112,미용,바라봄동물병원,***********,서울특별시 성동구 하왕십리동,303000003720180026
113,미용,다온동물병원,***********,서울특별시 성동구 하왕십리동,303000003720180025
114,미용,함께하는 동물병원,0222993283,서울특별시 성동구 옥수동,303000003720180017
115,미용,코코네 강아지 미용실,***********,서울특별시 성동구 용답동,303000003720180022
116,미용,강아지song,024668543,서울특별시 성동구 송정동,303000003720180020
117,미용,앙꼬네 미용실,***********,서울특별시 성동구 행당동,303000003720180021
118,미용,마이뷰티독,***********,서울특별시 성동구 상왕십리동,303000003720180023
119,미용,포레 동물병원,024687975,서울특별시 성동구 성수동1가,303000003720180014
120,미용,웨그앤코(WAG&co),024685999,서울특별시 성동구 성수동2가,303000003720180013
121,미용,한양동물메디컬센터,***********,서울특별시 성동구 행당동,303000003720180011
122,미용,펫365동물병원,0222823653,서울특별시 성동구 금호동4가,303000003720180007
123,미용,달링동물병원,02-466-8215,서울특별시 성동구 성수동1가,303000003720180004
124,미용,텐즈힐 애견미용,***********,서울특별시 성동구 상왕십리동,303000003720180003
125,미용,(주)이마트 성수점 몰리스,02-2104-5024,서울특별시 성동구 성수동2가,303000003720180002
126,미용,루비숑 펫살롱,***********,서울특별시 광진구 구의동,304000003720210009
127,미용,toutou miel,***********,서울특별시 광진구 중곡동,304000003720210007
128,미용,꿀강아지 테리하우스,***********,서울특별시 광진구 중곡동,304000003720210006
129,미용,순수,***********,서울특별시 광진구 중곡동,304000003720210001
130,미용,아낌,***********,서울특별시 광진구 구의동,304000003720200006
131,미용,김고은그루밍#,***********,서울특별시 광진구 중곡동,304000003720200003
132,미용,Onene(오네네),***********,서울특별시 광진구 중곡동,304000003720190014
133,미용,김언니 펫살롱,02-456-6996,서울특별시 광진구 자양동,304000003720190012
134,미용,디어독,02-499-6678,서울특별시 광진구 자양동,304000003720190010
135,위탁관리 미용,Canine Bath House,***********,서울특별시 광진구 자양동,304000003720190008
136,미용,글로벌,02-456-9359,서울특별시 광진구 중곡동,304000003720190007
137,미용,올리스 애견셀프목욕 & 펫살롱,***********,서울특별시 광진구 구의동,304000003720190005
138,미용,컴투펫,***********,서울특별시 광진구 자양동,304000003720190003
139,미용,버블링,***********,서울특별시 광진구 자양동,304000003720180081
140,미용,카나비스 펫(cannabis pet),***********,서울특별시 광진구 중곡동,304000003720180079
141,미용,bijou pet(비쥬펫),02-446-1110,서울특별시 광진구 화양동,304000003720180078
142,미용,쥬라기동물병원,02-455-7570,서울특별시 광진구 광장동,304000003720180072
143,미용,이쁘개멋있개,02-6439-1253,서울특별시 광진구 군자동,304000003720180070
144,미용,도기파크,02-454-8660,서울특별시 광진구 자양동,304000003720180065
145,미용,동서울동물병원,02-444-7533,서울특별시 광진구 광장동,304000003720180067
146,미용,노룬산동물병원,02-464-2748,서울특별시 광진구 자양동,304000003720180063
147,미용,광진24시 필동물병원,02-446-8175,서울특별시 광진구 구의동,304000003720180061
148,미용,빈브레드,***********,서울특별시 광진구 광장동,304000003720180060
149,미용,로얄에이알씨(주),02-468-0955,서울특별시 광진구 자양동,304000003720180055
150,미용,광진 pet,02-3437-0704,서울특별시 광진구 구의동,304000003720180054
151,미용,베이비독,070-7608-4184,서울특별시 광진구 자양동,304000003720180053
152,미용,애플동물병원,02-455-0077,서울특별시 광진구 능동,304000003720180051
153,미용,아차산동물병원,02-452-7580,서울특별시 광진구 구의동,304000003720180049
154,미용,희망애견샵,02-447-1110,서울특별시 광진구 구의동,304000003720180048
155,미용,중앙애견,02-455-0015,서울특별시 광진구 자양동,304000003720180044
156,미용,나루동물병원,02-457-7582,서울특별시 광진구 광장동,304000003720180046
157,미용,로엘동물병원,02-457-8575,서울특별시 광진구 자양동,304000003720180043
158,미용,스마트동물병원 군자점,02-464-7582,서울특별시 광진구 중곡동,304000003720180031
159,미용,이다애견미용실,02-463-7075,서울특별시 광진구 자양동,304000003720180029
160,미용,방주종합동물병원,02-454-9975,서울특별시 광진구 중곡동,304000003720180026
161,미용,피카소 동물병원 미용,02-467-3673,서울특별시 광진구 화양동,304000003720180024
162,미용,용마동물병원,02-446-2349,서울특별시 광진구 중곡동,304000003720180023
163,미용,연두동물병원,02-455-0975,서울특별시 광진구 구의동,304000003720180022
164,미용,(주)이마트 자양점,02-2024-1234,서울특별시 광진구 자양동,304000003720180020
165,미용,준동물병원,-,서울특별시 광진구 자양동,304000003720180019
166,미용,프라임동물병원,-,서울특별시 광진구 구의동,304000003720180015
167,미용,보람동물병원,02-465-7582,서울특별시 광진구 군자동,304000003720180014
168,미용,다온동물병원,02-499-7582,서울특별시 광진구 중곡동,304000003720180013
169,미용,중곡동물병원,02-462-5595,서울특별시 광진구 중곡동,304000003720180012
170,미용,마이아지트,***********,서울특별시 광진구 군자동,304000003720180009
171,미용,멍미,02-453-8383,서울특별시 광진구 구의동,304000003720180008
172,미용,드림펫,***********,서울특별시 광진구 중곡동,304000003720180006
173,미용,서울동물병원,***********,서울특별시 광진구 중곡동,304000003720180004
174,미용,강아지놀이터,02-455-5582,서울특별시 광진구 구의동,304000003720180003
175,미용,코코애견,02-469-0413,서울특별시 광진구 중곡동,304000003720180002
176,미용,우쭈쭈,***********,서울특별시 동대문구 용두동,305000003720210004
177,미용,무브멍트,***********,서울특별시 동대문구 답십리동,305000003720210003
178,미용,신나개,02-2215-3353,서울특별시 동대문구 장안동,305000003720210001
179,미용,아이원 동물병원,02-2217-8930,서울특별시 동대문구 답십리동,305000003720200015
180,미용,호야펫살롱,***********,서울특별시 동대문구 장안동,305000003720200013
181,미용,도그핏애견샵,***********,서울특별시 동대문구 장안동,305000003720200011
182,미용,푸른종합동물병원,02-963-7582,서울특별시 동대문구 청량리동,305000003720200009
183,미용,제연동물병원,02-2242-7975,서울특별시 동대문구 전농동,305000003720200006
184,미용,어디개,***********,서울특별시 동대문구 장안동,305000003720200004
185,미용,산책길(반려동물 미용실),***********,서울특별시 동대문구 답십리동,305000003720200003
186,미용,호두네,***********,서울특별시 동대문구 전농동,305000003720200001
187,미용,꽃길만 걷개,***********,서울특별시 동대문구 장안동,305000003720190019
188,미용,사랑해줄개,***********,서울특별시 동대문구 이문동,305000003720190017
189,미용,배불도기,***********,서울특별시 동대문구 회기동,305000003720190014
190,미용,펫119,02-593-5119,서울특별시 동대문구 답십리동,305000003720190011
191,미용,살롱드폼,031-571-9231,서울특별시 동대문구 장안동,305000003720190009
192,미용,동그라미,***********,서울특별시 동대문구 전농동,305000003720190003
193,미용,시현펫살롱,02-967-7900,서울특별시 동대문구 이문동,305000003720190006
194,미용,바르다펫,070-7799-8956,서울특별시 동대문구 장안동,305000003720190002
195,미용,도그 하우스,***********,서울특별시 동대문구 제기동,305000003720180070
196,미용,애니케어 동물병원,02-967-0877,서울특별시 동대문구 이문동,305000003720180061
197,미용,패션그루머,02-2212-7521,서울특별시 동대문구 전농동,305000003720180060
198,미용,아띠 동물의료센터,02-6242-8275,서울특별시 동대문구 전농동,305000003720180058
199,미용,마이티 그루밍(동대문점),02-2242-6547,서울특별시 동대문구 휘경동,305000003720180057
200,미용,"페트로(Petro, 동물병원)",02-2249-7600,서울특별시 동대문구 장안동,305000003720180054
201,미용,#멍멍,02-3394-5443,서울특별시 동대문구 휘경동,305000003720180055
202,미용,한스 강아지방,02-2244-6262,서울특별시 동대문구 휘경동,305000003720180052
203,미용,버블독,***********,서울특별시 동대문구 장안동,305000003720180049
204,미용,펫아트만,02-2242-5358,서울특별시 동대문구 전농동,305000003720180046
205,미용,그랜드 동물병원,02-2214-6129,서울특별시 동대문구 답십리동,305000003720180043
206,미용,주주 동물병원,02-2244-1081,서울특별시 동대문구 전농동,305000003720180045
207,미용,하나 동물병원,02-6242-7500,서울특별시 동대문구 휘경동,305000003720180041
208,미용,VIP 동물의료센터,02-2215-7522,서울특별시 동대문구 장안동,305000003720180042
209,미용,박철환 동물병원,02-2244-7479,서울특별시 동대문구 장안동,305000003720180039
210,미용,심재웅 동물병원,02-2244-7755,서울특별시 동대문구 휘경동,305000003720180040
211,미용,둥글개 둥글개,02-2242-2249,서울특별시 동대문구 장안동,305000003720180038
212,미용,현대종합펫(현대동물병원),02-2212-7596,서울특별시 동대문구 장안동,305000003720180035
213,미용,그루밍살롱 마루네,***********,서울특별시 동대문구 장안동,305000003720180031
214,미용,그린 동물병원,02-957-7075,서울특별시 동대문구 용두동,305000003720180032
215,미용,하이유 동물병원,02-2242-7510,서울특별시 동대문구 답십리동,305000003720180033
216,미용,앙쥬펫,02-6404-9297,서울특별시 동대문구 장안동,305000003720180026
217,미용,스마트 동물병원,02-2242-0175,서울특별시 동대문구 장안동,305000003720180027
218,미용,장평펫샵(장평동물병원),02-2215-2022,서울특별시 동대문구 장안동,305000003720180025
219,미용,디아크 동물병원,02-960-7501,서울특별시 동대문구 청량리동,305000003720180021
220,미용,더케이 동물병원,02-2213-8875,서울특별시 동대문구 답십리동,305000003720180018
221,미용,뉴월드 동물병원,02-2212-5233,서울특별시 동대문구 답십리동,305000003720180024
222,미용,바론 동물의료센터,02-965-0075,서울특별시 동대문구 이문동,305000003720180020
223,미용,엘 동물병원,02-3295-3927,서울특별시 동대문구 용두동,305000003720180013
224,미용,그루밍 플래너,02-6015-2229,서울특별시 동대문구 답십리동,305000003720180008
225,미용,미니 앤 바니 애견샵,02-3394-5705,서울특별시 동대문구 장안동,305000003720180004
226,미용,퍼피테일,02-3394-8588,서울특별시 동대문구 답십리동,305000003720180006
227,미용,이모네 강아지,***********,서울특별시 중랑구 묵동,306000003720210016
228,미용,마리앤독,02-487-3424,서울특별시 중랑구 중화동,306000003720210014
229,미용,깔끔하개,***********,서울특별시 중랑구 면목동,306000003720210013
230,미용,닥터멍펫샵,02-439-7582,서울특별시 중랑구 면목동,306000003720210012
231,미용,화사하개,***********,서울특별시 중랑구 묵동,306000003720210011
232,미용,the 개 #,-,서울특별시 중랑구 면목동,306000003720210007
233,미용,다시사랑받개,02-6958-6224,서울특별시 중랑구 신내동,306000003720210006
234,미용,털찐친구들,-,서울특별시 중랑구 망우동,306000003720210004
235,미용,i꾸러미,***********,서울특별시 중랑구 상봉동,306000003720200012
236,미용,내안에너있DOG,***********,서울특별시 중랑구 신내동,306000003720200009
237,미용,STAR DOG,***********,서울특별시 중랑구 묵동,306000003720200007
238,미용,댕댕살롱,***********,서울특별시 중랑구 면목동,306000003720200006
239,미용,꼬마애견,***********,서울특별시 중랑구 중화동,306000003720190023
240,미용,아이봄동물병원,***********,서울특별시 중랑구 신내동,306000003720190022
241,미용,지앤에프,492-6344,서울특별시 중랑구 면목동,306000003720190020
242,미용,59펫살롱,***********,서울특별시 중랑구 면목동,306000003720190014
243,미용,예뿌잔아,***********,서울특별시 중랑구 상봉동,306000003720190013
244,미용,몽스토리,***********,서울특별시 중랑구 망우동,306000003720190010
245,미용,개발소,***********,서울특별시 중랑구 면목동,306000003720190006
246,미용,말랑말랑,***********,서울특별시 중랑구 중화동,306000003720180079
247,미용,디자인펫샵,1599-9676,서울특별시 중랑구 면목동,306000003720180075
248,미용,코타강쥐,02-439-7754,서울특별시 중랑구 면목동,306000003720180073
249,미용,강사모펫,-,서울특별시 중랑구 중화동,306000003720180072
250,미용,바르다펫 중화점,***********,서울특별시 중랑구 중화동,306000003720180071
251,미용,도그앤스토리,***********,서울특별시 중랑구 묵동,306000003720180069
252,미용,닥터아이펫 동물병원,02-2208-0329,서울특별시 중랑구 상봉동,306000003720180068
253,미용,면목독,07081568257,서울특별시 중랑구 면목동,306000003720180066
254,미용,개날라리,***********,서울특별시 중랑구 면목동,306000003720180058
255,미용,쥬라기동물병원,***********,서울특별시 중랑구 신내동,306000003720180065
256,미용,엔젤동물병원,02-435-0166,서울특별시 중랑구 면목동,306000003720180062
257,미용,우아하개,***********,서울특별시 중랑구 면목동,306000003720180060
258,미용,성지동물병원,493-7582,서울특별시 중랑구 면목동,306000003720180053
259,미용,쁘띠멍,***********,서울특별시 중랑구 면목동,306000003720180054
260,미용,금란동물애견,***********,서울특별시 중랑구 망우동,306000003720180050
261,미용,멍멍이천국,***********,서울특별시 중랑구 망우동,306000003720180049
262,미용,사랑해줄개,02-435-2082,서울특별시 중랑구 신내동,306000003720180047
263,미용,수애견,***********,서울특별시 중랑구 묵동,306000003720180045
264,미용,큐티펫,***********,서울특별시 중랑구 면목동,306000003720180040
265,미용,순진한 강아지,***********,서울특별시 중랑구 망우동,306000003720180038
266,미용,숲속동물병원,***********,서울특별시 중랑구 면목동,306000003720180036
267,미용,러블리펫,***********,서울특별시 중랑구 묵동,306000003720180028
268,미용,하이 그루밍,***********,서울특별시 중랑구 묵동,306000003720180029
269,미용,진실이네 애견샵,***********,서울특별시 중랑구 면목동,306000003720180033
270,미용,주연동물병원,***********,서울특별시 중랑구 면목동,306000003720180024
271,미용,춘살롱,***********,서울특별시 중랑구 면목동,306000003720180025
272,미용,엔젤퍼피,***********,서울특별시 중랑구 중화동,306000003720180023
273,미용,보람동물병원,02-434-5465,서울특별시 중랑구 면목동,306000003720180022
274,미용,도그플러스동물병원,***********,서울특별시 중랑구 신내동,306000003720180021
275,미용,하니동물병원,02-3422-0977,서울특별시 중랑구 신내동,306000003720180020
276,미용,쿨한 강아지,***********,서울특별시 중랑구 망우동,306000003720180018
277,미용,보담동물병원,***********,서울특별시 중랑구 면목동,306000003720180016
278,미용,혜원동물병원,02-439-8300,서울특별시 중랑구 면목동,306000003720180017
279,미용,진정훈동물병원,02-2207-0073,서울특별시 중랑구 중화동,306000003720180014
280,미용,신내동물병원,***********,서울특별시 중랑구 중화동,306000003720180013
281,미용,진서동물병원,02-432-7530,서울특별시 중랑구 신내동,306000003720180011
282,미용,아지사랑,***********,서울특별시 중랑구 면목동,306000003720180009
283,미용,강아지미용실502,***********,서울특별시 중랑구 망우동,306000003720180008
284,미용,면목동물병원,02-437-7579,서울특별시 중랑구 면목동,306000003720180007
285,미용,니니 애견 미용실,***********,서울특별시 중랑구 묵동,306000003720180006
286,미용,몽몽이#,***********,서울특별시 중랑구 면목동,306000003720180005
287,미용,드로잉독,***********,서울특별시 성북구 삼선동4가,307000003720210013
288,미용,그루밍솔,***********,서울특별시 성북구 석관동,307000003720210012
289,미용,댕츄,0220880037,서울특별시 성북구 정릉동,307000003720210011
290,미용,강아지카페 카페개네,***********,서울특별시 성북구 동선동2가,307000003720210009
291,미용,원러브동물의료센터,0269560040,서울특별시 성북구 돈암동,307000003720210006
292,미용,우리집 강아지,-,서울특별시 성북구 정릉동,307000003720210003
293,미용,멍미용,-,서울특별시 성북구 석관동,307000003720200015
294,미용,앙팡 Pet 하우스,02-969-3531,서울특별시 성북구 하월곡동,307000003720200014
295,미용,VOVOPET,02-942-2141,서울특별시 성북구 길음동,307000003720200013
296,미용,옹심이네살롱,***********,서울특별시 성북구 동선동5가,307000003720200009
297,미용,퍼스트동물병원,029117582,서울특별시 성북구 장위동,307000003720200006
298,미용,지지독,07081516909,서울특별시 성북구 동소문동2가,307000003720200004
299,미용,몽몽이발소,***********,서울특별시 성북구 정릉동,307000003720200003
300,미용,바르다펫 꿈의숲점,029090552,서울특별시 성북구 장위동,307000003720200002
301,미용,더편한동물병원,02-982-7975,서울특별시 성북구 길음동,307000003720190032
302,미용,큐 그루밍 샵(Q grooming shop),02-6053-6501,서울특별시 성북구 장위동,307000003720190028
303,미용,성신동물병원,02-927-7517,서울특별시 성북구 동선동5가,307000003720190029
304,미용,서울종합동물병원,02-928-5599,서울특별시 성북구 보문동2가,307000003720190025
305,미용,아름애견,02-987-6688,서울특별시 성북구 길음동,307000003720190024
306,미용,마이도그(My Dog),02-969-6139,서울특별시 성북구 석관동,307000003720190022
307,미용,요술강아지,02-973-4234,서울특별시 성북구 정릉동,307000003720190020
308,미용,카카오N동물병원,02-942-4883,서울특별시 성북구 길음동,307000003720190018
309,미용,호펫 강아지 고양이 성신여대본점,0507-1306-9216,서울특별시 성북구 동선동3가,307000003720190011
310,미용,강아지를 부탁해,***********,서울특별시 성북구 보문동5가,307000003720190008
311,미용,이쁘니 이발소,02-922-1044,서울특별시 성북구 동소문동7가,307000003720190006
312,미용,개끌림,0264070099,서울특별시 성북구 삼선동2가,307000003720190004
313,미용,포유동물병원,02-912-6555,서울특별시 성북구 하월곡동,307000003720180050
314,미용,도담도담PET,02-943-7582,서울특별시 성북구 하월곡동,307000003720180048
315,미용,중앙동물병원,02-962-0300,서울특별시 성북구 석관동,307000003720180045
316,미용,마로동물병원,02-6014-8275,서울특별시 성북구 하월곡동,307000003720180047
317,미용,길음동물병원,02-913-1874,서울특별시 성북구 길음동,307000003720180046
318,미용,한사랑펫,02-743-7582,서울특별시 성북구 성북동1가,307000003720180042
319,미용,ZOO동물병원,02-914-5545,서울특별시 성북구 정릉동,307000003720180040
320,미용,호담동물병원,02-915-5301,서울특별시 성북구 하월곡동,307000003720180035
321,미용,드림동물병원,02-928-7582,서울특별시 성북구 동소문동5가,307000003720180038
322,미용,쓰담쓰담동물병원,02-927-7585,서울특별시 성북구 종암동,307000003720180034
323,미용,비비펫동물병원,02-912-0018,서울특별시 성북구 하월곡동,307000003720180031
324,미용,꿈의숲동물병원,02-915-5485,서울특별시 성북구 장위동,307000003720180025
325,미용,강북동물병원,02-924-4555,서울특별시 성북구 종암동,307000003720180024
326,미용,행복한동물병원,02-915-7582,서울특별시 성북구 장위동,307000003720180023
327,미용,강북 24시 N 동물의료센터,02-984-0075,서울특별시 성북구 길음동,307000003720180026
328,미용,넬동물의료센터,02-6925-4347,서울특별시 성북구 하월곡동,307000003720180029
329,미용,스마트동물병원 성북길음점,02-941-5575,서울특별시 성북구 길음동,307000003720180027
330,미용,대학동물병원,02-918-3344,서울특별시 성북구 장위동,307000003720180022
331,미용,우리동물병원,02-989-8575,서울특별시 성북구 길음동,307000003720180021
332,미용,태양동물병원,02-969-0075,서울특별시 성북구 석관동,307000003720180020
333,미용,해피독,02-941-2678,서울특별시 성북구 정릉동,307000003720180019
334,미용,페리독,02-921-6654,서울특별시 성북구 동소문동6가,307000003720180017
335,미용,미소동물병원,02-929-1212,서울특별시 성북구 종암동,307000003720180016
336,미용,야옹아 멍멍해봐,02-953-0049,서울특별시 성북구 삼선동5가,307000003720180013
337,미용,행복하개,02-6316-3500,서울특별시 성북구 장위동,307000003720180011
338,미용,도도애견샵,02-941-1112,서울특별시 성북구 하월곡동,307000003720180010
339,미용,토미펫샵,070-8864-4242,서울특별시 성북구 삼선동2가,307000003720180009
