,구분,업체명,전화번호,소재지,인허가번호
49,운송,MOMO,***********,서울특별시 도봉구 창동,309000003720180004
50,운송,멍타냥,02-6080-0920,서울특별시 노원구 상계동,310000003720210012
51,운송,멍타펫택시,***********,서울특별시 노원구 월계동,310000003720200007
52,운송,펫픽스,***********,서울특별시 노원구 상계동,310000003720190025
53,운송,주식회사 날라주,1668-1250,서울특별시 노원구 공릉동,310000003720190019
54,운송,임선아 펫택시,***********,서울특별시 노원구 공릉동,310000003720180069
55,운송,임제혁 펫택시,***********,서울특별시 노원구 공릉동,310000003720180067
56,운송,반려하다,***********,서울특별시 은평구 갈현동,311000003720210006
57,운송,마카롱티1 서울33자8309,029182131,서울특별시 은평구 진관동,311000003720200012
58,운송,마카롱티1 서울37바2445,029182131,서울특별시 은평구 진관동,311000003720200011
59,운송,마카롱티1 서울37바2441,029182131,서울특별시 은평구 진관동,311000003720200010
60,운송,마카롱티1 서울33자8323,029182131,서울특별시 은평구 진관동,311000003720200009
61,운송,스마트독까페,***********,서울특별시 은평구 증산동,311000003720190019
62,운송,김동일 펫택시,***********,서울특별시 서대문구 홍제동,312000003720210001
63,위탁관리 미용 운송,BOSS PUPPY,***********,서울특별시 서대문구 연희동,312000003720200014
64,운송,정태선 펫택시,***********,서울특별시 서대문구 홍은동,312000003720200010
65,운송,펫배달,***********,서울특별시 서대문구 연희동,312000003720200007
66,운송,퍼플캣,027432459,서울특별시 서대문구 홍제동,312000003720190011
67,운송,멍이요,-,서울특별시 마포구 성산동,313000003720210012
68,운송,멍고,***********,서울특별시 마포구 동교동,313000003720200021
69,운송,덕구야 가자,***********,서울특별시 마포구 도화동,313000003720200015
70,운송,반려동물이동서비스,***********,서울특별시 마포구 망원동,313000003720200012
71,운송,민족상사,***********,서울특별시 마포구 창전동,313000003720190034
72,운송,(주)건영환경물류,***********,서울특별시 마포구 성산동,313000003720180022
73,운송,에바랩,***********,서울특별시 양천구 신정동,314000003720210007
74,운송,멍이 펫택시,***********,서울특별시 양천구 신정동,314000003720210006
75,운송,박성기 펫택시,***********,서울특별시 양천구 신월동,314000003720200025
76,운송,댕댕이타요(10소 8163),-,서울특별시 양천구 신월동,314000003720200013
77,운송,댕댕이타요(22고 0713),***********,서울특별시 양천구 신월동,314000003720200014
78,운송,펫타고,***********,서울특별시 양천구 목동,314000003720180016
79,운송,멍마르뜨,***********,서울특별시 강서구 방화동,315000003720210020
80,운송,어디가개 택시,***********,서울특별시 강서구 화곡동,315000003720210013
81,운송,우리콜닷컴,***********,서울특별시 강서구 화곡동,315000003720210009
82,운송,지디파크,02-2663-9003,서울특별시 강서구 방화동,315000003720210003
83,운송,매호,070-4517-8299,서울특별시 강서구 화곡동,315000003720200037
84,운송,이승우 펫택시,***********,서울특별시 강서구 공항동,315000003720200032
85,운송,요미 펫택시,***********,서울특별시 강서구 가양동,315000003720200026
86,운송,펫타요 펫택시,***********,서울특별시 강서구 화곡동,315000003720200025
87,운송,묘한호텔,0226013123,서울특별시 강서구 화곡동,315000003720200022
88,운송,이수환 펫택시,***********,서울특별시 강서구 방화동,315000003720200020
89,운송,알까네 펫드라이브,***********,서울특별시 강서구 화곡동,315000003720200013
90,운송,외박해도 괜찮아,***********,서울특별시 강서구 화곡동,315000003720190053
91,운송,펫고고,***********,서울특별시 강서구 화곡동,315000003720190043
92,운송,펫업,***********,서울특별시 강서구 방화동,315000003720190039
93,운송,바스독,***********,서울특별시 강서구 화곡동,315000003720190037
94,운송,꿈꾸는 고양이,***********,서울특별시 강서구 등촌동,315000003720190016
95,운송,개아범콜,-,서울특별시 강서구 가양동,315000003720180095
96,운송,빈 펫택시,***********,서울특별시 강서구 방화동,315000003720180093
97,운송,엉클펫,***********,서울특별시 강서구 등촌동,315000003720180089
98,운송,말순이네,***********,서울특별시 강서구 화곡동,315000003720180019
99,운송,카우보이펫택시,***********,서울특별시 구로구 구로동,316000003720210015
100,운송,스타일홀릭 펫택시,***********,서울특별시 구로구 구로동,316000003720210010
101,운송,박은성펫택시,***********,서울특별시 구로구 구로동,316000003720210005
102,운송,김가연펫택시,***********,서울특별시 구로구 오류동,316000003720210006
103,운송,멍이요,***********,서울특별시 구로구 구로동,316000003720200008
104,운송,(주)잇펫,***********,서울특별시 구로구 구로동,316000003720190019
105,운송,제이에스콜밴,***********,서울특별시 구로구 개봉동,316000003720190006
106,운송,플라이플라잉,028729666,서울특별시 구로구 오류동,316000003720190005
107,운송,송대현펫택시,***********,서울특별시 구로구 온수동,316000003720180044
108,운송,PET TAXI(TP),***********,서울특별시 구로구 고척동,316000003720180042
109,운송,런투독(RUN TO DOG),***********,서울특별시 구로구 구로동,316000003720180003
110,운송,순덕이네,***********,서울특별시 금천구 시흥동,317000003720180001
111,운송,냥이야 가자,***********,서울특별시 영등포구 양평동6가,318000003720190016
112,운송,다온 펫택시,***********,서울특별시 영등포구 당산동5가,318000003720190007
113,운송,바다 팻택시,***********,서울특별시 동작구 상도동,319000003720210007
114,운송,멍이요,***********,서울특별시 동작구 노량진동,319000003720210005
115,운송,두젠틀,***********,서울특별시 동작구 상도동,319000003720210003
116,운송,도윤 펫택시,***********,서울특별시 동작구 대방동,319000003720210002
117,운송,앤드퍼피팻택시,***********,서울특별시 동작구 사당동,319000003720200009
118,운송,반려동물 이동서비스,***********,서울특별시 동작구 사당동,319000003720200005
119,운송,임동현 펫택시,***********,서울특별시 동작구 신대방동,319000003720190003
120,운송,알펫드라이버,***********,서울특별시 관악구 봉천동,320000003720210006
121,운송,가미네,***********,서울특별시 관악구 봉천동,320000003720210005
122,운송,펫택시 (멍이요),***********,경기도 수원시 권선구 권선동,320000003720210003
123,운송,돌봐줄개,***********,서울특별시 관악구 신림동,320000003720200004
124,운송,여기훈 펫택시,-,서울특별시 관악구 봉천동,320000003720190013
125,운송,천리펫시(1002PT),***********,서울특별시 관악구 신림동,320000003720180096
126,운송,투퍼피,070-5154-5505,서울특별시 관악구 신림동,320000003720180086
127,운송,고양이호텔 냥이아지트,070-4127-5616,서울특별시 관악구 봉천동,320000003720180076
128,운송,콤피 펫 쇼퍼 서비스,***********,서울특별시 관악구 신림동,320000003720180004
129,운송,위코어,1522-9659,서울특별시 서초구 방배동,321000003720200018
130,운송,주식회사 하울팟,070-7776-1105,서울특별시 서초구 서초동,321000003720200016
131,운송,반려동물 이동서비스,***********,서울특별시 서초구 서초동,321000003720200009
132,운송,고고댕댕,-,서울특별시 강남구 논현동,321000003720190035
133,운송,Im,02-593-6700,서울특별시 서초구 반포동,321000003720190033
134,운송,브이케어,02-6949-3023,서울특별시 서초구 반포동,321000003720190022
135,운송,지정한 펫택시,***********,서울특별시 서초구 반포동,321000003720180090
136,운송,아롱다롱 펫택시,***********,서울특별시 강남구 논현동,322000003720210025
137,운송,코코스퀘어,02-6245-0001,서울특별시 강남구 논현동,322000003720210003
138,운송,24개스트하우스,***********,서울특별시 강남구 역삼동,322000003720200035
139,운송,최민주 펫택시,***********,서울특별시 강남구 일원동,322000003720200031
140,운송,윤명원 펫택시,***********,서울특별시 강남구 율현동,322000003720200027
141,운송,알라딘펫택시,02-2135-9958,서울특별시 강남구 역삼동,322000003720200021
142,운송,펫이동서비스,02-566-1143,서울특별시 강남구 역삼동,322000003720190090
143,운송,아지원,02-540-1955,서울특별시 강남구 청담동,322000003720190077
144,운송,간다하개,***********,서울특별시 강남구 수서동,322000003720190006
145,운송,이안동물의학센터,02-574-7533,서울특별시 강남구 청담동,322000003720190005
146,운송,주식회사 펫플라이,02-6956-8988,서울특별시 강남구 논현동,322000003720180155
147,운송,봉브라더스,02-548-0888,서울특별시 강남구 논현동,322000003720180105
148,운송,캣틀리에,***********,서울특별시 강남구 대치동,322000003720180013
149,운송,댕댕이타요,***********,서울특별시 송파구 문정동,323000003720210023
150,운송,이준 펫택시,-,서울특별시 송파구 가락동,323000003720210013
151,운송,반려동물 이동서비스,***********,서울특별시 송파구 송파동,323000003720200027
152,운송,멍이요,***********,서울특별시 송파구 잠실동,323000003720200018
153,운송,펫토,02-6368-1028,서울특별시 송파구 송파동,323000003720180141
154,운송,오세욱 펫택시,***********,서울특별시 송파구 오금동,323000003720180138
155,운송,김영중 펫택시,***********,서울특별시 송파구 송파동,323000003720180137
156,운송,우다닥고양이호텔,***********,서울특별시 송파구 석촌동,323000003720180132
157,운송,빨리펫,***********,서울특별시 송파구 잠실동,323000003720180058
158,운송,펫드라이브,02-6264-8288,서울특별시 송파구 장지동,323000003720180034
159,운송,펫도그 애견스쿨,***********,서울특별시 송파구 문정동,323000003720180033
160,운송,멍이요,***********,서울특별시 강동구 강일동,324000003720210011
161,운송,제제네 멍치원,***********,서울특별시 강동구 천호동,324000003720210004
162,운송,리치형아,***********,서울특별시 강동구 명일동,324000003720200019
163,운송,펫캡,***********,서울특별시 강동구 천호동,324000003720200004
164,운송,신상호 펫택시,***********,서울특별시 강동구 천호동,324000003720190008
165,운송,비케이 인터내셔날,***********,서울특별시 강동구 암사동,324000003720180005
166,운송,시나몬,***********,부산광역시 중구 남포동5가,325000003720200002
167,운송,뚱보네펫택시,***********,부산광역시 서구 남부민동,326000003720190001
168,운송,펫미업,***********,부산광역시 영도구 봉래동4가,328000003720190002
169,운송,486펫콜,***********,부산광역시 부산진구 당감동,329000003720210001
170,운송,애견펫택시 펫밴,1600-9432,부산광역시 부산진구 부전동,329000003720180039
171,위탁관리 운송,486,***********,부산광역시 부산진구 부전동,329000003720180006
172,운송,개폼,***********,부산광역시 남구 문현동,330000003720180036
173,운송,런닝펫,***********,부산광역시 동래구 온천동,330000003720180010
174,운송,묘한호텔,***********,부산광역시 남구 용호동,331000003720200009
175,운송,486펫콜 2호점,***********,부산광역시 남구 우암동,331000003720190005
176,운송,부산펫(주),051-604-7522,부산광역시 남구 대연동,331000003720180022
177,운송,파란 해운대,***********,부산광역시 해운대구 좌동,333000003720210030
178,운송,파파 펫택시,***********,부산광역시 해운대구 재송동,333000003720210017
179,운송,일구팔이 독 하우스,051-746-1982,부산광역시 해운대구 우동,333000003720200019
180,운송,해운대 펫택시,***********,부산광역시 해운대구 우동,333000003720200003
181,운송,tak 타요 개린이,***********,부산광역시 해운대구 재송동,333000003720200001
182,운송,펫타고,***********,부산광역시 해운대구 송정동,333000003720190021
183,운송,쪼꼬네 펫콜,***********,부산광역시 해운대구 재송동,333000003720180013
184,운송,펫시(petsee),***********,부산광역시 해운대구 반여동,333000003720180003
185,위탁관리 미용 운송,스파보드레,***********,부산광역시 사하구 다대동,334000003720210002
186,운송,펫콜486(사하점),***********,부산광역시 사하구 하단동,334000003720200005
187,판매 위탁관리 미용 운송,도그라이프,051-266-3268,부산광역시 사하구 다대동,334000003720180019
188,위탁관리 미용 운송,해피멍,051-265-8454,부산광역시 사하구 장림동,334000003720180016
189,운송,Petsco,***********,부산광역시 사하구 다대동,334000003720180008
190,운송,최철식,***********,부산광역시 사하구 하단동,334000003720180001
191,운송,HC global,***********,부산광역시 남구 대연동,335000003720200003
192,운송,파트라슈 펫 택시,***********,부산광역시 금정구 남산동,335000003720190015
193,운송,아껴줄개,***********,부산광역시 연제구 연산동,337000003720200003
194,위탁관리 운송,러블리펫텔,***********,부산광역시 연제구 거제동,337000003720190005
195,위탁관리 운송,오구오구퍼피 광안점,***********,부산광역시 수영구 남천동,338000003720210009
196,운송,486 펫택시(수영망미점),-,부산광역시 수영구 광안동,338000003720210002
197,운송,야옹아놀자 부산 광안리점,051-757-9993,부산광역시 수영구 광안동,338000003720190010
198,운송,486펫콜 사상점,***********,부산광역시 사상구 모라동,339000003720210003
199,위탁관리 운송,고양이는 외계인,***********,부산광역시 사상구 감전동,339000003720200002
200,위탁관리 미용 운송,희야네 애견미용실,***********,부산광역시 사상구 모라동,339000003720200001
201,운송,밤벨 펫택시,***********,부산광역시 기장군 장안읍 좌천리,340000003720200007
202,운송,하울팟 부산케어센터,051-604-7268,부산광역시 기장군 기장읍 시랑리,340000003720180052
203,운송,신독스에어(Shindogs Air),***********,부산광역시 기장군 기장읍 석산리,340000003720180050
204,운송,어라운드펫,***********,부산광역시 기장군 장안읍 좌천리,340000003720180043
205,운송,도그스테이,***********,대구광역시 중구 남산동,341000003720180018
206,운송,이재룡의 뭉개뭉개 유치원,0539650854,대구광역시 동구 각산동,342000003720210007
207,운송,간지나개,***********,대구광역시 동구 신천동,342000003720200008
208,운송,펫콜,***********,대구광역시 동구 신암동,342000003720190016
209,운송,젠틀펫,053-586-3512,대구광역시 서구 중리동,343000003720200002
210,운송,고고펫,***********,대구광역시 서구 평리동,343000003720190005
211,운송,핑크강아지,-,대구광역시 남구 대명동,344000003720210008
212,운송,로이펫택시,-,대구광역시 남구 봉덕동,344000003720210002
213,운송,도그앤브루,***********,대구광역시 남구 봉덕동,344000003720190007
214,위탁관리 운송,모모댕댕,***********,대구광역시 북구 태전동,345000003720210010
215,운송,알로몽,***********,대구광역시 수성구 두산동,346000003720210005
216,운송,펫911,***********,대구광역시 수성구 중동,346000003720210002
217,운송,체리 퍼피앤캣,***********,대구광역시 수성구 만촌동,346000003720200044
218,운송,원쿡,***********,대구광역시 수성구 대흥동,346000003720200018
219,운송,모모댕댕,***********,대구광역시 달서구 대곡동,347000003720210002
220,운송,486 펫콜,***********,대구광역시 달서구 이곡동,347000003720200012
221,운송,원쿡 펫택시,***********,대구광역시 달서구 이곡동,347000003720180097
222,운송,부르멍 펫택시,***********,대구광역시 달성군 다사읍 세천리,348000003720210011
223,운송,모시개냥,***********,대구광역시 달성군 유가읍 봉리,348000003720200017
224,운송,PET CALL,***********,대구광역시 달성군 화원읍 구라리,348000003720200005
225,운송,예뻐지냥,***********,대구광역시 달성군 화원읍 구라리,348000003720180014
226,운송,AMI PET CONSULT,-,인천광역시 중구 중산동,349000003720210018
227,운송,똥꼬발랄 아람네,***********,인천광역시 중구 송월동2가,349000003720180009
228,운송,펫이즈,1522-0769,인천광역시 연수구 송도동,350000003720200002
229,운송,드라이브 위드 조이,***********,인천광역시 중구 송학동3가,350000003720190004
230,운송,홍익인용펫,***********,인천광역시 미추홀구 용현동,351050003720210011
231,수입 판매 전시 위탁관리 미용 운송,개떼라떼,***********,인천광역시 미추홀구 도화동,351050003720210010
232,운송,펫이즈,-,인천광역시 미추홀구 주안동,351050003720200024
233,운송,정성카,-,인천광역시 미추홀구 도화동,351050003720200019
234,운송,펫이즈,-,인천광역시 미추홀구 문학동,351050003720200014
235,판매 위탁관리 미용 운송,펫커트랜드,***********,인천광역시 미추홀구 주안동,351050003720200011
236,운송,유혜원 펫택시,***********,인천광역시 미추홀구 주안동,351050003720200008
237,운송,아지냥이콜,***********,인천광역시 미추홀구 학익동,351050003720180023
238,운송,불티나 펫,***********,인천광역시 미추홀구 숭의동,351050003720180002
239,운송,하이포우(hipaw),032-278-6138,인천광역시 연수구 송도동,352000003720210025
240,운송,놀러들오개,***********,인천광역시 연수구 옥련동,352000003720210004
241,운송,"아름다운동물병원(이쁘개, 아름답게)",***********,인천광역시 연수구 송도동,352000003720200016
242,운송,포미네,***********,인천광역시 연수구 송도동,352000003720200011
243,운송,지엔밸류홀딩스 주식회사,032-831-8943,인천광역시 연수구 송도동,352000003720190031
244,운송,(주)펫잇,***********,인천광역시 연수구 송도동,352000003720190028
245,운송,반려동물 이동서비스,***********,인천광역시 연수구 연수동,352000003720190026
246,운송,Pet Van Uncle JOO(펫 택시),***********,인천광역시 연수구 선학동,352000003720190016
247,판매 위탁관리 미용 운송,블루큐브,***********,인천광역시 연수구 연수동,352000003720180026
248,판매 위탁관리 미용 운송,멍쮸,032-812-9009,인천광역시 연수구 연수동,352000003720180025
249,운송,가이아의 정원,032-462-0312,인천광역시 남동구 논현동,353000003720210026
250,운송,펫이즈,-,인천광역시 남동구 만수동,353000003720210021
251,운송,탱크,***********,인천광역시 남동구 구월동,353000003720210010
252,운송,베스트프렌 독,032-466-3171,인천광역시 남동구 구월동,353000003720210009
253,운송,펫이즈,1522-0769,인천광역시 남동구 만수동,353000003720210003
254,운송,김영찬,***********,인천광역시 남동구 만수동,353000003720200029
255,운송,댕댕카,***********,인천광역시 남동구 구월동,353000003720200027
256,운송,예스 애니멀,***********,인천광역시 남동구 만수동,353000003720190052
257,운송,뚱이네 애견택시,***********,인천광역시 남동구 서창동,353000003720190030
258,운송,댕고카,***********,인천광역시 남동구 논현동,353000003720180156
259,운송,컴투펫 인천점,***********,인천광역시 남동구 간석동,353000003720180092
260,운송,애견미용샵,***********,인천광역시 남동구 만수동,353000003720180086
261,운송,펫 플러스 pet plus,-,인천광역시 남동구 만수동,353000003720180077
262,운송,너티독하우스,032-469-0118,인천광역시 남동구 수산동,353000003720180054
263,운송,아셀이네펫콜,***********,인천광역시 남동구 만수동,353000003720180037
264,운송,펫밀리,070-4306-6902,인천광역시 남동구 간석동,353000003720180036
265,운송,두산이네 애견샵,***********,인천광역시 남동구 구월동,353000003720180021
266,운송,개편한세상,032-469-2223,인천광역시 남동구 구월동,353000003720180014
267,운송,행복하개,070-7777-5584,인천광역시 남동구 만수동,353000003720180012
268,운송,펫이즈,1522-0769,인천광역시 부평구 갈산동,354000003720210014
269,운송,펫프렌즈,***********,인천광역시 부평구 부평동,354000003720210009
270,운송,든든,***********,인천광역시 부평구 산곡동,354000003720200036
271,운송,24시 펫미업,***********,인천광역시 부평구 산곡동,354000003720200025
272,운송,반려동물 이동서비스,***********,인천광역시 부평구 부평동,354000003720200017
273,운송,빛나라 퍼피,070-8770-8333,인천광역시 부평구 갈산동,354000003720200016
274,운송,유영민펫택시,***********,인천광역시 부평구 구산동,354000003720190019
275,운송,위드펫택시,-,인천광역시 부평구 갈산동,354000003720180082
276,운송,멍카,***********,인천광역시 계양구 효성동,355000003720210002
277,운송,지방이삼촌펫택시,***********,인천광역시 계양구 계산동,355000003720200016
278,운송,모시개냥,***********,인천광역시 계양구 효성동,355000003720200011
279,운송,재호운송,***********,인천광역시 계양구 효성동,355000003720190012
280,위탁관리 미용 운송,돌봐줄개,***********,인천광역시 서구 심곡동,356000003720210001
281,운송,멍`S,0325657988,인천광역시 서구 청라동,356000003720200037
282,운송,이너크 펫택시,***********,인천광역시 서구 청라동,356000003720200031
283,위탁관리 운송,호텔펫코리아,0325644984,인천광역시 서구 마전동,356000003720200028
284,운송,이우열,***********,인천광역시 서구 마전동,356000003720200026
285,수입 판매 운송,앤 펫,***********,인천광역시 서구 청라동,356000003720200023
286,운송,(주)나투스핀 펫 미업,***********,서울특별시 서초구 양재동,356000003720190038
287,운송,GodoT,***********,인천광역시 서구 석남동,356000003720190032
288,운송,강윤펫택시,***********,인천광역시 서구 청라동,356000003720190026
289,운송,도그(DOGUE),***********,인천광역시 서구 석남동,356000003720190021
290,운송,메시네,***********,인천광역시 서구 검암동,356000003720190006
291,운송,헬로펫,***********,인천광역시 서구 원당동,356000003720180018
292,수입 판매 전시 위탁관리 미용 운송,스퀘어독스,0325681063,인천광역시 서구 연희동,356000003720180004
293,운송,애견가족,062-225-0303,광주광역시 동구 불로동,359000003720180020
294,운송,다온펫택시,***********,광주광역시 서구 금호동,360000003720190034
295,운송,달리개,***********,광주광역시 서구 풍암동,360000003720180029
296,운송,dbdb 펫 운송,***********,광주광역시 서구 쌍촌동,361000003720210004
297,운송,개린이보호구역,062-654-7001,광주광역시 남구 방림동,361000003720200005
298,운송,에브리데이 펫,***********,광주광역시 남구 봉선동,361000003720200001
299,운송,공감애견미용실,***********,광주광역시 남구 주월동,361000003720190026
300,운송,도도네 개집,062-676-1872,광주광역시 남구 월산동,361000003720190003
301,운송,설이네 펫택시,***********,광주광역시 북구 양산동,362000003720210001
302,운송,멈무유치원,***********,광주광역시 북구 중흥동,362000003720200014
303,운송,베이비멍,062)268-2362,광주광역시 북구 연제동,362000003720180071
304,운송,펫어디가,***********,광주광역시 북구 연제동,362000003720180066
305,운송,개맑음,***********,광주광역시 북구 오치동,362000003720180028
306,운송,앙팡이네,***********,광주광역시 광산구 월계동,363000003720210026
307,운송,The 사랑해줄개,***********,광주광역시 광산구 우산동,363000003720210011
308,운송,위드펫,***********,광주광역시 광산구 산정동,363000003720200009
309,운송,하늘이동,-,광주광역시 광산구 장덕동,363000003720190014
310,운송,펀앤독,062-953-7743,광주광역시 광산구 신가동,363000003720190011
311,운송,도그스쿨존,***********,광주광역시 광산구 우산동,363000003720180006
312,운송,홈펫 택시,***********,대전광역시 중구 선화동,364000003720200012
313,운송,한국 전견국 연맹 2,***********,대전광역시 동구 가오동,364000003720200002
314,운송,펫월드,***********,대전광역시 동구 가오동,364000003720190022
315,운송,전국야생생몰보호관리협회 대전지부,***********,대전광역시 동구 인동,364000003720190007
316,운송,펫레디,***********,대전광역시 동구 가오동,364000003720180004
317,운송,한국전견국연맹,***********,대전광역시 동구 가오동,364000003720180005
318,운송,대전펫택시,***********,대전광역시 동구 낭월동,364000003720180002
319,운송,펫 레스규,***********,대전광역시 중구 중촌동,365000003720180049
320,운송,퍼펙트 마이펫,***********,대전광역시 서구 갈마동,366000003720210025
321,운송,리나펫택시,-,대전광역시 서구 내동,366000003720200016
322,운송,태우러갈개(서구점),-,대전광역시 서구 관저동,366000003720200011
323,운송,태우러갈개,***********,대전광역시 서구 도마동,366000003720200009
324,운송,멍택시,***********,대전광역시 서구 갈마동,366000003720200008
325,운송,대전 댕댕택시,***********,대전광역시 서구 변동,366000003720200002
326,운송,댕댕택시,***********,대전광역시 서구 변동,366000003720180068
327,운송,하얀강아지,042-534-9393,대전광역시 서구 갈마동,366000003720180044
328,운송,브리더독,***********,대전광역시 유성구 죽동,367000003720200028
329,운송,펫데이트,***********,대전광역시 유성구 전민동,367000003720180064
330,운송,타요펫,***********,대전광역시 대덕구 오정동,368000003720200005
331,운송,댕댕이 유치원,***********,울산광역시 중구 옥교동,369000003720210009
332,운송,개인공간,***********,울산광역시 중구 약사동,369000003720210004
333,운송,도그파우 애견카페,***********,울산광역시 중구 성안동,369000003720200018
334,운송,멍멍왕자 야옹공주,***********,울산광역시 중구 성남동,369000003720200011
335,운송,개편한 미용#,***********,울산광역시 중구 복산동,369000003720190026
336,운송,썸바디독스,0522113164,울산광역시 남구 삼산동,370000003720210019
337,운송,휴도기,***********,울산광역시 남구 신정동,370000003720210016
338,운송,CAREMATE PET TAXI,***********,울산광역시 남구 삼산동,370000003720210004
339,운송,개냥콜,***********,울산광역시 남구 무거동,370000003720200029
340,운송,카페미밍코,0529605966,울산광역시 남구 삼산동,370000003720200025
341,운송,졸리쇼,07047991136,울산광역시 남구 신정동,370000003720200017
342,운송,MK CLUB,***********,울산광역시 남구 신정동,370000003720190025
343,운송,울산 퀵 서비스,052-257-9113,울산광역시 남구 신정동,370000003720180082
344,운송,펫120,-,울산광역시 남구 달동,370000003720180005
345,운송,멍데이펫택시,***********,울산광역시 동구 동부동,371000003720210004
346,운송,DLDL,***********,울산광역시 동구 전하동,371000003720200007
347,위탁관리 운송,댕즈,***********,울산광역시 북구 호계동,372000003720210004
348,위탁관리 운송,코코마또 플레이그라운드,***********,울산광역시 북구 무룡동,372000003720200005
349,위탁관리 미용 운송,상희독스 아카데미,***********,울산광역시 북구 연암동,372000003720190015
350,위탁관리 운송,멍클린,***********,울산광역시 북구 산하동,372000003720190013
351,운송,너와함께할개,052-716-9052,울산광역시 울주군 삼남읍 교동리,373000003720210004
352,운송,오브다해,***********,울산광역시 울주군 두동면 구미리,373000003720210001
353,운송,레스트펫,0522380033,울산광역시 울주군 서생면 위양리,373000003720200022
354,운송,CAFE THE DOG,***********,울산광역시 울주군 범서읍 구영리,373000003720200015
355,운송,도기하우스,***********,울산광역시 울주군 두동면 월평리,373000003720200008
356,운송,야후독,***********,울산광역시 울주군 온양읍 남창리,373000003720200006
357,운송,필애견훈련학교(특수목적견교육센터),052-239-9424,울산광역시 울주군 서생면 명산리,373000003720180037
358,운송,아리엘언니,031-222-0610,경기도 수원시 권선구 곡반정동,374000003720210060
