"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3050000","305000003420120001","20120126","","03","폐업","0002","폐업","20181123","","","","","0","","서울특별시 동대문구 제기동 122-418번지 ","서울특별시 동대문구 고산자로56길 34 (제기동)","02466","끼니와 끼니","20181123104029","U","2018-11-25 02:36:28.0","단미","203329.607071525    ","454092.898622518    ","사료제조업","단미","","000",""
"3050000","305000003420160001","20160816","","03","폐업","0002","폐업","20170620","","","","","0","","","서울특별시 동대문구 천호대로91길 20 지층 (장안동)","02646","프렌치독","20170620091638","I","2018-08-31 23:59:59.0","단미","206045.968191132    ","451139.686168402    ","사료제조업","단미","","000",""
"3050000","305000003420140001","20140109","","03","폐업","0002","폐업","20181123","","","","","0","","서울특별시 동대문구 답십리동 58-41번지 ","서울특별시 동대문구 답십리로58길 25 (답십리동)","02607","제이디컴퍼니","20181123104109","U","2018-11-25 02:36:28.0","단미","205194.211566022    ","452223.718757996    ","사료제조업","단미","","L00",""
"3050000","305000003420190002","20190909","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동대문구 전농동 650-2번지 ","서울특별시 동대문구 답십리로 61-1 지하1층 (전농동)","02551","핑거스튜디오","20190909211623","I","2019-09-11 02:22:33.0","단미","204182.60842231     ","452637.326873061    ","사료제조업","단미","","000",""
"3050000","305000003420130002","20130627","","03","폐업","0002","폐업","20160527","","","","02-957-9117","0","","서울특별시 동대문구 제기동 928-2번지 ","서울특별시 동대문구 약령중앙로10길 17 (제기동)","02570","한의허브나라","20160527160755","I","2018-08-31 23:59:59.0","배합","203301.309635065    ","453367.754990357    ","사료제조업","배합","","000",""
"3050000","305000003420130001","20130516","","03","폐업","0002","폐업","","","","","","0","","서울특별시 동대문구 제기동 928-2번지 ","서울특별시 동대문구 약령중앙로10길 17 (제기동)","02570","한의 허브나라","20130627182827","I","2018-08-31 23:59:59.0","단미","203301.309635065    ","453367.754990357    ","사료제조업","단미","","000",""
"3040000","304000003420190002","20190121","","03","폐업","0002","폐업","20200901","","","","","0","","서울특별시 광진구 자양동 219-11","서울특별시 광진구 아차산로46가길 15 지하1층 (자양동)","05055","하쿠페쿠","20200901175217","U","2019-12-09 00:03:00.0","단미","207166.289513299","448243.971533181","","","","",""
"3040000","304000003420190001","20190121","","03","폐업","0002","폐업","20200901","","","","","0","","서울특별시 광진구 자양동 219-11","서울특별시 광진구 아차산로46가길 15 (자양동)","05055","하쿠페쿠","20200901174557","U","2019-12-09 00:03:00.0","배합","207166.289513299","448243.971533181","","","","",""
"3060000","306000003420160003","20160627","","03","폐업","0002","폐업","20210126","","","","","0","","서울특별시 중랑구 묵동 110-8 1층","서울특별시 중랑구 숙선옹주로3길 20-33 1층 (묵동)","02031","愛둥이(AEDUNGI)","20210126154626","U","2020-11-30 22:08:00.0","배합","207021.847277407","456965.41175473","","","","",""
"3060000","306000003420190001","20190925","","01","영업/정상","0000","정상","","","","","-","0","","서울특별시 중랑구 상봉동 202-1","서울특별시 중랑구 상봉중앙로1길 12 (상봉동)","02091","왈왈츠","20200921170441","U","2019-12-08 22:03:00.0","단미","207651.411967557","455258.02607452","","","","",""
"6110000","611000050220210045","20210830","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 역삼동  720번지 0호 인호IP빌딩","서울특별시 강남구 테헤란로 230 인호IP빌딩 14층(역삼동)","","시메트릭 주식회사","20210829171130","I","2020-12-07 21:01:00.0","사료제조업(수입)","203600.688274075","444402.861004838","","","","",""
"3050000","305000003420130003","20131205","","03","폐업","0002","폐업","20170614","","","","","0","","서울특별시 동대문구 장안동 338-9번지 ","서울특별시 동대문구 답십리로72길 68 (장안동)","02639","브런치독","20170615143630","I","2018-08-31 23:59:59.0","단미","206371.459870605    ","451891.420220506    ","사료제조업","단미","","000",""
"3060000","306000003420160005","20161026","","03","폐업","0002","폐업","20171017","","","","02-6465-3270","0","","서울특별시 중랑구 묵동 243-88번지 1층 ","서울특별시 중랑구 동일로151길 46 1층 (묵동)","02008","건강하개","20171017160530","I","2018-08-31 23:59:59.0","단미","206602.447100649    ","456189.180833058    ","사료제조업","단미","","000",""
"3060000","306000003420160004","20160826","","03","폐업","0002","폐업","20170526","","","","","0","","서울특별시 중랑구 면목동 19-57번지 ","서울특별시 중랑구 용마산로90길 7 1층 (면목동)","02191","밸리스","20170526101133","I","2018-08-31 23:59:59.0","단미","208454.371304332    ","453959.789979314    ","사료제조업","단미","","000",""
"3060000","306000003420160002","20160616","","03","폐업","0002","폐업","20160627","","","","","0","","서울특별시 중랑구 묵동 110-8번지 골드캐슬 1층 ","서울특별시 중랑구 숙선옹주로3길 20-33 1층 (묵동 골드캐슬)","02031","애둥이","20170526132441","I","2018-08-31 23:59:59.0","단미","207021.847277407    ","456965.41175473     ","사료제조업","단미","","000",""
"3060000","306000003420160001","20160419","","03","폐업","0002","폐업","20181127","","","","","0","","서울특별시 중랑구 면목동 353-17번지 ","서울특별시 중랑구 답십리로81길 136 1층 (면목동)","02240","예삐네 착한 수제간식","20181127161033","U","2018-11-29 02:40:00.0","단미","207465.378775599    ","452765.964245741    ","사료제조업","단미","","000",""
"3060000","306000003420110001","20110627","","03","폐업","0002","폐업","20170526","","","","02-545-0226","0","","서울특별시 중랑구 묵동 247-120번지 1층 ","서울특별시 중랑구 동일로151길 65 1층 (묵동)","02011","루미앤비비","20170526100934","I","2018-08-31 23:59:59.0","단미","206501.392164624    ","456155.821693343    ","사료제조업","단미","","000",""
"3060000","306000003420200002","20200220","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 중랑구 상봉동 74-2번지 ","서울특별시 중랑구 망우로 385 (상봉동)","02086","본오독","20200220173056","I","2020-02-22 00:23:23.0","단미","208321.151514705    ","455180.949983767    ","사료제조업","단미","","000",""
"3060000","306000003420210005","20210830","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 중랑구 상봉동 276-52","서울특별시 중랑구 상봉중앙로8가길 46-1 1층 (상봉동)","02082","위클리","20210830105716","I","2020-12-09 00:01:00.0","단미","207892.251407699","455351.306539076","","","","",""
"3070000","307000003420180004","20181116","","03","폐업","0002","폐업","20190509","","","","","0","","서울특별시 성북구 정릉동 431-59번지 1층 ","서울특별시 성북구 정릉로24길 61 1층 (정릉동)","02813","곰곰","20190510173222","U","2019-05-12 02:40:00.0","단미","200702.99328309     ","455761.543783277    ","사료제조업","단미","","000",""
"3070000","307000003420190003","20190617","","01","영업/정상","0000","정상","","","","","02-923-1909","0","","서울특별시 성북구 보문동6가 297번지 ","서울특별시 성북구 보문로13라길 14 2층 (보문동6가)","02873","왕짱","20190617151717","I","2019-06-19 02:21:42.0","단미","201773.972127227    ","452995.218128916    ","사료제조업","단미","","000",""
"3070000","307000003420190001","20190111","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성북구 장위동 43-15번지 ","서울특별시 성북구 화랑로39길 20 2층 (장위동)","02775","Dear fluffy(디어 플러피)","20191127101514","U","2019-11-29 02:40:00.0","단미","205216.606119451    ","456753.873513306    ","사료제조업","단미","","000",""
"3070000","307000003420170002","20171207","","01","영업/정상","0000","정상","","","","","070-7767-0543","0","","서울특별시 성북구 삼선동2가 6번지 ","서울특별시 성북구 삼선교로11길 24 4층 (삼선동2가)","02861","스쿱543","20171207163627","I","2018-08-31 23:59:59.0","단미","200815.940090982    ","454046.411975474    ","사료제조업","단미","","000",""
"3070000","307000003420180001","20180126","","01","영업/정상","0000","정상","","","","","070-4235-9396","0","","서울특별시 성북구 동소문동3가 3번지 1층 ","서울특별시 성북구 동소문로2길 79 1층 (동소문동3가)","02860","뚜리까까","20190311155950","U","2019-03-13 02:40:00.0","단미","200828.698990607    ","454116.281911428    ","사료제조업","단미","","000",""
"3000000","300000003420130001","20130725","","03","폐업","0002","폐업","20171109","","","","","0","","서울특별시 종로구 평창동 293-47번지 보현빌 지하1층 ","서울특별시 종로구 평창1길 7-3 (평창동 보현빌 지하1층)","03008","독스키친","20171114151250","I","2018-08-31 23:59:59.0","단미","196727.319231551    ","455850.887104615    ","사료제조업","단미","","000",""
"3000000","300000003420120001","20121213","","03","폐업","0002","폐업","20170626","","","","","0","","서울특별시 종로구 통인동 6-1번지 ","서울특별시 종로구 자하문로 55 (통인동 효자아파트)","03036","피드미","20170626162553","I","2018-08-31 23:59:59.0","배합","197332.868538775    ","453178.921125128    ","사료제조업","배합","","000",""
"3000000","300000003420180001","20180404","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 동숭동 129-134번지 ","서울특별시 종로구 낙산길 17 지하1층 (동숭동)","03085","홍쥬스컵","20180404095916","I","2018-08-31 23:59:59.0","단미","200408.419197526    ","453144.519090577    ","사료제조업","단미","","000",""
"3000000","300000003420170001","20170411","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 홍지동 103-24번지 ","서울특별시 종로구 자하문로 298 1층 (홍지동)","03017","나니스펫푸드","20170411101910","I","2018-08-31 23:59:59.0","단미","196404.037538194    ","455236.489252336    ","사료제조업","단미","","000",""
"3000000","300000003420190001","20190322","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 필운동 137-3번지 ","서울특별시 종로구 사직로9길 6 (필운동)","03027","마켓조이","20190812110201","U","2019-11-20 02:40:00.0","단미","197173.80667321     ","452691.564015693    ","사료제조업","단미","","000",""
"3060000","306000003420200001","20200203","","03","폐업","0002","폐업","20210614","","","","","0","","서울특별시 중랑구 중화동 307-62 승진학원","서울특별시 중랑구 중랑역로 120 지하1층 (중화동)","02014","말랑말랑","20210614130854","U","2020-12-05 23:06:00.0","단미","206773.731001192","455752.030472761","","","","",""
"3070000","307000003420190002","20190207","","01","영업/정상","0000","정상","","","","","02-6407-5959","0","","서울특별시 성북구 정릉동 14-34","서울특별시 성북구 정릉로36길 24 1층 좌측호 (정릉동)","02816","뭐줄까오늘간식","20210611163515","U","2020-12-05 23:03:00.0","단미","201418.287398456","455471.52143607","","","","",""
"3070000","307000003420190004","20190807","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성북구 정릉동 252-132","서울특별시 성북구 보국문로24길 21-6 지층 (정릉동)","02711","개로만족","20210811164227","U","2020-12-07 23:03:00.0","단미","200698.828325111","456801.831709037","","","","",""
"3010000","301000003420130001","20131213","","04","취소/말소/만료/정지/중지","0004","말소","20180718","","","","02-6326-6990","0","","서울특별시 중구 신당동 317-7번지 1층 ","서울특별시 중구 다산로28길 33 1층 (신당동)","04589","Wholesome Pet Food","20180719092912","I","2018-08-31 23:59:59.0","배합","201292.85896577     ","450780.376193551    ","사료제조업","배합","","000",""
"3010000","301000003420170001","20170322","","03","폐업","0002","폐업","20180719","","","","02-3444-8526","0","","서울특별시 중구 신당동 363-1번지 ","서울특별시 중구 동호로11길 40 104호 (신당동 상춘)","04599","펫스미스(Pet Smith)","20180719105701","I","2018-08-31 23:59:59.0","단미","200725.211298487    ","450147.376945098    ","사료제조업","단미","","L00",""
"3020000","302000003420180001","20180403","","03","폐업","0002","폐업","20180802","","","","","0","","서울특별시 용산구 원효로1가 47-3번지 지상1층 ","서울특별시 용산구 원효로89길 13-9 지상1층 (원효로1가)","04316","위닝푸드","20180802163255","I","2018-08-31 23:59:59.0","단미","197106.518127586    ","448686.213601584    ","사료제조업","단미","","000",""
"3020000","302000003420170001","20170421","","03","폐업","0002","폐업","20181129","","","","","0","","서울특별시 용산구 용산동2가 34-15번지 지상1층 ","서울특별시 용산구 신흥로5길 68 지상1층 (용산동2가)","04338","피드미","20181129172225","U","2018-12-01 02:40:00.0","단미","198549.011931181    ","449030.669459336    ","사료제조업","단미","","000",""
"3020000","302000003420160001","20160720","","03","폐업","0002","폐업","20180521","","","","","0","","서울특별시 용산구 후암동 404-13번지 ","서울특별시 용산구 두텁바위로 94-1 (후암동)","04328","도그앤츄","20180523090611","I","2018-08-31 23:59:59.0","단미","198347.915141356    ","449460.680863943    ","사료제조업","단미","","000",""
"3020000","302000003420130001","20130522","","03","폐업","0002","폐업","20131104","","","","02-2038-0010","0","","서울특별시 용산구 서계동 193-2번지 (2층) ","서울특별시 용산구 청파로 337 (서계동 (2층))","04304","생유푸드","20131104172227","I","2018-08-31 23:59:59.0","배합","197244.100509941    ","449714.230334698    ","사료제조업","배합","","000",""
"3020000","302000003420180003","20180919","","03","폐업","0002","폐업","20181228","","","","02-749-0828","0","","서울특별시 용산구 한남동 828번지 한남아이파크 205호","서울특별시 용산구 독서당로 46 205호 (한남동 한남아이파크)","04410","(주)쥬시오애니밀 한남지점","20181228134159","U","2018-12-30 02:40:00.0","단미","200571.725921493    ","447793.924058853    ","사료제조업","단미","","000",""
"3190000","319000003420190001","20190329","","03","폐업","0002","폐업","20210129","","","","02-6956-1644","0","","서울특별시 동작구 상도동 521 상도 더?아파트","서울특별시 동작구 장승배기로10길 130 상도 더?아파트 B동 2층 202호 (상도동)","06966","스낵랩(SNACK-LAB)","20210129154826","U","2020-11-30 21:01:00.0","단미","194887.789384614","444431.007956044","","","","",""
"3020000","302000003420180002","20180611","","01","영업/정상","0000","정상","","","","","02-795-5834","0","","서울특별시 용산구 산천동 202번지 삼성테마트 상가동 152호","서울특별시 용산구 원효로 51 상가동 152호 (산천동 삼성테마트)","04359","페따미꼬","20190522093519","U","2019-05-24 02:40:00.0","단미","195547.140326252    ","447976.775939762    ","사료제조업","단미","","000",""
"3020000","302000003420190001","20190402","","01","영업/정상","0000","정상","","","","","070-5175-7979","0","","서울특별시 용산구 원효로1가 47-3번지 지상1층 101호 ","서울특별시 용산구 원효로89길 13-9 지상1층 101호 (원효로1가)","04316","위닝푸드","20190402093720","I","2019-04-04 02:20:12.0","단미","197106.518127586    ","448686.213601584    ","사료제조업","단미","","000",""
"3030000","303000003420180002","20181210","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성동구 옥수동 250-7번지 옥수삼성아파트 상가 지하1층 B8호","서울특별시 성동구 한림말길 31 옥수삼성아파트 상가 지하1층 B8호 (옥수동)","04735","맘마누","20181210200613","I","2018-12-12 02:20:14.0","단미","201222.07429303     ","448765.977811344    ","사료제조업","단미","","000",""
"3030000","303000003420090001","20091123","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성동구 성수동1가 668-61번지 ","서울특별시 성동구 서울숲4길 22-31 (성수동1가)","","퓨어도그(Pure dog)","20120118143923","I","2018-08-31 23:59:59.0","배합","203742.851800001    ","449363.915452341    ","사료제조업","배합","","000",""
"3030000","303000003420180001","20180927","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성동구 응봉동 100번지 노선상가 203호","서울특별시 성동구 독서당로 398 노선상가 2층 203호 (응봉동)","04741","와글팝","20180927191105","U","2018-09-27 23:59:59.0","단미","202869.775808581    ","449963.043497672    ","사료제조업","단미","","000",""
"3150000","315000003420210002","20210204","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 등촌동 679-5 상아빌딩","서울특별시 강서구 강서로56가길 55 상아빌딩 1층 (등촌동)","07583","프리미엄 바이 마이 디어","20210204165701","I","2020-12-02 00:06:00.0","단미","185813.867246668","451100.321374976","","","","",""
"3150000","315000003420210001","20210204","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 마곡동 799-2 푸리마타워","서울특별시 강서구 공항대로 190 푸리마타워 511호 (마곡동)","07631","제이공방","20210204162738","I","2020-12-02 00:06:00.0","단미","","","","","","",""
"3030000","303000003420120001","20120924","","03","폐업","0002","폐업","20121105","","","","","","","서울특별시 성동구 성수동2가 277-30번지 ","서울특별시 성동구 성수이로24길 31 601호 (성수동2가 성진코원빌딩)","","(주)알앤케이컴퍼니","20121105180355","I","2018-08-31 23:59:59.0","단미","205381.925213412    ","449143.983493357    ","사료제조업","단미","","L00",""
"3030000","303000003420120002","20121115","","03","폐업","0002","폐업","20170612","","","","","","","서울특별시 성동구 성수동2가 277-30번지 ","서울특별시 성동구 성수이로24길 31 601호 (성수동2가 성진코원빌딩)","","(주)알앤케이컴퍼니","20170612210306","I","2018-08-31 23:59:59.0","배합","205381.925213412    ","449143.983493357    ","사료제조업","배합","","L00",""
"3030000","303000003420190001","20190709","","03","폐업","0002","폐업","20210707","","","","","0","","서울특별시 성동구 성수동2가 559-4","서울특별시 성동구 성수이로6길 11 1층 (성수동2가)","04776","코멜리(Comely)","20210708085948","U","2020-12-06 23:00:00.0","단미","204795.395339633","448275.503583388","","","","",""
"3010000","301000003420190001","20190723","","03","폐업","0002","폐업","20210622","","","","","0","","서울특별시 중구 중림동 500 센트럴타워","서울특별시 중구 서소문로 38 센트럴타워 1층 126호 (중림동)","04505","리브랩스(주)","20210625105410","U","2020-12-05 22:07:00.0","배합","196948.933328771","450906.177832843","","","","",""
"3190000","319000003420210002","20210902","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동작구 상도동 415 중앙하이츠빌아파트","서울특별시 동작구 상도로 320 상가동 201호 (상도동 중앙하이츠빌아파트)","07033","댕쁘앙","20210902162338","I","2020-12-09 00:04:00.0","단미","195490.49607228","444097.494505685","","","","",""
"3030000","303000003420130001","20130128","","03","폐업","0002","폐업","20151126","","","","","0","","서울특별시 성동구 송정동 73-644번지 1층 ","서울특별시 성동구 광나루로11길 34 1층 (송정동)","04801","쿠킹앤도그","20151126175541","I","2018-08-31 23:59:59.0","단미","205892.057363952    ","449820.58830938     ","사료제조업","단미","","000",""
"3030000","303000003420160001","20160720","","03","폐업","0002","폐업","20161221","","","","","0","","서울특별시 성동구 성수동1가 656-1045번지 ","서울특별시 성동구 왕십리로10길 1-6 지층 (성수동1가)","04778","아지와나","20161221160649","I","2018-08-31 23:59:59.0","단미","203919.151353321    ","449441.687409155    ","사료제조업","단미","","000",""
"3030000","303000003420160002","20160804","","03","폐업","0002","폐업","20161201","","","","","0","","서울특별시 성동구 성수동1가 656-1683번지 303호","서울특별시 성동구 아차산로 3 303호 (성수동1가 성수동 아파트형 공장 두앤캔하우스)","04789","멍이 수라간","20161201180132","I","2018-08-31 23:59:59.0","배합","203941.95153715     ","449567.05782932     ","사료제조업","배합","","000",""
"3030000","303000003420160003","20160930","","03","폐업","0002","폐업","20180918","","","","","0","","서울특별시 성동구 도선동 69번지 성동삼성쉐르빌 101동 134호","서울특별시 성동구 무학로6길 50 101동 1층 134호 (도선동 성동삼성쉐르빌)","04709","와글팝","20180918161134","U","2018-09-18 23:59:59.0","단미","203017.021457357    ","451346.281102634    ","사료제조업","단미","","000",""
"3030000","303000003420160004","20161129","","03","폐업","0002","폐업","20181203","","","","070-4112-1717","0","","서울특별시 성동구 금호동4가 800번지 대우월드타운상가 208호","서울특별시 성동구 독서당로 270 208호 (금호동4가 금호동 대우아파트)","04738","희또마미 수제간식","20181203155620","U","2018-12-05 02:40:00.0","단미","201669.803556903    ","449301.451523245    ","사료제조업","단미","","000",""
"3030000","303000003420160005","20161208","","03","폐업","0002","폐업","20161228","","","","","0","","서울특별시 성동구 성수동1가 656-1683번지 301호내 303호 ","서울특별시 성동구 아차산로 3 3층 (성수동1가 성수동아파트형공장두앤캔하우스)","04789","멍이수라간","20161229090055","I","2018-08-31 23:59:59.0","단미","203941.95153715     ","449567.05782932     ","사료제조업","단미","","000",""
"3030000","303000003420200001","20200113","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성동구 금호동1가 633 벽산아파트 상가동동 602-2호","서울특별시 성동구 금호로 102 벽산아파트 상가동 6층 602-2호 (금호동1가)","04718","시바봉봉","20200707134513","U","2019-12-07 00:09:00.0","단미","202326.470897024","449954.683065141","","","","",""
"3030000","303000003420160006","20161219","","03","폐업","0002","폐업","20170309","","","","02-499-4273","0","","서울특별시 성동구 성수동1가 668-127번지 우측 ","서울특별시 성동구 서울숲6길 22 1층 (성수동1가)","04768","아지와나(aZiwana)","20170309154741","I","2018-08-31 23:59:59.0","단미","203809.653071153    ","449445.056893508    ","사료제조업","단미","","000",""
"3030000","303000003420170001","20170309","","03","폐업","0002","폐업","20191205","","","","","0","","","서울특별시 성동구 왕십리로10길 8 1층 (성수동1가)","04778","아지와나(aZiwana)","20191205162502","U","2019-12-07 02:40:00.0","단미","203952.299414847    ","449396.006914845    ","사료제조업","단미","","000",""
"3030000","303000003420170002","20170912","","03","폐업","0002","폐업","20181205","","","","07087872116","0","","","서울특별시 성동구 아차산로 3 701호 (성수동1가 성수동아파트형공장두앤캔하우스)","04789","델리펫(DELIPET)","20181205171042","U","2018-12-07 02:40:00.0","단미","203941.95153715     ","449567.05782932     ","사료제조업","단미","","000",""
"3030000","303000003420170003","20170925","","03","폐업","0002","폐업","20171204","","","","","0","","","서울특별시 성동구 무학로 33 156동 106호 (하왕십리동 텐즈힐)","04702","펫티셰(PETissier)","20171204211659","I","2018-08-31 23:59:59.0","단미","202475              ","451906              ","사료제조업","단미","","000",""
"3030000","303000003420170005","20171214","","03","폐업","0002","폐업","20200423","","","","02-6241-8841","0","","서울특별시 성동구 성수동2가 284-49번지 남영아파트형공장 ","서울특별시 성동구 성수일로 84 남영아파트형공장 5층 502호 (성수동2가)","04793","판타펫코리아","20200424125700","U","2020-04-26 02:40:00.0","배합","204461.776750011    ","449524.558350945    ","사료제조업","배합","","000",""
"3030000","303000003420170004","20171211","","03","폐업","0002","폐업","20190902","","","","","0","","서울특별시 성동구 성수동1가 656-3번지 FORHU ","서울특별시 성동구 왕십리로 58 FORHU 5층 511호 (성수동1가)","04778","주식회사 알앤케이컴퍼니","20190902171757","U","2019-09-04 02:40:00.0","배합","203924.802039313    ","448934.858771073    ","사료제조업","배합","","L00",""
"3040000","304000003420190004","20190308","","03","폐업","0002","폐업","20191030","","","","","0","","서울특별시 광진구 군자동 464-20번지 크라운빌 ","서울특별시 광진구 천호대로102길 28-2 크라운빌 101호 (군자동)","04994","트릿테이블(TREAT TABLE)","20191030152335","U","2019-11-29 02:40:00.0","단미","206425.002645914    ","450637.765826405    ","사료제조업","단미","","000",""
"3040000","304000003420190003","20190308","","03","폐업","0002","폐업","20191030","","","","","0","","서울특별시 광진구 군자동 464-20번지 크라운빌 ","서울특별시 광진구 천호대로102길 28-2 크라운빌 101호 (군자동)","04994","트릿테이블(TREAT TABLE)","20191030150341","U","2019-11-29 02:40:00.0","배합","206425.002645914    ","450637.765826405    ","사료제조업","배합","","000",""
"3040000","304000003420170002","20171020","","01","영업/정상","0000","정상","","","","","","0","","","서울특별시 광진구 뚝섬로24길 3 2층 (자양동)","05084","오지의 펫테이블","20171020144943","I","2018-08-31 23:59:59.0","단미","205570.982632948    ","448234.400412708    ","사료제조업","단미","","000",""
"3040000","304000003420180001","20180727","","01","영업/정상","0000","정상","","","","","02-456-3335","0","","서울특별시 광진구 중곡동 150-104번지 선영타워 401호","서울특별시 광진구 용마산로 97 선영타워 4층 (중곡동)","04935","주식회사 단주","20200618110811","U","2019-12-05 22:00:00.0","단미","207680.187732976","450547.788437558","","","","",""
"3050000","305000003420210005","20210903","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동대문구 전농동 212-2","서울특별시 동대문구 답십리로23길 127 1층 좌측호 (전농동)","02550","댕블리","20210903091836","I","2020-12-09 00:05:00.0","단미","204514.694439419","453155.768617302","","","","",""
"3030000","303000003420210001","20210205","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성동구 성수동1가 13-27","서울특별시 성동구 상원10길 11-8 (성수동1가)","04791","제이펫컴퍼니","20210514100913","U","2020-12-04 23:06:00.0","단미","204278.615754517","449723.748625516","","","","",""
"3070000","307000003420140001","20140827","","01","영업/정상","0000","정상","","","","","923-1909","0","","서울특별시 성북구 보문동6가 297번지 2층 ","서울특별시 성북구 보문로13라길 14 2층 (보문동6가)","02873","왕짱","20190617150732","U","2019-06-19 02:40:00.0","단미","201773.972127227    ","452995.218128916    ","사료제조업","단미","","000",""
